,gameid,epochTime,roundNum,sender,contents,raw_lengths,z_scores
1933,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803963769,10,演说者,水泥,6,-0.442052426641
1934,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803995203,11,演说者,荧光,6,-0.442052426641
1935,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804008626,12,演说者,基佬,6,-0.442052426641
1936,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804024297,13,演说者,军队,6,-0.442052426641
1937,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804044316,14,演说者,更黯淡的草地,18,0.928142334114
1938,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804052068,15,演说者,海,3,-0.78460111683
1939,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804115343,16,演说者,不繁茂的草地,18,0.928142334114
1940,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804130637,17,演说者,海,3,-0.78460111683
1941,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804152540,18,演说者,水泥,6,-0.442052426641
1942,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804189118,18,演说者,阴天,6,-0.442052426641
1943,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804197765,19,演说者,阴天,6,-0.442052426641
1944,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804211158,20,演说者,？？？红色的阴天,24,1.61323971449
1945,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804219266,21,演说者,花,3,-0.78460111683
1946,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804228479,22,演说者,= =,3,-0.78460111683
1947,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804230809,22,演说者,阴天,6,-0.442052426641
1948,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804243460,24,演说者,您在乱选吗,15,0.585593643925
1949,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804253842,25,演说者,军队,6,-0.442052426641
1950,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804260019,26,演说者,喂。。。,12,0.243044953737
1951,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804268064,27,演说者,我还没说你选啥啊,24,1.61323971449
1952,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804276187,28,演说者,excuse me,9,-0.0995037364521
1953,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804284801,29,演说者,草地,6,-0.442052426641
1954,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804291673,30,演说者,花,3,-0.78460111683
1955,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804306100,31,演说者,明亮,6,-0.442052426641
1956,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804314932,32,演说者,黯淡,6,-0.442052426641
1957,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804320994,33,演说者,阴天,6,-0.442052426641
1958,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804347661,34,演说者,阴天,6,-0.442052426641
1959,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804368312,35,演说者,地,3,-0.78460111683
1960,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804376012,36,演说者,基佬,6,-0.442052426641
1961,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804398548,37,演说者,湖水,6,-0.442052426641
1962,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804405109,38,演说者,海,3,-0.78460111683
1963,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804418401,39,演说者,黯淡,6,-0.442052426641
1964,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804430849,40,演说者,大妈,6,-0.442052426641
1965,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804443022,41,演说者,赭石,6,-0.442052426641
1966,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804454230,42,演说者,军队,6,-0.442052426641
1967,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804463414,43,演说者,香蕉,6,-0.442052426641
1968,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804473659,44,演说者,天,3,-0.78460111683
1969,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804482858,45,演说者,阴天,6,-0.442052426641
1970,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804490985,46,演说者,大妈,6,-0.442052426641
1971,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804499706,47,演说者,天,3,-0.78460111683
1972,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804523363,48,演说者,草地,6,-0.442052426641
1973,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804534524,49,演说者,深海,6,-0.442052426641
1974,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804545932,50,演说者,淡,3,-0.78460111683
1975,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502814655391,1,演说者, 叶,4,-0.6704182201
1976,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502814698593,1,演说者,叶色,6,-0.442052426641
1977,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502814735426,1,演说者,?,1,-1.01296691029
1978,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502814776962,1,演说者, 猜到????,11,0.128862057007
1979,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815086549,2,倾听者,深绿？紫色？鲜绿？,27,1.95578840468
1980,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815156652,2,演说者,浅,3,-0.78460111683
1981,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815180333,2,倾听者,比较鲜的？,15,0.585593643925
1982,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815186105,2,演说者,是,3,-0.78460111683
1983,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815203909,3,演说者, 葡萄,7,-0.327869529911
1984,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815220156,3,演说者,接近蓝,9,-0.0995037364521
1985,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815243227,4,演说者, 粉,4,-0.6704182201
1986,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815259089,4,倾听者,比较接近红？,18,0.928142334114
1987,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815273974,4,演说者,是,3,-0.78460111683
1988,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815293624,5,演说者,咖啡,6,-0.442052426641
1989,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815310143,6,演说者, 葡萄,7,-0.327869529911
1990,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815329164,7,演说者,灰色,6,-0.442052426641
1991,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815342520,8,演说者,咖啡,6,-0.442052426641
1992,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815368212,8,倾听者,灰色？,9,-0.0995037364521
1993,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815394045,9,演说者, 树,4,-0.6704182201
1994,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815410559,10,演说者,灰,3,-0.78460111683
1995,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815428370,10,倾听者,这里好像没有灰,21,1.2706910243
1996,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815436113,10,演说者,暗淡,6,-0.442052426641
1997,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815459529,11,演说者,暗淡灰,9,-0.0995037364521
1998,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815486749,11,倾听者,比较蓝的那个？,21,1.2706910243
1999,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815490493,11,演说者, 不是棕色,13,0.357227850466
2000,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815508681,12,演说者,金,3,-0.78460111683
2001,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815525024,13,演说者,淡紫色,9,-0.0995037364521
2002,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815546753,14,演说者,橙,3,-0.78460111683
2003,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815561333,15,演说者,浅绿,6,-0.442052426641
2004,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815582440,15,演说者,不明亮,9,-0.0995037364521
2005,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815600628,16,演说者,绿,3,-0.78460111683
2006,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815631453,17,演说者, 紫,4,-0.6704182201
2007,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815680793,18,演说者,灰,3,-0.78460111683
2008,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815703041,19,演说者,粉色紫色,12,0.243044953737
2009,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815725433,20,演说者,灰,3,-0.78460111683
2010,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815740949,21,演说者,绿,3,-0.78460111683
2011,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815762682,22,演说者,明亮的紫,12,0.243044953737
2012,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815777730,23,演说者,灰,3,-0.78460111683
2013,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815795897,24,演说者,淡黄,6,-0.442052426641
2014,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815816213,25,演说者, 咖啡,7,-0.327869529911
2015,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815832643,26,演说者,绿,3,-0.78460111683
2016,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815856281,27,演说者,淡紫,6,-0.442052426641
2017,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815872149,28,演说者, 粉,4,-0.6704182201
2018,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815880087,28,演说者,红,3,-0.78460111683
2019,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815883869,28,倾听者,红？,6,-0.442052426641
2020,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815897567,29,演说者,棕色,6,-0.442052426641
2021,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815917045,30,演说者,鲜绿,6,-0.442052426641
2022,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815946382,31,演说者,昏暗的绿,12,0.243044953737
2023,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815965113,31,倾听者,深还是浅？,15,0.585593643925
2024,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815970746,31,演说者,浅,3,-0.78460111683
2025,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815984721,31,倾听者,鲜还是不鲜？,18,0.928142334114
2026,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502815989973,31,演说者,不鲜,6,-0.442052426641
2027,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816004694,32,演说者,橙,3,-0.78460111683
2028,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816033592,33,演说者,最亮的绿,12,0.243044953737
2029,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816061071,34,演说者,灰,3,-0.78460111683
2030,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816105777,35,演说者,明亮的紫,12,0.243044953737
2031,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816273661,36,演说者,绿,3,-0.78460111683
2032,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816336958,37,演说者,棕,3,-0.78460111683
2033,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816362644,38,演说者,亮,3,-0.78460111683
2034,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816374510,38,演说者,粉,3,-0.78460111683
2035,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816404264,39,演说者, 灰,4,-0.6704182201
2036,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816430541,40,演说者,昏暗,6,-0.442052426641
2037,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816458193,40,演说者,最暗,6,-0.442052426641
2038,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816475663,40,倾听者,接近蓝或绿？,18,0.928142334114
2039,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816485408,40,演说者,绿,3,-0.78460111683
2040,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816503347,41,演说者,紫,3,-0.78460111683
2041,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816527929,42,演说者,昏暗的绿,12,0.243044953737
2042,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816555860,43,演说者,紫,3,-0.78460111683
2043,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816597933,43,倾听者,比较偏红还是不偏红？,30,2.29833709487
2044,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816665779,43,演说者,不偏红,9,-0.0995037364521
2045,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816713315,44,演说者,橙,3,-0.78460111683
2046,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816768779,45,演说者,蓝色,6,-0.442052426641
2047,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816790317,46,演说者,淡紫,6,-0.442052426641
2048,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816811698,47,演说者,明亮,6,-0.442052426641
2049,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816821188,47,演说者,紫,3,-0.78460111683
2050,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816843841,48,演说者, 浅绿色，不亮,19,1.04232523084
2051,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816868407,48,倾听者,比较接近土色的那个？,30,2.29833709487
2052,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816879470,48,演说者, 是,4,-0.6704182201
2053,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816897671,49,演说者, 淡紫,7,-0.327869529911
2054,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e,1502816914588,50,演说者,蓝,3,-0.78460111683
2055,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818423716,1,演说者,红,3,-0.78460111683
2056,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818482679,2,演说者,绿色,6,-0.442052426641
2057,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818501086,3,演说者,紫色,6,-0.442052426641
2058,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818516434,4,演说者,灰色,6,-0.442052426641
2059,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818552609,5,演说者,紫色,6,-0.442052426641
2060,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818570285,6,演说者,绿色,6,-0.442052426641
2061,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818591331,7,演说者,绿色,6,-0.442052426641
2062,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818622525,8,演说者,深绿色,9,-0.0995037364521
2063,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818649868,9,演说者,蓝色,6,-0.442052426641
2064,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818660901,10,演说者,深绿色,9,-0.0995037364521
2065,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818670481,11,演说者,灰色,6,-0.442052426641
2066,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818690140,12,演说者,绿灰色,9,-0.0995037364521
2067,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818705918,13,演说者,绿色,6,-0.442052426641
2068,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818720731,14,演说者,亮粉色,9,-0.0995037364521
2069,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818741935,15,演说者,亮绿色,9,-0.0995037364521
2070,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818763671,16,演说者,浅褐色,9,-0.0995037364521
2071,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818788006,17,演说者,黄色,6,-0.442052426641
2072,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818798350,18,演说者,绿色,6,-0.442052426641
2073,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818805026,19,演说者,绿色,6,-0.442052426641
2074,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818819866,20,演说者,红紫色,9,-0.0995037364521
2075,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818829724,21,演说者,蓝色,6,-0.442052426641
2076,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818847246,22,演说者,橙色,6,-0.442052426641
2078,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818899678,23,倾听者,  什麼 那一個,18,0.928142334114
2079,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818909140,23,演说者,红,3,-0.78460111683
2080,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818924606,24,演说者,绿色,6,-0.442052426641
2081,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818949990,25,演说者,浅紫色,9,-0.0995037364521
2082,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818959474,26,演说者,灰色,6,-0.442052426641
2083,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818969251,27,演说者,蓝色,6,-0.442052426641
2084,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818983510,28,演说者,深绿色,9,-0.0995037364521
2085,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502818994810,29,演说者,灰色,6,-0.442052426641
2086,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819013851,30,演说者,黄色,6,-0.442052426641
2087,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819031303,31,演说者,紫色,6,-0.442052426641
2088,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819042585,32,演说者,蓝色,6,-0.442052426641
2089,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819051899,33,演说者,绿色,6,-0.442052426641
2090,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819066732,34,演说者,紫色,6,-0.442052426641
2091,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819076338,34,演说者,浅紫色,9,-0.0995037364521
2092,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819086099,35,演说者,紫色,6,-0.442052426641
2093,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819097804,36,演说者,灰色灰色,12,0.243044953737
2094,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819117926,37,演说者,蓝色 -- 浅,13,0.357227850466
2095,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819127191,38,演说者,蓝色,6,-0.442052426641
2096,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819138640,39,演说者,灰色,6,-0.442052426641
2097,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819150163,40,演说者,灰色 ,7,-0.327869529911
2098,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819161281,41,演说者,蓝色 浅,10,0.0146791602774
2099,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819183245,42,演说者,浅紫色,9,-0.0995037364521
2100,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819190713,43,演说者,紫色,6,-0.442052426641
2101,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819197185,44,演说者,紫色,6,-0.442052426641
2102,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819219333,45,演说者,浅蓝色,9,-0.0995037364521
2103,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819236870,46,演说者,深绿色,9,-0.0995037364521
2104,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819246612,47,演说者,紫色,6,-0.442052426641
2105,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819259780,48,演说者,橙色,6,-0.442052426641
2106,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819270875,49,演说者,蓝色,6,-0.442052426641
2107,8805-5f3bc59e-a50f-4bb9-9d89-446cea4dba8a,1502819291109,50,演说者,亮粉色,9,-0.0995037364521
2108,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841801479,1,演说者,你好,6,-0.442052426641
2109,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841811533,1,倾听者,你好,6,-0.442052426641
2110,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841817469,1,倾听者,我准备好了,15,0.585593643925
2111,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841820977,1,演说者,好的,6,-0.442052426641
2112,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841833753,1,演说者,這三個顏色 算是植物色系,34,2.75506868179
2113,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841857732,1,倾听者,是最显亮那个吗？,24,1.61323971449
2114,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841863166,1,演说者,從暗到亮,12,0.243044953737
2115,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841881965,1,演说者,左邊那個,12,0.243044953737
2116,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841888259,1,演说者,是最不顯亮的,18,0.928142334114
2117,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841898470,1,倾听者,我这边和你的排列不一样,33,2.64088578506
2118,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841903701,1,演说者,喔 對 抱歉,14,0.471410747196
2119,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841909259,1,演说者,最不顯亮的那個,21,1.2706910243
2120,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841910190,1,倾听者,没关系,9,-0.0995037364521
2121,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841915790,1,演说者,跟另外兩個色系不同,27,1.95578840468
2122,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841916697,1,倾听者,带大地色吗？,18,0.928142334114
2123,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841920058,1,演说者,是,3,-0.78460111683
2124,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841942352,2,演说者,這顏色 是灰階的,22,1.38487392103
2125,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841953949,2,倾听者,紫色？,9,-0.0995037364521
2126,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841957661,2,演说者,不是,6,-0.442052426641
2127,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841975394,2,倾听者,是刚刚那个颜色吗？,27,1.95578840468
2128,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841979341,2,演说者,不是,6,-0.442052426641
2129,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502841995097,3,演说者,接近肉色,12,0.243044953737
2130,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842003293,3,演说者,不紅也不紫,15,0.585593643925
2131,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842008941,3,演说者,我這樣有違規嗎？,24,1.61323971449
2132,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842010935,3,倾听者,较浅的吗？,15,0.585593643925
2133,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842013424,3,倾听者,没有,6,-0.442052426641
2134,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842018690,3,倾听者,你可以说出颜色没关系,30,2.29833709487
2135,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842022789,3,演说者,肉色,6,-0.442052426641
2136,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842029047,3,演说者,接近橘色,12,0.243044953737
2137,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842037849,3,倾听者,是较浅的还是较深？,27,1.95578840468
2138,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842047957,3,演说者,較淺,6,-0.442052426641
2139,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842057897,4,演说者,很亮的綠,12,0.243044953737
2140,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842068697,4,倾听者,带蓝是吧？,15,0.585593643925
2141,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842074582,4,演说者,完全不藍,12,0.243044953737
2142,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842084175,4,演说者,就是綠到不能再綠,24,1.61323971449
2143,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842096137,5,演说者,這有難度..,14,0.471410747196
2144,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842101353,5,倾听者,哈哈,6,-0.442052426641
2145,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842106286,5,演说者,桃紫,6,-0.442052426641
2146,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842112768,5,演说者,比較深一點點,18,0.928142334114
2147,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842125488,5,演说者,喔不對！,12,0.243044953737
2148,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842129432,5,演说者,比較淺一點點 抱歉,25,1.72742261122
2149,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842142509,6,演说者,亮桃色,9,-0.0995037364521
2150,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842156835,7,演说者,天灰灰的顏色,18,0.928142334114
2151,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842174141,7,演说者,不是藍 也不是橘,22,1.38487392103
2152,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842183901,8,演说者,真可惜 哈哈,16,0.699776540655
2153,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842186073,8,演说者,藍色,6,-0.442052426641
2154,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842188445,8,倾听者,抱歉,6,-0.442052426641
2155,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842207928,9,演说者,都是綠,9,-0.0995037364521
2156,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842221793,9,演说者,然後 比較飽和,19,1.04232523084
2157,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842225948,9,演说者,額,3,-0.78460111683
2158,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842229709,9,演说者,比較不飽和,15,0.585593643925
2159,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842229978,9,倾听者,是最深那个吗？,21,1.2706910243
2160,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842235343,9,演说者,不是,6,-0.442052426641
2161,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842240166,9,倾听者,带蓝吗？,12,0.243044953737
2162,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842240385,9,演说者,也不是大地,15,0.585593643925
2163,8362-765c8be0-1e26-45e2-a620-0d4337084ece,1502842255846,10,倾听者,好难哈哈,12,0.243044953737
