"gameid","clkTime","roundNum","condition","clickStatus","clickColH","clickColS","clickColL","clickLocS","clickLocL","alt1Status","alt1ColH","alt1ColS","alt1ColL","alt1LocS","alt1LocL","alt2Status","alt2ColH","alt2ColS","alt2ColL","alt2LocS","alt2LocL","targetD1Diff","targetD2Diff","D1D2Diff","outcome","msgTime","role","contents","workerid_uniq","numOutcome","numRawWords","numRawChars","numCleanChars","numCleanWords","source"
"5528-c","1476496884974.0","5","speaker","blue","282","31","50","3","1","distr1","243","8","50","2","2","distr2","235","89","50","1","3","17","21","30","true","1476496883711.0","speaker","purple","NA","1.0","1","6","6","1","pragmatic"
"5528-c","1476496894591.0","6","speaker","blue","236","40","50","1","3","distr1","335","86","50","3","1","distr2","166","8","50","2","2","35","32","43","true","1476496892975.0","speaker","blue","NA","1.0","1","4","4","1","pragmatic"
"5528-c","1476496913837.0","7","speaker","the second brightest one colors","332","38","50","2","2","distr2","355","29","50","1","1","distr1","347","52","50","3","3","10","11","8","true","1476496911405.0","speaker","purple pink","NA","1.0","2","10","10","2","pragmatic"
"5528-c","1476496923125.0","8","speaker","purple","281","70","50","3","3","distr1","265","59","50","2","1","distr2","104","17","50","1","2","7","68","50","true","1476496921744.0","speaker","purple","NA","1.0","1","6","6","1","pragmatic"
"5528-c","1476496936686.0","9","speaker","blue","24","51","50","3","2","distr1","222","44","50","2","3","distr2","346","52","50","1","1","44","27","36","true","1476496935164.0","speaker","brownish","NA","1.0","1","8","8","1","pragmatic"
"5528-c","1476496946502.0","10","speaker","orange","16","75","50","1","1","distr2","135","59","50","2","2","distr1","315","49","50","3","3","37","67","87","true","1476496945018.0","speaker","orange","NA","1.0","1","6","6","1","pragmatic"
"5528-c","1476496955749.0","11","speaker","orange","62","93","50","1","2","distr1","295","16","50","3","1","distr2","22","51","50","2","3","68","47","32","true","1476496954128.0","speaker","yellow","NA","1.0","1","6","6","1","pragmatic"
"5528-c","1476496972936.0","12","speaker","<unk> color","148","85","50","2","3","distr1","89","79","50","3","2","distr2","124","47","50","1","1","12","12","14","true","1476496970714.0","speaker","blueish green","NA","1.0","2","12","12","2","pragmatic"
"5528-c","1476496989175.0","13","speaker","the most purplish of the ocean but not bluish , not purple , and not the blue / purple ones","238","16","50","1","1","distr1","197","8","50","2","2","distr2","319","1","50","3","3","17","16","8","true","1476496986630.0","speaker","Purple","NA","1.0","1","6","6","1","pragmatic"
"5528-c","1476497014846.0","14","speaker","light purple","308","15","50","2","2","distr2","49","34","50","1","3","distr1","302","39","50","3","1","13","43","58","true","1476497011903.0","speaker","purplish grey","NA","1.0","2","12","12","2","pragmatic"
"5528-c","1476497031919.0","15","speaker","close to a gray-ish green .","149","19","50","2","1","distr1","67","10","50","3","2","distr2","324","79","50","1","3","13","62","47","true","1476497029279.0","speaker","blueish green","NA","1.0","2","12","12","2","pragmatic"
"5528-c","1476497058951.0","16","speaker","they all they beige hues ~ sounds messed","73","21","50","2","1","distr1","74","11","50","1","3","distr2","250","83","50","3","2","8","72","60","true","1476497055955.0","speaker","grey brown","NA","1.0","2","9","9","2","pragmatic"
"5528-c","1476497080885.0","17","speaker","dark purple not lavender and not purplish","294","24","50","2","2","distr1","286","66","50","3","1","distr2","1","81","50","1","3","14","34","40","true","1476497076275.0","speaker","dark purple not lavendar","NA","1.0","4","21","18","3","pragmatic"
"5528-c","1476497092399.0","18","speaker","grey","324","3","50","3","3","distr2","245","98","50","1","2","distr1","199","56","50","2","1","29","38","36","true","1476497090366.0","speaker","grey","NA","1.0","1","4","4","1","pragmatic"
"5528-c","1476497100802.0","19","speaker","dark purple","262","99","50","1","3","distr2","113","87","50","2","2","distr1","285","92","50","3","1","14","77","109","true","1476497099713.0","speaker","blue","NA","1.0","1","4","4","1","pragmatic"
"5528-c","1476497115452.0","20","speaker","not bright green or blue green , not the yellow one","78","27","50","2","3","distr1","114","56","50","1","1","distr2","38","66","50","3","2","15","25","38","true","1476497112419.0","speaker","grey","NA","1.0","1","4","4","1","pragmatic"
"5528-c","1476497133049.0","21","speaker","darker purple","274","76","50","1","2","distr2","220","42","50","2","1","target","338","22","50","3","3","27","28","24","false","1476497129829.0","speaker","purple not lavendar","NA","0.0","3","17","14","2","pragmatic"
"5528-c","1476497151836.0","22","speaker","click the more blue green , not the standard green","154","72","50","2","2","distr2","257","89","50","3","1","distr1","107","49","50","1","3","13","68","70","true","1476497148910.0","speaker","blueish green","NA","1.0","2","12","12","2","pragmatic"
"5528-c","1476497163734.0","23","speaker","the gray","46","0","50","3","2","distr2","250","33","50","2","1","distr1","197","78","50","1","3","25","27","37","true","1476497162485.0","speaker","grey","NA","1.0","1","4","4","1","pragmatic"
"5528-c","1476497175458.0","24","speaker","grey blue","200","33","50","1","1","distr2","173","22","50","2","2","distr1","185","35","50","3","3","12","15","7","true","1476497171880.0","speaker","blue","NA","1.0","1","4","4","1","pragmatic"
"5528-c","1476497190739.0","25","speaker","it's getting a throw got the yellow-green , also all the neon","110","91","50","1","3","distr1","270","2","50","2","2","distr2","301","55","50","3","1","45","102","27","true","1476497189374.0","speaker","green","NA","1.0","1","5","5","1","pragmatic"
"5528-c","1476497205626.0","26","speaker","purple not pink or royal blue","251","42","50","1","1","distr2","303","51","50","3","2","distr1","266","63","50","2","3","8","19","17","true","1476497199593.0","speaker","blue","NA","1.0","1","4","4","1","pragmatic"
"5528-c","1476497216218.0","27","speaker","pink","328","44","50","1","1","distr1","233","4","50","2","3","distr2","85","75","50","3","2","25","81","43","true","1476497214533.0","speaker","pinkish","NA","1.0","1","7","7","1","pragmatic"
"5528-c","1476497226250.0","28","speaker","grey","72","6","50","1","2","distr2","316","64","50","2","1","distr1","101","28","50","3","3","18","42","74","true","1476497224521.0","speaker","grey","NA","1.0","1","4","4","1","pragmatic"
"5528-c","1476497235842.0","29","speaker","yellow","60","89","50","3","2","distr2","25","18","50","2","3","distr1","26","90","50","1","1","45","40","22","true","1476497234374.0","speaker","yellow","NA","1.0","1","6","6","1","pragmatic"
"5528-c","1476497247818.0","30","speaker","yellow","76","74","50","3","3","distr1","6","34","50","1","1","distr2","82","7","50","2","2","58","31","32","true","1476497246287.0","speaker","yellowish","NA","1.0","1","9","9","1","pragmatic"
"5528-c","1476497257035.0","31","speaker","gray","213","10","50","1","3","distr1","344","3","50","3","2","distr2","34","62","50","2","1","10","35","28","true","1476497255531.0","speaker","blue","NA","1.0","1","4","4","1","pragmatic"
"5528-c","1476497276044.0","32","speaker","bright neon green","103","45","50","1","2","distr1","135","70","50","3","3","distr2","70","57","50","2","1","9","13","17","true","1476497273559.0","speaker","green darkest","NA","1.0","2","12","12","2","pragmatic"
"5528-c","1476497287140.0","33","speaker","yellow","284","92","50","2","3","distr2","55","72","50","1","1","distr1","139","1","50","3","2","36","85","35","true","1476497284440.0","speaker","purple","NA","1.0","1","6","6","1","pragmatic"
"5528-c","1476497309087.0","34","speaker","dark blue","241","39","50","3","1","distr2","217","25","50","2","3","distr1","247","19","50","1","2","12","15","10","true","1476497305808.0","speaker","true blue","NA","1.0","2","8","8","2","pragmatic"
"5528-c","1476497322850.0","35","speaker","purple","347","21","50","1","3","distr2","63","53","50","3","2","distr1","15","10","50","2","1","14","51","35","true","1476497320301.0","speaker","purpleish","NA","1.0","1","9","9","1","pragmatic"
"5528-c","1476497352320.0","36","speaker","olive","152","77","50","3","1","distr2","162","62","50","1","2","distr1","120","28","50","2","3","17","9","16","true","1476497342650.0","speaker","greenish not blue","NA","1.0","3","15","12","2","pragmatic"
"5528-c","1476497365732.0","37","speaker","mustard brown","54","35","50","3","2","distr1","91","21","50","1","3","distr2","121","27","50","2","1","13","18","7","true","1476497363879.0","speaker","brown","NA","1.0","1","5","5","1","pragmatic"
"5528-c","1476497396076.0","38","speaker","duller blue","183","60","50","2","2","distr1","179","74","50","3","1","distr2","57","76","50","1","3","8","42","39","true","1476497389478.0","speaker","real blue","NA","1.0","2","8","8","2","pragmatic"
"5528-c","1476497408773.0","39","speaker","dark blue","253","94","50","1","3","distr1","246","42","50","3","1","distr2","24","34","50","2","2","12","50","44","true","1476497406646.0","speaker","true blue","NA","1.0","2","8","8","2","pragmatic"
"5528-c","1476497422341.0","40","speaker","blue","138","25","50","3","1","distr2","57","36","50","1","2","distr1","230","78","50","2","3","53","21","75","true","1476497420207.0","speaker","greenish","NA","1.0","1","8","8","1","pragmatic"
"5528-c","1476497457967.0","41","speaker","<unk> ~ so face one","283","37","50","2","2","distr2","279","24","50","3","3","distr1","262","59","50","1","1","12","6","16","true","1476497450736.0","speaker","purple middle color","NA","1.0","3","17","17","3","pragmatic"
"5528-c","1476497472550.0","42","speaker","bright purple","285","30","50","2","3","distr2","318","45","50","3","2","distr1","279","59","50","1","1","10","10","14","true","1476497470524.0","speaker","greyish purple","NA","1.0","2","13","13","2","pragmatic"
"5528-c","1476497484279.0","43","speaker","bright green i know not yellow","131","40","50","2","3","distr1","81","23","50","3","1","distr2","142","17","50","1","2","13","14","11","true","1476497481235.0","speaker","green","NA","1.0","1","5","5","1","pragmatic"
"5528-c","1476497494550.0","44","speaker","green","107","72","50","1","1","distr1","182","4","50","2","3","distr2","57","69","50","3","2","36","22","36","true","1476497493128.0","speaker","green","NA","1.0","1","5","5","1","pragmatic"
"5528-c","1476497505406.0","45","speaker","you don't say good ~ gold colored but not dull , the other bright , one in it","43","85","50","1","2","distr1","78","87","50","3","1","distr2","224","46","50","2","3","30","63","73","true","1476497503500.0","speaker","orange","NA","1.0","1","6","6","1","pragmatic"
"5528-c","1476497529350.0","46","speaker","lime green","97","72","50","3","2","distr2","97","88","50","2","3","distr1","111","42","50","1","1","11","5","16","true","1476497523952.0","speaker","middle color green","NA","1.0","3","16","16","3","pragmatic"
"5528-c","1476497545551.0","47","speaker","purpleish gray","281","10","50","3","1","distr1","2","18","50","2","2","distr2","141","73","50","1","3","14","46","58","true","1476497542901.0","speaker","purple blue","NA","1.0","2","10","10","2","pragmatic"
"5528-c","1476497558831.0","48","speaker","yellow ish of '","59","98","50","2","1","distr2","201","21","50","3","2","distr1","55","81","50","1","3","8","53","49","true","1476497557250.0","speaker","bright yellow","NA","1.0","2","12","12","2","pragmatic"
"5528-c","1476497578559.0","49","speaker","red","340","32","50","2","2","distr2","358","62","50","1","3","distr1","349","67","50","3","1","14","18","6","true","1476497570917.0","speaker","purple great job","NA","1.0","3","14","14","3","pragmatic"
"5528-c","1476497596304.0","50","speaker","brightest green","84","75","50","2","3","distr1","90","51","50","1","1","distr2","57","72","50","3","2","8","16","19","true","1476497593189.0","speaker","brightest green","NA","1.0","2","14","14","2","pragmatic"
"5510-1","1476496929474.0","1","speaker","bluish ~ they yeah a of the sky","260","11","50","2","2","distr1","76","1","50","3","1","distr2","212","18","50","1","3","16","14","13","true","1476496927664.0","speaker","Purple","44","1.0","1","6","6","1","pragmatic"
"5510-1","1476496938979.0","2","speaker","red / red","357","70","50","2","3","distr2","150","20","50","3","1","distr1","336","56","50","1","2","18","56","58","true","1476496935530.0","speaker","Red","44","1.0","1","3","3","1","pragmatic"
"5510-1","1476496950749.0","3","speaker","the darker easter ~ gray","8","10","50","3","1","distr2","36","63","50","2","2","distr1","121","20","50","1","3","33","26","33","true","1476496949079.0","speaker","Brown","44","1.0","1","5","5","1","pragmatic"
"5510-1","1476496970858.0","4","speaker","grey most like .... grass","69","3","50","3","3","distr2","59","50","50","1","2","distr1","134","8","50","2","1","9","29","28","true","1476496969312.0","speaker","Dull grey","44","1.0","2","8","8","2","pragmatic"
"5510-1","1476496980545.0","5","speaker","shade of the dull red ~ sorry . okay ~ <unk> . ~ purple","18","63","50","3","2","distr2","187","92","50","1","3","distr1","355","81","50","2","1","13","55","81","true","1476496978991.0","speaker","Orange","44","1.0","1","6","6","1","pragmatic"
"5510-1","1476497000800.0","6","speaker","the color , the second purple most gray","8","13","50","1","1","distr2","351","15","50","3","2","distr1","313","13","50","2","3","12","5","8","true","1476496996798.0","speaker","Purple grey","44","1.0","2","10","10","2","pragmatic"
"5510-1","1476497017896.0","7","speaker","grey-blue","235","50","50","3","1","target","256","39","50","2","2","distr2","232","95","50","1","3","8","13","9","false","1476497014834.0","speaker","Good job pale blue","44","0.0","4","15","15","4","pragmatic"
"5510-1","1476497035748.0","8","speaker","purple","278","67","50","3","3","distr2","226","0","50","2","2","distr1","208","61","50","1","1","33","32","22","true","1476497034504.0","speaker","Purple","44","1.0","1","6","6","1","pragmatic"
"5510-1","1476497048219.0","9","speaker","pink","208","85","50","2","1","distr1","336","76","50","3","3","distr2","298","94","50","1","2","45","39","23","true","1476497047462.0","speaker","Right lol","44","1.0","2","8","8","2","pragmatic"
"5510-1","1476497059396.0","10","speaker","turquoise","142","90","50","2","3","distr2","215","34","50","1","2","distr1","143","52","50","3","1","13","56","46","true","1476497056989.0","speaker","Neon green","44","1.0","2","9","9","2","pragmatic"
"5510-1","1476497072480.0","11","speaker","grey","184","9","50","2","2","target","48","5","50","1","1","distr2","266","50","50","3","3","11","39","27","false","1476497069440.0","speaker","Grey dark","44","0.0","2","8","8","2","pragmatic"
"5510-1","1476497082135.0","12","speaker","at <unk> ~ lol ~ pink ~ magenta","336","32","50","3","2","distr2","346","14","50","2","3","distr1","262","17","50","1","1","17","10","14","true","1476497080859.0","speaker","Mauve","44","1.0","1","5","5","1","pragmatic"
"5510-1","1476497092206.0","13","speaker","dark pink","168","80","50","3","1","distr1","136","67","50","2","2","distr2","298","62","50","1","3","17","58","97","true","1476497090355.0","speaker","Teal","44","1.0","1","4","4","1","pragmatic"
"5510-1","1476497108232.0","14","speaker","yellow","54","92","50","3","2","distr1","62","52","50","1","1","distr2","95","14","50","2","3","12","32","23","true","1476497104639.0","speaker","Orange yellow","44","1.0","2","12","12","2","pragmatic"
"5510-1","1476497117110.0","15","speaker","the light blue one","214","74","50","3","1","distr2","286","59","50","1","2","distr1","214","26","50","2","3","9","28","26","true","1476497115379.0","speaker","Blue","44","1.0","1","4","4","1","pragmatic"
"5510-1","1476497124891.0","16","speaker","orange","1","95","50","2","1","distr1","4","64","50","3","3","distr2","188","81","50","1","2","8","60","73","true","1476497123481.0","speaker","Red","44","1.0","1","3","3","1","pragmatic"
"5510-1","1476497136004.0","17","speaker","bright green","135","62","50","1","1","distr1","120","33","50","2","3","distr2","131","24","50","3","2","10","16","7","true","1476497134495.0","speaker","Green bright","44","1.0","2","11","11","2","pragmatic"
"5510-1","1476497143977.0","18","speaker","the purple","134","1","50","3","3","distr1","164","45","50","1","1","distr2","226","87","50","2","2","26","35","52","true","1476497142211.0","speaker","Grey","44","1.0","1","4","4","1","pragmatic"
"5510-1","1476497155761.0","19","speaker","blue","263","6","50","3","1","distr2","207","51","50","1","3","distr1","348","13","50","2","2","11","23","31","true","1476497154216.0","speaker","Grey","44","1.0","1","4","4","1","pragmatic"
"5510-1","1476497166327.0","20","speaker","the least bright pinkish purple","312","29","50","1","2","distr2","336","41","50","3","3","distr1","351","29","50","2","1","14","10","8","true","1476497164171.0","speaker","Purple","44","1.0","1","6","6","1","pragmatic"
"5510-1","1476497176622.0","21","speaker","pink bright","77","92","50","2","2","distr1","298","82","50","1","3","distr2","170","73","50","3","1","100","30","55","true","1476497174577.0","speaker","Green","44","1.0","1","5","5","1","pragmatic"
"5510-1","1476497191959.0","22","speaker","<unk>","113","47","50","1","3","distr1","131","33","50","3","2","distr2","38","92","50","2","1","8","42","42","true","1476497188267.0","speaker","green lightest","44","1.0","2","13","13","2","pragmatic"
"5510-1","1476497204435.0","23","speaker","green darker of the greens with yellow in it","83","91","50","2","1","distr2","88","59","50","3","3","distr1","81","43","50","1","2","16","10","7","true","1476497202738.0","speaker","green brightest","44","1.0","2","14","14","2","pragmatic"
"5510-1","1476497214191.0","24","speaker","gray","336","74","50","2","3","distr2","153","96","50","3","2","distr1","130","3","50","1","1","37","94","37","true","1476497210913.0","speaker","pink","44","1.0","1","4","4","1","pragmatic"
"5510-1","1476497227660.0","25","speaker","dull green , not orangeish or olive green","144","23","50","2","3","distr1","75","36","50","1","1","distr2","132","27","50","3","2","17","5","14","true","1476497225824.0","speaker","grey green","44","1.0","2","9","9","2","pragmatic"
"5510-1","1476497235954.0","26","speaker","brighter blue","312","0","50","2","3","distr1","279","35","50","3","2","distr2","166","32","50","1","1","26","24","42","true","1476497234008.0","speaker","grey","44","1.0","1","4","4","1","pragmatic"
"5510-1","1476497244914.0","27","speaker","blue","259","26","50","3","3","distr1","66","44","50","1","2","distr2","111","4","50","2","1","64","29","27","true","1476497243013.0","speaker","blue","44","1.0","1","4","4","1","pragmatic"
"5510-1","1476497258667.0","28","speaker","the most blue","190","17","50","1","2","distr2","164","13","50","3","1","distr1","191","41","50","2","3","9","8","14","true","1476497256213.0","speaker","blue grey","44","1.0","2","8","8","2","pragmatic"
"5510-1","1476497266636.0","29","speaker","not the drab green and the pick blue","191","16","50","1","2","distr1","155","64","50","3","1","distr2","0","61","50","2","3","30","45","75","true","1476497265437.0","speaker","grey","44","1.0","1","4","4","1","pragmatic"
"5510-1","1476497279595.0","30","speaker","orange","33","48","50","3","1","distr2","229","80","50","2","3","distr1","56","49","50","1","2","21","59","79","true","1476497276371.0","speaker","brown","44","1.0","1","5","5","1","pragmatic"
"5510-1","1476497304432.0","31","speaker","light blue","205","49","50","3","1","distr1","350","38","50","2","2","distr2","270","75","50","1","3","43","32","31","true","1476497299013.0","speaker","grey blue","44","1.0","2","8","8","2","pragmatic"
"5510-1","1476497315601.0","32","speaker","whales","113","6","50","1","3","distr2","172","33","50","3","1","distr1","156","33","50","2","2","17","17","8","true","1476497312799.0","speaker","grey","44","1.0","1","4","4","1","pragmatic"
"5510-1","1476497328347.0","33","speaker","brown","202","16","50","2","3","distr1","85","93","50","3","1","distr2","24","46","50","1","2","49","34","52","true","1476497322117.0","speaker","grey","44","1.0","1","4","4","1","pragmatic"
"5510-1","1476497341931.0","34","speaker","<unk> blue","247","83","50","3","3","distr1","328","9","50","1","1","distr2","63","72","50","2","2","34","97","50","true","1476497340312.0","speaker","blue doing great","44","1.0","3","14","9","2","pragmatic"
"5510-1","1476497353334.0","35","speaker","the green that's second target","147","80","50","1","1","distr2","353","65","50","2","2","distr1","235","50","50","3","3","67","83","40","true","1476497351705.0","speaker","green","44","1.0","1","5","5","1","pragmatic"
"5510-1","1476497365079.0","36","speaker","not the drab one on plus ~ medium blue ? : )","201","56","50","1","1","target","195","57","50","3","3","distr2","239","63","50","2","2","7","39","32","false","1476497362606.0","speaker","blue grey","44","0.0","2","8","8","2","pragmatic"
"5510-1","1476497374754.0","37","speaker","purple","288","60","50","1","1","distr1","269","92","50","3","3","distr2","259","58","50","2","2","12","13","7","true","1476497372835.0","speaker","purple","44","1.0","1","6","6","1","pragmatic"
"5510-1","1476497396271.0","38","speaker","bright green","127","69","50","3","3","distr1","114","38","50","2","1","distr2","161","77","50","1","2","11","14","16","true","1476497393542.0","speaker","green darker bright","44","1.0","3","17","17","3","pragmatic"
"5510-1","1476497405170.0","39","speaker","blue - ' all ~ the <unk> one . the target is light blue","158","49","50","1","3","distr2","9","97","50","3","1","distr1","178","36","50","2","2","14","67","56","true","1476497403778.0","speaker","green","44","1.0","1","5","5","1","pragmatic"
"5510-1","1476497415095.0","40","speaker","the <unk> day","247","22","50","1","2","distr1","316","91","50","3","3","distr2","56","11","50","2","1","27","38","47","true","1476497413366.0","speaker","purple","44","1.0","1","6","6","1","pragmatic"
"5510-1","1476497427839.0","41","speaker","not the green ~ not grayish ~ not grey , not dark either not a lime","147","33","50","3","1","distr2","95","46","50","1","3","distr1","144","79","50","2","2","18","15","13","true","1476497425328.0","speaker","green dark","44","1.0","2","9","9","2","pragmatic"
"5510-1","1476497441833.0","42","speaker","the yellow-ish green","178","80","50","3","2","target","173","88","50","1","3","distr2","164","52","50","2","1","6","12","13","false","1476497439179.0","speaker","teal brightest","44","0.0","2","13","13","2","pragmatic"
"5510-1","1476497453459.0","43","speaker","purp","276","68","50","2","1","distr1","254","75","50","3","2","distr2","74","68","50","1","3","10","93","98","true","1476497450831.0","speaker","purple","44","1.0","1","6","6","1","pragmatic"
"5510-1","1476497462331.0","44","speaker","grey","69","3","50","3","1","distr2","64","17","50","2","2","target","116","8","50","1","3","10","11","14","false","1476497460100.0","speaker","grey","44","0.0","1","4","4","1","pragmatic"
"5510-1","1476497471714.0","45","speaker","blue","224","57","50","2","3","distr1","33","38","50","1","2","distr2","351","57","50","3","1","50","39","32","true","1476497469141.0","speaker","blue","44","1.0","1","4","4","1","pragmatic"
"5510-1","1476497481909.0","46","speaker","click the red square","2","32","50","2","1","distr1","9","64","50","3","2","distr2","26","40","50","1","3","12","18","17","true","1476497479718.0","speaker","maroon","44","1.0","1","6","6","1","pragmatic"
"5510-1","1476497513406.0","47","speaker","brightest","24","55","50","1","1","distr2","25","23","50","3","2","target","18","29","50","2","3","10","6","12","false","1476497510549.0","speaker","brown lighter not orange","44","0.0","4","21","18","3","pragmatic"
"5510-1","1476497526236.0","48","speaker","grey","78","18","50","1","3","distr1","92","53","50","3","1","distr2","15","37","50","2","2","18","32","50","true","1476497523283.0","speaker","green olive","44","1.0","2","10","10","2","pragmatic"
"5510-1","1476497536707.0","49","speaker","purple","304","59","50","1","3","distr2","56","36","50","3","2","distr1","334","64","50","2","1","15","67","58","true","1476497534274.0","speaker","purple","44","1.0","1","6","6","1","pragmatic"
"5510-1","1476497549571.0","50","speaker","brown","40","14","50","1","2","distr1","42","57","50","3","3","distr2","300","97","50","2","1","19","47","66","true","1476497543880.0","speaker","grey","44","1.0","1","4","4","1","pragmatic"
"2841-a","1476497530641.0","3","speaker","dark blue","237","30","50","1","1","distr2","208","41","50","2","2","distr1","221","64","50","3","3","9","16","12","true","1476497527013.0","speaker","your're looking for the one that is closest to purple","880","1.0","10","44","30","5","pragmatic"
"2841-a","1476497558762.0","4","speaker","one that has some are same .","268","6","50","1","1","distr2","258","17","50","2","2","distr1","310","21","50","3","3","15","11","11","true","1476497556118.0","speaker","You're looking for the one that is furthest from purple","880","1.0","10","46","24","4","pragmatic"
"2841-a","1476497580165.0","5","speaker","aqua blue","169","71","50","1","2","distr1","167","83","50","2","1","distr2","30","85","50","3","3","5","53","55","true","1476497574893.0","speaker","this one is more blue than green","880","1.0","7","26","12","3","pragmatic"
"2841-a","1476497592324.0","6","speaker","green","98","34","50","1","1","distr2","289","8","50","2","3","distr1","320","81","50","3","2","78","45","23","true","1476497590517.0","speaker","The color of moss","880","1.0","4","14","9","2","pragmatic"
"2841-a","1476497610171.0","7","speaker","duller pink","279","68","50","3","3","distr2","289","30","50","2","1","target","289","52","50","1","2","6","8","12","false","1476497606847.0","speaker","The brightest of the 3","880","0.0","4","17","9","1","pragmatic"
"2841-a","1476497630627.0","8","speaker","yellow","47","55","50","3","2","distr2","312","55","50","2","1","distr1","250","39","50","1","3","66","65","21","true","1476497627607.0","speaker","no problem...the color of mustard","880","1.0","5","26","19","3","pragmatic"
"2841-a","1476497643565.0","9","speaker","grayish color","92","46","50","1","2","distr2","61","6","50","2","3","distr1","321","26","50","3","1","65","25","33","true","1476497641857.0","speaker","color of grass","880","1.0","3","12","10","2","pragmatic"
"2841-a","1476497667944.0","10","speaker","most red one","347","65","50","2","2","distr2","359","66","50","3","3","distr1","346","28","50","1","1","13","10","18","true","1476497663318.0","speaker","sfavorite color","880","1.0","2","14","14","2","pragmatic"
"2841-a","1476497678945.0","11","speaker","yellow orange","46","71","50","2","1","distr1","251","27","50","1","2","distr2","8","68","50","3","3","62","41","39","true","1476497677468.0","speaker","mustard again","880","1.0","2","12","7","1","pragmatic"
"2841-a","1476497697182.0","12","speaker","pink","331","62","50","2","1","distr2","90","28","50","1","3","distr1","61","1","50","3","2","30","66","23","true","1476497689914.0","speaker","girl color again","880","1.0","3","14","9","2","pragmatic"
"2841-a","1476497707833.0","13","speaker","blue ~ blue","220","61","50","2","1","distr2","52","40","50","3","2","distr1","271","37","50","1","3","18","61","63","true","1476497706122.0","speaker","Baby boy's color","880","1.0","3","14","14","3","pragmatic"
"2841-a","1476497728646.0","14","speaker","purple","56","39","50","1","1","distr2","329","29","50","3","2","distr1","45","99","50","2","3","18","53","57","true","1476497720384.0","speaker","Not yellow or purple","880","1.0","4","17","12","2","pragmatic"
"2841-a","1476497740012.0","15","speaker","pink","317","55","50","2","2","distr2","126","12","50","3","1","distr1","211","34","50","1","3","37","56","30","true","1476497738094.0","speaker","Girl color again","880","1.0","3","14","9","2","pragmatic"
"2841-a","1476497749799.0","16","speaker","yellow","51","57","50","2","3","distr2","168","3","50","1","1","distr1","139","56","50","3","2","27","31","30","true","1476497748009.0","speaker","mustard","880","1.0","1","7","7","1","pragmatic"
"2841-a","1476497758089.0","17","speaker","red","347","68","50","1","1","distr2","24","87","50","3","3","distr1","265","6","50","2","2","27","27","34","true","1476497755869.0","speaker","girl","880","1.0","1","4","4","1","pragmatic"
"2841-a","1476497782014.0","18","speaker","green not blue but others","82","63","50","1","2","target","118","69","50","2","1","distr1","133","87","50","3","3","5","10","12","false","1476497778505.0","speaker","darkest green","880","0.0","2","12","12","2","pragmatic"
"2841-a","1476497792892.0","19","speaker","the blue one","258","73","50","1","1","distr1","268","29","50","2","2","distr2","68","25","50","3","3","17","73","56","true","1476497791259.0","speaker","Boy color","880","1.0","2","8","8","2","pragmatic"
"2841-a","1476497823631.0","20","speaker","muted green","113","29","50","2","1","distr1","142","36","50","1","2","distr2","153","81","50","3","3","6","17","15","true","1476497815165.0","speaker","sage or greyest of the 3","880","1.0","5","18","11","2","pragmatic"
"2841-a","1476497844703.0","21","speaker","on the center light color","281","79","50","3","3","distr1","294","56","50","1","2","distr2","55","95","50","2","1","7","89","84","true","1476497840998.0","speaker","Closer to blue","880","1.0","3","12","10","2","pragmatic"
"2841-a","1476497867551.0","22","speaker","the yellowy green - looks like a little drab ~ one is the green / green .","167","26","50","3","1","distr1","74","13","50","2","2","distr2","110","11","50","1","3","16","12","6","true","1476497863920.0","speaker","Bluest of the 3 as apposed to gray or green","880","1.0","9","33","22","4","pragmatic"
"2841-a","1476497878295.0","23","speaker","i can't supposed to grass ~ i cant you ? ~ bright / green / yellowish","111","65","50","3","2","distr1","95","35","50","1","1","distr2","259","24","50","2","3","13","57","50","true","1476497876720.0","speaker","Limes","880","1.0","1","5","5","1","pragmatic"
"2841-a","1476497901760.0","24","speaker","the 2nd bright green one","76","52","50","1","3","distr1","108","62","50","3","1","distr2","135","96","50","2","2","11","17","9","true","1476497891787.0","speaker","Avocados","880","1.0","1","8","8","1","pragmatic"
"2841-a","1476497915784.0","25","speaker","purple","167","32","50","3","3","distr1","64","10","50","2","2","distr2","303","29","50","1","1","19","42","41","true","1476497912231.0","speaker","Not gray or purple","880","1.0","4","15","10","2","pragmatic"
"2841-a","1476497923834.0","26","speaker","nice colors st : ) ~ pink","316","55","50","2","2","distr1","323","12","50","1","1","distr2","92","44","50","3","3","18","80","50","true","1476497921515.0","speaker","girl","880","1.0","1","4","4","1","pragmatic"
"2841-a","1476497937608.0","27","speaker","grey green","157","41","50","3","2","distr1","90","50","50","1","3","distr2","152","65","50","2","1","18","10","14","true","1476497933541.0","speaker","boy and not green","880","1.0","4","14","8","2","pragmatic"
"2841-a","1476497946338.0","28","speaker","teal green","120","60","50","3","3","distr1","157","99","50","2","1","distr2","245","86","50","1","2","15","75","76","true","1476497944401.0","speaker","grass","880","1.0","1","5","5","1","pragmatic"
"2841-a","1476497955379.0","29","speaker","<unk> , ~ dull off color","318","45","50","1","1","distr1","29","94","50","3","2","distr2","197","99","50","2","3","47","56","54","true","1476497952267.0","speaker","girl","880","1.0","1","4","4","1","pragmatic"
