negation,Condition,Language,Message
False,further/split,English,"It's okay, choose the bright blue"
False,equal/far,English,choose lavender
False,equal/far,English,Choose yellow
False,further/split,English,choose dusty pink
False,equal/far,English,choose blue
False,further/split,English,choose the greener of the greens
False,closer/close,English,Choose the one with the bluest hue
False,equal/far,English,choose the purple hue
False,equal/far,English,choose the yellow-green one
False,equal/far,English,choose the neon green one
True,equal/far,English,"Not the one with the green hue, and not the dark blue"
False,closer/close,English,The brown one
False,further/split,English,Choose fuchsia
False,closer/close,English,The one with purple hue
False,closer/close,English,The one that has the most red hue
True,closer/close,English,"It's not the yellowish one, and not the one that has aqua blue tones."
False,further/split,English,The one with the most yellow in it
False,further/split,English,The one with purple hues
False,closer/close,English,The warmest purple
False,further/split,English,The bright green
False,further/split,English,The most green
False,further/split,English,The purple one
False,closer/close,English,The one with the most green in it
False,closer/close,English,The bright yellow one
False,further/split,English,The green-yellow one
False,further/split,English,The bright blue
False,closer/close,English,The bright blue
False,further/split,English,The reddish one
False,further/split,English,There are two bright greens.  Choose the one that's a little darker
False,equal/far,English,The yellow one
False,further/split,English,The bright green
False,further/split,English,The brownest one
False,further/split,English,Lighter purple
False,further/split,English,hi
True,closer/close,English,"closest to lavender, not the grayish one or the boldest one"
False,equal/far,English,gray
False,equal/far,English,brown
False,closer/close,English,bluish purple
False,equal/far,English,darker blue
False,further/split,English,yellow green
False,equal/far,English,purple
False,equal/far,English,brownish orange
False,equal/far,English,orange
False,closer/close,English,grayish purple
False,equal/far,English,yellow
False,closer/close,English,blue purple
False,further/split,English,blue
False,closer/close,English,lighter purple
False,further/split,English,gray
False,closer/close,English,brightest green
False,further/split,English,teal
False,further/split,English,purple
False,closer/close,English,gray
False,closer/close,English,brownish gray
False,further/split,English,gray
False,further/split,English,blue
False,further/split,English,gray
False,closer/close,English,"blue gray, almost periwinkle"
False,equal/far,English,blue
False,closer/close,English,lighter purple
False,equal/far,English,teal
False,further/split,English,pink purple
False,equal/far,English,gray purple
False,equal/far,English,blue
True,further/split,English,"lightest shade, not the bright teal or normal blue"
False,equal/far,English,brown
True,closer/close,English,"not the grayer blue or the brighter, its the middle shade"
False,equal/far,English,blue
False,closer/close,English,grayer blue
False,further/split,English,green
False,closer/close,English,dullest blue
False,equal/far,English,brown
False,further/split,English,green
False,equal/far,English,green
False,further/split,English,pink
False,further/split,English,gray
False,closer/close,English,bright green
False,further/split,English,purple blue
False,equal/far,English,pink
False,closer/close,English,tan
False,closer/close,English,gray brown
False,equal/far,English,yellow orange
False,equal/far,English,Hello :)
False,equal/far,English,Grey
False,equal/far,English,hi
False,closer/close,English,green
False,further/split,English,grey
False,further/split,English,grey
True,closer/close,English,not light blue and not dark blue
False,closer/close,English,grey with a white tint
False,further/split,English,bright pink
False,equal/far,English,grey
False,further/split,English,yellow
False,closer/close,English,grey
False,closer/close,English,grey
False,further/split,English,turquoise
False,equal/far,English,orange
False,equal/far,English,orange
False,closer/close,English,grey with a redish tint
False,further/split,English,grey
False,equal/far,English,redish one?
False,equal/far,English,green
False,closer/close,English,blueish
False,equal/far,English,green
True,further/split,English,not green and not orange
False,further/split,English,purple
False,closer/close,English,grey
False,equal/far,English,green
False,closer/close,English,grey with a redish tint
False,equal/far,English,orange
False,closer/close,English,grey
False,closer/close,English,turquoise
False,equal/far,English,orange
False,equal/far,English,green
False,further/split,English,pink
False,closer/close,English,closer to blue
False,equal/far,English,pink
False,closer/close,English,grey with a white tint
False,further/split,English,blue
False,closer/close,English,green
False,further/split,English,grey
False,closer/close,English,purple
False,further/split,English,purple
False,further/split,English,greenish yellow
False,further/split,English,purpleish grey
False,further/split,English,light red
False,equal/far,English,light pink
False,further/split,English,brownish?
False,equal/far,English,yellow
False,closer/close,English,brownish green
False,equal/far,English,light blue
False,equal/far,English,red
False,further/split,English,green
False,equal/far,English,turquoise
False,further/split,English,Hi :-)
False,further/split,English,Hi
False,further/split,English,The color is the pink one
False,closer/close,English,The color is the regular green
False,equal/far,English,The color is purple
False,closer/close,English,The color is the lightest purple
False,closer/close,English,The color is brown
False,closer/close,English,The color is the beige one
False,further/split,English,The dull purple color
False,further/split,English,The color is pink
False,equal/far,English,The color is blue
False,equal/far,English,The color is green
False,further/split,English,The color is light purple
False,equal/far,English,The color is green
False,further/split,English,The color is the bright green one
False,further/split,English,The color is blue
False,closer/close,English,The dullest blue is the color
False,closer/close,English,The darkest blue is the coloe
False,closer/close,English,color
False,closer/close,English,The real orange is the color
False,further/split,English,The darker green is the color
False,further/split,English,The brightest purple is the color
False,equal/far,English,The color is brown
False,closer/close,English,The color is tan
False,further/split,English,The color is the bright green
False,equal/far,English,The color is green
False,closer/close,English,The color is the bluish one
False,equal/far,English,The color is blue
False,equal/far,English,The color is brown
False,further/split,English,The color is the dark bluish one
False,closer/close,English,The darkest blue is the one
False,further/split,English,The color is purple
False,closer/close,English,The color is the brighter purple one
False,equal/far,English,The color is yellow
False,equal/far,English,The color is the yellowish brown one
False,further/split,English,The color is the bright blue one
False,further/split,English,The color is the purplish tinted one
False,closer/close,English,The color is grey
False,equal/far,English,The color is blue
False,equal/far,English,Blue again
False,further/split,English,The darker of the two teal colors
False,further/split,English,The darkest blue one
False,equal/far,English,The pink one
False,further/split,English,The color is grey
False,closer/close,English,The color is green the middle color of all three
False,closer/close,English,The bluish purple one
False,further/split,English,The color is green
False,equal/far,English,The color is green
False,closer/close,English,The color is greyish purple
False,closer/close,English,The color is purplish red
False,equal/far,English,The color is green
False,equal/far,English,The color is brown
False,closer/close,English,The color is green the bright yellowish one
False,equal/far,English,green
False,equal/far,English,green
False,equal/far,English,pink
False,equal/far,English,tan
False,closer/close,English,rosier
False,closer/close,English,purple
False,equal/far,English,orange
False,further/split,English,purple
False,further/split,English,purple
False,closer/close,English,green
False,further/split,English,more faded red
False,closer/close,English,mossier green
False,further/split,English,tan
False,equal/far,English,pink
False,equal/far,English,red
True,closer/close,English,grape purple not the bluer one
False,closer/close,English,green
False,closer/close,English,or grey
False,further/split,English,purple
False,closer/close,English,bluer purple
True,further/split,English,not the brighter orange the faded one
False,further/split,English,purple
False,equal/far,English,green
False,further/split,English,greenish tan
False,further/split,English,the brighter green
False,equal/far,English,green
True,further/split,English,"the brighter green, not faded"
False,closer/close,English,grey
False,further/split,English,grey
False,further/split,English,the brighter green
False,further/split,English,lighter
False,closer/close,English,"mauve, the most faded one"
False,closer/close,English,camo green
True,closer/close,English,not the brighter one
False,closer/close,English,s
True,closer/close,English,not the yellow one
False,equal/far,English,orange
False,closer/close,English,"of the two that look the same, the darker one"
True,closer/close,English,"of the two that look the same, the one that is not as neon"
False,further/split,English,the darkest/faded one
False,closer/close,English,"of the two that look the same, the brighter more neon one"
False,equal/far,English,blue
False,further/split,English,tan
False,further/split,English,bright purple
False,equal/far,English,blue
False,equal/far,English,blue
False,equal/far,English,purple
False,further/split,English,the more reddish purple
False,equal/far,English,yellow
False,closer/close,English,the grayer of the blues
False,closer/close,English,the redder red
False,closer/close,English,the brighter blue
False,equal/far,English,grey
False,equal/far,English,teal
False,equal/far,English,darkest color
False,closer/close,English,color of a lime
False,equal/far,English,you drink it with breakfast  a juice
False,equal/far,English,strawberry
False,further/split,English,jet____ airline
False,further/split,English,darkest shade
False,closer/close,English,sorry I suck
False,closer/close,English,the brightest color
False,closer/close,English,nah its creative
False,closer/close,English,green screen green?
False,closer/close,English,one of the two similar colors
False,equal/far,English,nice!
False,equal/far,English,thanks
False,equal/far,English,the least common color you typically see
False,closer/close,English,the brightest shade
False,further/split,English,sorry
False,further/split,English,your doing fine
False,further/split,English,green purple or olive
False,further/split,English,green
False,further/split,English,are we supposed to say the color?
False,further/split,English,yes lol
False,further/split,English,bright purple
False,further/split,English,bright green
False,equal/far,English,bright red
False,equal/far,English,were you under the impression you couldnt say the color
False,closer/close,English,Yes.
False,closer/close,English,dark blue
False,closer/close,English,I thought you were just trying to lighten things up
False,closer/close,English,Purple
False,further/split,English,brightest pink.
False,closer/close,English,strongest purple
False,further/split,English,the less bright pink
False,equal/far,English,sorry
False,equal/far,English,doh!
False,equal/far,English,your totally cool!
False,equal/far,English,the darker blue
True,equal/far,English,teal maybe? not grey or green
False,further/split,English,the lighter shade of purple
False,further/split,English,grey
False,closer/close,English,the darkest shade...military color
False,equal/far,English,purple
False,closer/close,English,brightest
False,equal/far,English,sorry
False,equal/far,English,grey
False,equal/far,English,red
True,equal/far,English,not your fault some of these are hard
False,equal/far,English,yellow
False,further/split,English,screen differences maybe.
True,further/split,English,not grey or yellow
False,further/split,English,grey
False,equal/far,English,green
False,further/split,English,purple
False,further/split,English,pinish
False,further/split,English,pinkish
False,equal/far,English,yes
False,equal/far,English,purple
False,closer/close,English,pink
True,closer/close,English,not blue or purple
False,equal/far,English,purple
True,further/split,English,not the greenish or the one closest to blue
True,equal/far,English,not red or blue
False,further/split,English,blue
True,further/split,English,not purple or green
True,further/split,English,not normal green or purple
False,closer/close,English,you are awesome
False,closer/close,English,Thanks so are you
False,closer/close,English,loks more grey than green
False,closer/close,English,looks
False,closer/close,English,blue
False,equal/far,English,purple
False,further/split,English,lime
False,closer/close,English,purple
False,closer/close,English,lighter purple
True,closer/close,English,the one that is not green
False,further/split,English,sorry
False,further/split,English,sorry
False,further/split,English,grey
False,further/split,English,i clicked the wrong one
False,closer/close,English,oops
False,closer/close,English,the darkest yellow
False,equal/far,English,our screens have to have different color settings lol.
False,equal/far,English,purple
False,further/split,English,lightest color
False,equal/far,English,grey
False,further/split,English,grey with hint of purple
False,closer/close,English,brownish
False,equal/far,English,pink
False,closer/close,English,teal more green than blue
False,closer/close,English,greener one
False,equal/far,English,purplish tint
False,equal/far,English,pink
False,further/split,English,blue
False,equal/far,English,pink
False,further/split,English,"grey, no hint of green"
False,further/split,English,duller purple
False,further/split,English,duller blue
False,further/split,English,purple
False,closer/close,English,"duller green, no hint of blue"
False,equal/far,English,pink
False,further/split,English,"choose your blue, they both look the same to me"
False,closer/close,English,dullest color
False,further/split,English,brightest green
False,closer/close,English,aqua
False,closer/close,English,brighter pink
False,closer/close,English,"NOT the brightest, NOT the lightest"
False,closer/close,English,purple
False,further/split,English,pinkish purple
False,closer/close,English,brownish one
False,closer/close,English,hint of brown
False,equal/far,English,purple
False,equal/far,English,red
False,equal/far,English,red
False,further/split,English,blue with a hint of purple
False,further/split,English,aqua
False,further/split,English,pink
False,further/split,English,purpleish
False,closer/close,English,darker greenish with hint of brown
False,equal/far,English,grey
False,equal/far,English,orange
False,closer/close,English,grey
False,equal/far,English,blue
False,equal/far,English,grey
False,equal/far,English,pink
False,closer/close,English,dark pink
False,further/split,English,park pink
False,further/split,English,dark
False,closer/close,English,dullest purple
False,closer/close,English,brightest green
False,equal/far,English,orange
False,further/split,English,darker orange
False,equal/far,English,bright green
False,equal/far,English,blue
False,closer/close,English,dullest one
False,further/split,English,green
False,closer/close,English,blue
False,further/split,English,purp
False,closer/close,English,blue
False,closer/close,English,2 blues
False,equal/far,English,greenish
False,equal/far,English,orange
False,further/split,English,grey
False,further/split,English,dull
False,further/split,English,peach
False,further/split,English,dull green
False,further/split,English,caca
False,further/split,English,bluish grey
False,equal/far,English,red
False,equal/far,English,pink
False,closer/close,English,greenish blue
False,closer/close,English,greue
False,equal/far,English,brown?
False,closer/close,English,natural blue
False,further/split,English,brown
False,closer/close,English,purp
False,closer/close,English,tan
False,closer/close,English,natural green
False,equal/far,English,blue
False,closer/close,English,turquoise
False,closer/close,English,natural pink
False,further/split,English,pink
False,further/split,English,greenish blue
False,further/split,English,pink
False,equal/far,English,lime
False,equal/far,English,brown
False,further/split,English,mustard
False,equal/far,English,pink
False,equal/far,English,greenish
False,closer/close,English,concrete
False,further/split,English,pinkish
False,equal/far,English,green
False,closer/close,English,grey
False,equal/far,English,greenish
False,closer/close,English,medium green
False,closer/close,English,dull
False,equal/far,English,purp
False,further/split,English,greenish
False,further/split,English,dull
False,closer/close,English,neon
False,closer/close,English,neon green
False,equal/far,English,neon
False,closer/close,English,pink
False,equal/far,English,dark green
False,equal/far,English,red
False,equal/far,English,pink
False,closer/close,English,greenish
False,closer/close,English,Hello! Anyone here?
False,closer/close,English,Hello
False,closer/close,English,Hello
False,closer/close,English,Do you mind if we start?
False,closer/close,English,Nope just got here
False,closer/close,English,"oh okay, perfect"
False,closer/close,English,blue
False,further/split,English,black and white make this color
True,closer/close,English,"caca green, the brighter one, but not yellow"
False,further/split,English,good work
False,further/split,English,thanks
True,further/split,English,"dark, light blue, not aqua"
False,equal/far,English,green
False,equal/far,English,mango color
False,equal/far,English,teal
False,further/split,English,brighter brown
False,further/split,English,pink purple
False,equal/far,English,blood color
True,closer/close,English,"darker purple, but not bright"
False,equal/far,English,awesome
False,equal/far,English,pink
False,further/split,English,brighter purple
False,further/split,English,blue green
False,closer/close,English,aqua
False,equal/far,English,grey
False,further/split,English,blue shade
False,equal/far,English,blue
False,equal/far,English,grey
False,closer/close,English,hot pin
False,closer/close,English,pink
True,closer/close,English,"light purple, not shade"
False,closer/close,English,"lime green,"
False,further/split,English,brown
False,further/split,English,darker green shade
False,further/split,English,darker pink
False,equal/far,English,teal
False,closer/close,English,blue purple
False,closer/close,English,purple bright
False,further/split,English,blue
False,equal/far,English,yellow green
False,closer/close,English,darker grey
False,closer/close,English,lighter brown
False,further/split,English,teal green
False,equal/far,English,teal green
False,equal/far,English,purpe
False,equal/far,English,purple
False,further/split,English,grey
False,equal/far,English,yellow mango
False,closer/close,English,pink grey
False,equal/far,English,yellow
False,equal/far,English,you there?
False,further/split,English,teal green
False,closer/close,English,dark pnik
False,closer/close,English,pink
False,further/split,English,blue
False,further/split,English,purple grey
False,further/split,English,purple pink
False,closer/close,English,lime green
False,closer/close,English,grey purple
False,closer/close,English,grey
False,equal/far,English,yellow
False,equal/far,English,blue
False,equal/far,English,Great Job Partner! Last One. Purple!
False,further/split,English,hello!
False,further/split,English,grey
False,further/split,English,hello
False,further/split,English,or green
False,further/split,English,that is weird
True,further/split,English,i don't see a gray
False,further/split,English,theres a green blue and pink
False,further/split,English,green
False,equal/far,English,yellow
True,equal/far,English,"definitely looked red, not pink, on my screen at least"
False,equal/far,English,LOL! grey
False,equal/far,English,blue
False,further/split,English,grey
False,further/split,English,bright blue
False,closer/close,English,grey
False,further/split,English,purple
False,further/split,English,green
False,further/split,English,red
False,closer/close,English,grey with a white tint
False,equal/far,English,grey
False,further/split,English,pink
False,further/split,English,green
False,further/split,English,light orange
False,further/split,English,blue
False,closer/close,English,grey with a white tint
False,equal/far,English,blue
False,closer/close,English,grey with a white tint
False,closer/close,English,looked green here
False,closer/close,English,No worries :)
False,closer/close,English,grey with a white tint
False,equal/far,English,yellow
False,closer/close,English,bright pink
False,further/split,English,pinkish red
False,further/split,English,green
False,closer/close,English,dull green
False,equal/far,English,blue
False,equal/far,English,bright blue
False,equal/far,English,grey
False,equal/far,English,pink
False,equal/far,English,orange
False,equal/far,English,grey
False,closer/close,English,bright purple. Like a violet
False,equal/far,English,greyish brown
False,equal/far,English,turquoise
False,closer/close,English,dark green
False,further/split,English,grey with a white tint
False,equal/far,English,purple
False,closer/close,English,greenish grey
False,further/split,English,yellow
False,closer/close,English,pruple. like violet
False,closer/close,English,light blue
False,further/split,English,grey witha whit tint
False,closer/close,English,green
False,closer/close,English,grey with a green tint
False,further/split,English,grey with a white tint
False,closer/close,English,has more green?
False,equal/far,English,bright blue
False,closer/close,English,light blue
False,further/split,English,light blue
False,closer/close,English,greyish
False,equal/far,English,tan
False,closer/close,English,mauve
False,closer/close,English,orange
False,further/split,English,orange
False,equal/far,English,blue
False,further/split,English,blueish
False,further/split,English,brownish
False,closer/close,English,purple
False,further/split,English,sky blue
False,further/split,English,blue
False,equal/far,English,purple
False,closer/close,English,gray
False,equal/far,English,blue
False,equal/far,English,yellow
False,equal/far,English,tan
False,closer/close,English,purple
False,equal/far,English,blue
False,equal/far,English,red
False,closer/close,English,olive green
False,equal/far,English,purple
False,further/split,English,green
False,equal/far,English,green
False,further/split,English,gray
False,equal/far,English,dark blue
False,closer/close,English,dark gray
False,closer/close,English,pink
False,closer/close,English,hot
False,further/split,English,green blue
False,closer/close,English,darkest blue
False,further/split,English,green
False,closer/close,English,dark gray
False,further/split,English,green closer to real green
False,further/split,English,military green
False,equal/far,English,light purple
False,closer/close,English,purple
False,closer/close,English,less blue
False,closer/close,English,pinkish
False,closer/close,English,no pinks
True,closer/close,English,not halloween orange
False,equal/far,English,gray green
False,equal/far,English,red
False,equal/far,English,purple
False,equal/far,English,light blue
False,equal/far,English,less gray
False,closer/close,English,lime green
False,closer/close,English,yellowish
False,closer/close,English,more yellow or less yellow
False,further/split,English,darker purple
False,closer/close,English,light edium or dark purple
False,closer/close,English,this color looks like a mixture of the other two
True,closer/close,English,not the highlighter colored green
False,closer/close,English,the blue
False,closer/close,English,ish
False,further/split,English,darker tan less yellow
False,further/split,English,tan
False,further/split,English,purple close to real color
False,closer/close,English,blueish gray
False,equal/far,English,blue
False,further/split,English,tan
False,closer/close,English,more green
False,closer/close,English,less blue
False,closer/close,English,You're Good at this
False,further/split,English,blue
False,further/split,English,lite purple
False,further/split,English,blue
False,equal/far,English,green
False,equal/far,English,green
False,further/split,English,purplish
False,equal/far,English,green
True,closer/close,English,gross yellow not brite
False,closer/close,English,neon green
False,equal/far,English,brite purp
False,equal/far,English,gray
False,closer/close,English,big brite blue
False,further/split,English,deep purple
False,closer/close,English,cardbord box brown
False,closer/close,English,bright pink
False,equal/far,English,purp
False,further/split,English,brite neon green
True,further/split,English,the not grayish blue
False,equal/far,English,pink
False,equal/far,English,orange
False,equal/far,English,purple
False,further/split,English,subtle warm gray green
False,equal/far,English,blue
True,further/split,English,the not purple purple
True,further/split,English,the gross not brite yellow green
False,closer/close,English,gross dark green
False,closer/close,English,the reddish light marron
False,equal/far,English,blue
False,closer/close,English,purple
False,further/split,English,dark gray
False,equal/far,English,blue
False,closer/close,English,pinkish
True,further/split,English,not gross green
False,equal/far,English,neon green
False,closer/close,English,medium brightness green
False,equal/far,English,orange
False,closer/close,English,babyfood
False,further/split,English,blueish
False,equal/far,English,green
True,closer/close,English,not gray not purple. blueish gray?
False,further/split,English,darker blue
False,closer/close,English,light purple
False,closer/close,English,deep dark neon pink
False,equal/far,English,red
False,closer/close,English,purp
False,further/split,English,brighter green
False,further/split,English,purp
False,closer/close,English,subtle purp
False,further/split,English,subtle greenish
False,equal/far,English,green
False,further/split,English,you want the darker color green
False,equal/far,English,you want to click on the orange color
False,closer/close,English,you want to click on the one that's the most vivid blue
True,further/split,English,"you want to click on the dark lavender one, not the blue one"
False,equal/far,English,click on the blue one
False,equal/far,English,click on the pink one
False,further/split,English,click on the grey/blue one
False,further/split,English,"one is more pink than purple, and lighter/brighter, click on that one"
False,closer/close,English,"one is more red than orange, and more vivid, click on that one"
False,further/split,English,click on the darker more purple one
False,equal/far,English,click on the pink one
False,equal/far,English,click on the brighter more vivid blue one
True,equal/far,English,"click on the greenish one, not the teal or blue"
False,further/split,English,"click on the darker, less vivid green one"
False,equal/far,English,click the pink one
False,closer/close,English,click the brighter more vivid pink one
False,equal/far,English,click the yellow one
False,closer/close,English,click the bluest one
False,equal/far,English,click the greyish one
False,closer/close,English,click the dark lavender one
False,closer/close,English,The one that is more gray or more purple
False,closer/close,English,more purple
False,further/split,English,"click the brighter, more vivid green one"
False,closer/close,English,click the one that's the most blue
False,equal/far,English,click the grey one
False,closer/close,English,grey one again :)
False,closer/close,English,"heh, grey one again"
True,closer/close,English,the more dull green one...but not the dull green/brown color
False,equal/far,English,the salmon colored one
True,further/split,English,"not the red, not the yellow, but click the light orange one"
False,further/split,English,the brighter green one...has less yellow in it I think
False,further/split,English,click the one with the most blue
False,further/split,English,click the orange/grey combo
False,closer/close,English,click the darker more grey one
False,further/split,English,click the teal one...the brightest one
False,further/split,English,"ignore the green one, click the brighter blue of the two remaining ones"
False,further/split,English,click the brightest green one
True,closer/close,English,click the darker green one; not the vivid light green or the grey/green
False,closer/close,English,It almost looks army green?
False,closer/close,English,yes
False,equal/far,English,click the blue one
True,further/split,English,the most purple one...not the grey/purple
False,equal/far,English,the teal one :)
False,equal/far,English,the grey one
False,equal/far,English,the teal ish one
False,further/split,English,the lighter yellow/green one
True,closer/close,English,"not the grey one, not the grey/blue one, but the grey/army green one"
False,equal/far,English,green :)
True,closer/close,English,"not the purple one, not the super bright pink one.  the darker pink one"
False,closer/close,English,the orangish one
False,further/split,English,the darker (or more grey/blue) one
False,further/split,English,You have done a great job.  Thank you.
False,further/split,English,"you have too, thank you! this was fun!"
False,further/split,English,A light color purple
False,equal/far,English,orange
True,further/split,English,bright but not the brightest
False,further/split,English,red
False,equal/far,English,purple
False,equal/far,English,pink
False,further/split,English,brighter green
False,further/split,English,red
False,equal/far,English,red
False,further/split,English,bright green
False,equal/far,English,yellow
False,closer/close,English,brighter purple
True,closer/close,English,bright green and not yellow green
False,equal/far,English,blue
False,closer/close,English,brown
False,equal/far,English,green gray
False,closer/close,English,pink
False,closer/close,English,the more dull of the colors
False,closer/close,English,the second darkest color
False,further/split,English,pinkish purple
True,closer/close,English,bright but not the brightest green
False,closer/close,English,gray blue
False,closer/close,English,green tan
False,closer/close,English,more of an earth color
True,closer/close,English,not bright at all
False,further/split,English,bright green
False,closer/close,English,orange
False,closer/close,English,brownish
False,equal/far,English,green
False,further/split,English,grayish
False,equal/far,English,grey
False,further/split,English,brighter purple blue
False,further/split,English,purple
False,equal/far,English,bright green
False,further/split,English,gray
False,further/split,English,brighter green
False,further/split,English,yellow green
False,closer/close,English,red
False,equal/far,English,bright green
False,equal/far,English,green
False,equal/far,English,green
False,further/split,English,bright purpole
False,further/split,English,yellow
False,equal/far,English,orange
False,closer/close,English,light purple
False,closer/close,English,yellow
False,closer/close,English,green yellow
False,closer/close,English,green in the middle range of green
False,equal/far,English,blue
False,closer/close,English,gray
False,further/split,English,green
False,closer/close,English,purple
False,equal/far,English,green
False,closer/close,English,purple
False,closer/close,English,light
False,equal/far,English,blue
False,closer/close,English,grey with a purple tint
False,closer/close,English,Hello by the way :)
False,closer/close,English,Hello! Okay easy enough
False,equal/far,English,blue
False,equal/far,English,light blue
False,equal/far,English,like a green
False,equal/far,English,like a greenish/aqua blue?
False,equal/far,English,brown
False,closer/close,English,purple
False,closer/close,English,"I see a light purple, purple, and blue"
False,closer/close,English,light
False,closer/close,English,like a greenish brownish
False,closer/close,English,with a hint of yellow
False,closer/close,English,got it
False,further/split,English,blue
True,further/split,English,blue and not purple/blue?
False,further/split,English,yep
False,closer/close,English,purple purple
False,closer/close,English,grey blue
False,closer/close,English,the darker blue?
False,closer/close,English,yes
False,closer/close,English,redish tint
False,equal/far,English,pink
True,further/split,English,not bright green and not orange
False,closer/close,English,grey with a white tint
False,equal/far,English,pink
False,further/split,English,blue
False,further/split,English,lighter?
False,further/split,English,"I see a grey, a purple and like blue"
False,further/split,English,okay
False,closer/close,English,oops
False,closer/close,English,yellow
False,closer/close,English,haha whoops
False,equal/far,English,LOL!
False,equal/far,English,Pink
False,further/split,English,grey
False,equal/far,English,blue
False,equal/far,English,grey
False,equal/far,English,like brownish?
False,equal/far,English,yep
False,further/split,English,blueish grey
False,further/split,English,has some orange? in it
False,further/split,English,so like gold?
False,further/split,English,yep
False,further/split,English,blue
False,further/split,English,blue
False,closer/close,English,medium blue
True,closer/close,English,not sky and not dark
False,closer/close,English,"I see greenishblue, light blue and grey/purple blue"
False,closer/close,English,ah okay so the greenish one
False,closer/close,English,I think. LOL!
True,closer/close,English,guess not!
False,closer/close,English,ahahha
False,closer/close,English,grey with a white tint
False,further/split,English,pink
False,further/split,English,grey
False,further/split,English,yellow
False,further/split,English,grey
False,closer/close,English,grey with a redish tint
False,closer/close,English,light purple
False,closer/close,English,bright green
False,closer/close,English,"my fault, that was just a bad click"
False,closer/close,English,no worries :)
False,further/split,English,blue
False,equal/far,English,purple
False,closer/close,English,grey with a white tint
False,equal/far,English,brownish
True,further/split,English,not bright pink and not yellow
False,further/split,English,so the duller faded pink?
False,further/split,English,yep
False,equal/far,English,orange'
False,equal/far,English,orange'
False,equal/far,English,purple
True,further/split,English,not grey and not blue'
False,further/split,English,so the aqua color?
False,further/split,English,"no, the other blue"
True,further/split,English,not pink and not grey
False,equal/far,English,yellow
False,equal/far,English,grey
False,equal/far,English,blue
False,closer/close,English,redish
False,closer/close,English,closer to orange or brown/purple?
False,closer/close,English,orange
True,further/split,English,not purple and not green
False,equal/far,English,bright pink
False,equal/far,English,"Good work mate, have a good rest of the turking evening :)"
False,equal/far,English,you too!!
False,equal/far,English,Thank-you
False,closer/close,English,purple
False,further/split,English,ugly green
False,further/split,English,bright or dull
False,further/split,English,dull
False,closer/close,English,medium blue
False,equal/far,English,green
False,equal/far,English,grey
False,further/split,English,purp
False,further/split,English,turquoise
False,further/split,English,brown
False,further/split,English,greenish
False,further/split,English,light or dark
False,further/split,English,light
False,closer/close,English,dark blue
False,further/split,English,grey
False,further/split,English,grey
False,further/split,English,blue
False,equal/far,English,green
False,equal/far,English,pinkish
False,further/split,English,pinkish red
False,equal/far,English,pink
False,closer/close,English,blue
False,further/split,English,green
False,further/split,English,pinkish
False,equal/far,English,pink
False,closer/close,English,purp
False,further/split,English,turquoise
False,further/split,English,purp
False,further/split,English,light or dark
False,further/split,English,light
False,closer/close,English,meant dark my bad
False,closer/close,English,turquoise
False,equal/far,English,green
True,closer/close,English,not neon pink
False,equal/far,English,blue
False,further/split,English,green
False,equal/far,English,pink
False,equal/far,English,green
False,further/split,English,caca
False,further/split,English,light or dark
False,further/split,English,dark
False,equal/far,English,green
False,closer/close,English,grey
False,closer/close,English,dull
False,equal/far,English,purp
False,closer/close,English,normal green
False,further/split,English,blue
False,further/split,English,light or dark
False,further/split,English,dark
False,closer/close,English,purp
False,closer/close,English,purp
False,equal/far,English,orange
False,closer/close,English,brightest
False,closer/close,English,aqua or puke green
False,closer/close,English,puke
False,closer/close,English,lol
False,closer/close,English,caca lol
False,equal/far,English,light blue
False,closer/close,English,gray
False,closer/close,English,neon green
False,equal/far,English,brown
False,equal/far,English,tan
False,closer/close,English,dull blue
False,closer/close,English,dull blue
False,further/split,English,neon green
False,further/split,English,Hello
False,further/split,English,heyya
False,further/split,English,darker green
False,further/split,English,darker blue
False,closer/close,English,greyish one
False,further/split,English,brightest gren
False,closer/close,English,darker purple
False,equal/far,English,blue
False,equal/far,English,red
False,equal/far,English,green
False,equal/far,English,purplish
False,closer/close,English,darker green
False,equal/far,English,orangish
False,further/split,English,bluish
False,closer/close,English,purple
False,closer/close,English,brownish tint
False,equal/far,English,redish
False,further/split,English,greenish brown
False,equal/far,English,green
False,closer/close,English,brightest color
False,closer/close,English,grey
False,further/split,English,mauve
False,further/split,English,red
False,further/split,English,greenish
False,equal/far,English,greenish
False,further/split,English,darker red
False,further/split,English,dull blue
False,closer/close,English,blueish grey
False,closer/close,English,natural green
False,equal/far,English,blue
False,equal/far,English,green
False,further/split,English,blue
False,equal/far,English,grey
False,closer/close,English,duller blue
False,equal/far,English,green
False,equal/far,English,orange
False,closer/close,English,"grey, no bluish tint"
False,equal/far,English,greenish tint
False,further/split,English,darker purple
False,closer/close,English,warm tan
False,closer/close,English,dull green
False,further/split,English,brown
False,closer/close,English,blue
False,closer/close,English,darkest blue
False,equal/far,English,brightest blue
False,equal/far,English,blue
False,equal/far,English,aqua
False,closer/close,English,bright grey
False,further/split,English,green with hint of yellow
False,closer/close,English,brightest blue
False,further/split,English,dull green
False,further/split,English,lime green
False,closer/close,English,Hi Partner!
False,closer/close,English,Are you ready?
False,closer/close,English,hello!
False,closer/close,English,and yes :)
False,closer/close,English,awesome
False,closer/close,English,grey teal
False,further/split,English,sorry :(
False,further/split,English,oops
