,Usage,Condition,Language
18632,0,equal/far,English
18633,0,equal/far,English
18634,0,equal/far,English
18635,0,equal/far,English
18636,0,further/split,English
18637,1,closer/close,English
18638,0,closer/close,English
18639,0,closer/close,English
18640,0,closer/close,English
18641,1,further/split,English
18642,0,further/split,English
18643,0,further/split,English
18644,0,further/split,English
18645,0,equal/far,English
18646,0,closer/close,English
18647,0,further/split,English
18648,1,further/split,English
18649,0,equal/far,English
18650,0,equal/far,English
18651,1,closer/close,English
18652,0,closer/close,English
18653,0,closer/close,English
18654,0,closer/close,English
18655,1,closer/close,English
18656,0,equal/far,English
18657,0,closer/close,English
18658,1,closer/close,English
18659,0,closer/close,English
18660,0,further/split,English
18661,1,closer/close,English
18662,0,closer/close,English
18663,0,further/split,English
18664,0,further/split,English
18665,0,further/split,English
18666,0,further/split,English
18667,0,further/split,English
18668,1,further/split,English
18669,0,further/split,English
18670,0,further/split,English
18671,0,equal/far,English
18672,0,equal/far,English
18673,0,equal/far,English
18674,0,equal/far,English
18675,0,equal/far,English
18676,0,further/split,English
18677,0,further/split,English
18678,0,equal/far,English
18679,0,further/split,English
18680,0,closer/close,English
18681,0,closer/close,English
18682,0,further/split,English
18683,0,further/split,English
18684,0,further/split,English
18685,0,equal/far,English
18686,0,equal/far,English
18687,0,equal/far,English
18688,0,further/split,English
18689,0,further/split,English
18690,0,further/split,English
18691,0,further/split,English
18692,0,closer/close,English
18693,1,closer/close,English
18694,0,further/split,English
18695,0,closer/close,English
18696,0,closer/close,English
18697,1,closer/close,English
18698,0,further/split,English
18699,0,further/split,English
18700,1,equal/far,English
18701,0,equal/far,English
18702,0,equal/far,English
18703,0,equal/far,English
18704,0,equal/far,English
18705,0,closer/close,English
18706,1,closer/close,English
18707,1,equal/far,English
18708,0,equal/far,English
18709,0,equal/far,English
18710,1,equal/far,English
18711,1,closer/close,English
18712,0,closer/close,English
18713,1,closer/close,English
18714,0,equal/far,English
18715,0,closer/close,English
18716,0,closer/close,English
18717,0,equal/far,English
18718,1,equal/far,English
18719,0,further/split,English
18720,0,equal/far,English
18721,0,closer/close,English
18722,0,equal/far,English
18723,0,closer/close,English
18724,0,further/split,English
18725,0,closer/close,English
18726,0,closer/close,English
18727,0,closer/close,English
18728,0,equal/far,English
18729,1,closer/close,English
18730,0,further/split,English
18731,0,further/split,English
18732,0,equal/far,English
18733,0,further/split,English
18734,1,equal/far,English
18735,0,further/split,English
18736,0,further/split,English
18737,0,further/split,English
18738,0,equal/far,English
18739,0,closer/close,English
18740,0,closer/close,English
18741,0,further/split,English
18742,0,further/split,English
18743,0,further/split,English
18744,0,equal/far,English
18745,0,equal/far,English
18746,0,closer/close,English
18747,1,closer/close,English
18748,0,further/split,English
18749,1,closer/close,English
18750,1,closer/close,English
18751,0,closer/close,English
18752,0,equal/far,English
18753,1,closer/close,English
18754,0,further/split,English
18755,1,equal/far,English
18756,0,further/split,English
18757,1,closer/close,English
18758,0,further/split,English
18759,1,equal/far,English
18760,0,further/split,English
18761,1,closer/close,English
18762,0,closer/close,English
18763,0,further/split,English
18764,1,equal/far,English
18765,1,equal/far,English
18766,1,equal/far,English
18767,0,equal/far,English
18768,0,closer/close,English
18769,0,equal/far,English
18770,0,closer/close,English
18771,0,closer/close,English
18772,0,equal/far,English
18773,0,further/split,English
18774,0,equal/far,English
18775,0,equal/far,English
18776,0,equal/far,English
18777,0,equal/far,English
18778,0,further/split,English
18779,0,equal/far,English
18780,0,equal/far,English
18781,1,closer/close,English
18782,0,further/split,English
18783,0,further/split,English
18784,0,further/split,English
18785,0,further/split,English
18786,0,closer/close,English
18787,0,equal/far,English
18788,0,equal/far,English
18789,0,further/split,English
18790,0,closer/close,English
18791,0,further/split,English
18792,0,further/split,English
18793,0,further/split,English
18794,0,further/split,English
18795,0,equal/far,English
18796,1,closer/close,English
18797,1,closer/close,English
18798,0,equal/far,English
18799,0,closer/close,English
18800,0,closer/close,English
18801,0,closer/close,English
18802,0,closer/close,English
18803,0,closer/close,English
18804,0,closer/close,English
18805,0,equal/far,English
18806,0,further/split,English
18807,0,closer/close,English
18808,0,equal/far,English
18809,1,closer/close,English
18810,0,further/split,English
18811,0,further/split,English
18812,0,further/split,English
18813,0,equal/far,English
18814,0,closer/close,English
18815,0,equal/far,English
18816,0,equal/far,English
18817,0,closer/close,English
18818,0,further/split,English
18819,0,further/split,English
18820,0,closer/close,English
18821,0,closer/close,English
18822,0,further/split,English
18823,0,further/split,English
18824,0,further/split,English
18825,0,equal/far,English
18826,0,equal/far,English
18827,0,closer/close,English
18828,0,further/split,English
18829,0,further/split,English
18830,0,closer/close,English
18831,0,further/split,English
18832,0,further/split,English
18833,0,equal/far,English
18834,0,closer/close,English
18835,0,closer/close,English
18836,0,closer/close,English
18837,0,further/split,English
18838,0,equal/far,English
18839,0,closer/close,English
18840,1,closer/close,English
18841,0,further/split,English
18842,0,equal/far,English
18843,0,closer/close,English
18844,0,closer/close,English
18845,0,closer/close,English
18846,1,further/split,English
18847,0,equal/far,English
18848,0,further/split,English
18849,0,closer/close,English
18850,0,closer/close,English
18851,0,closer/close,English
18852,0,closer/close,English
18853,0,closer/close,English
18854,1,closer/close,English
18855,0,closer/close,English
18856,0,equal/far,English
18857,0,further/split,English
18858,0,closer/close,English
18859,0,equal/far,English
18860,0,further/split,English
18861,0,closer/close,English
18862,0,closer/close,English
18863,1,closer/close,English
18864,0,closer/close,English
18865,0,closer/close,English
18866,0,further/split,English
18867,0,further/split,English
18868,0,equal/far,English
18869,0,equal/far,English
18870,0,equal/far,English
18871,0,closer/close,English
18872,0,further/split,English
18873,0,closer/close,English
18874,0,further/split,English
18875,0,further/split,English
18876,0,further/split,English
18877,0,further/split,English
18878,0,further/split,English
18879,0,further/split,English
18880,0,further/split,English
18881,0,further/split,English
18882,0,further/split,English
18883,0,further/split,English
18884,0,further/split,English
18885,0,further/split,English
18886,0,equal/far,English
18887,0,further/split,English
18888,0,closer/close,English
18889,0,closer/close,English
18890,0,further/split,English
18891,0,closer/close,English
18892,0,further/split,English
18893,0,further/split,English
18894,0,further/split,English
18895,0,equal/far,English
18896,0,equal/far,English
18897,0,equal/far,English
18898,0,equal/far,English
18899,0,equal/far,English
18900,0,equal/far,English
18901,0,equal/far,English
18902,0,equal/far,English
18903,0,equal/far,English
18904,0,further/split,English
18905,0,further/split,English
18906,0,further/split,English
18907,1,closer/close,English
18908,0,equal/far,English
18909,1,closer/close,English
18910,0,further/split,English
18911,0,further/split,English
18912,0,equal/far,English
18913,0,further/split,English
18914,0,further/split,English
18915,0,closer/close,English
18916,0,further/split,English
18917,0,further/split,English
18918,0,further/split,English
18919,0,closer/close,English
18920,0,equal/far,English
18921,0,equal/far,English
18922,0,equal/far,English
18923,0,closer/close,English
18924,0,further/split,English
18925,0,equal/far,English
18926,0,further/split,English
18927,0,closer/close,English
18928,0,closer/close,English
18929,0,further/split,English
18930,1,closer/close,English
18931,0,further/split,English
18932,0,equal/far,English
18933,0,equal/far,English
18934,0,equal/far,English
18935,0,further/split,English
18936,0,equal/far,English
18937,0,equal/far,English
18938,0,equal/far,English
18939,0,equal/far,English
18940,0,closer/close,English
18941,0,closer/close,English
18942,0,closer/close,English
18943,0,equal/far,English
18944,0,equal/far,English
18945,0,further/split,English
18946,0,further/split,English
18947,0,equal/far,English
18948,0,closer/close,English
18949,0,closer/close,English
18950,0,closer/close,English
18951,0,equal/far,English
18952,0,equal/far,English
18953,1,closer/close,English
18954,0,closer/close,English
18955,0,closer/close,English
18956,0,closer/close,English
18957,0,closer/close,English
18958,0,equal/far,English
18959,0,equal/far,English
18960,0,further/split,English
18961,0,closer/close,English
18962,0,further/split,English
18963,0,further/split,English
18964,0,closer/close,English
18965,0,closer/close,English
18966,0,closer/close,English
18967,0,further/split,English
18968,0,further/split,English
18969,0,further/split,English
18970,0,equal/far,English
18971,0,equal/far,English
18972,0,closer/close,English
18973,0,closer/close,English
18974,0,further/split,English
18975,0,closer/close,English
18976,0,closer/close,English
18977,1,closer/close,English
18978,0,equal/far,English
18979,0,equal/far,English
18980,0,equal/far,English
18981,0,further/split,English
18982,0,further/split,English
18983,0,closer/close,English
18984,0,equal/far,English
18985,0,equal/far,English
18986,0,closer/close,English
18987,1,closer/close,English
18988,0,closer/close,English
18989,0,equal/far,English
18990,0,closer/close,English
18991,0,further/split,English
18992,0,equal/far,English
18993,0,equal/far,English
18994,0,further/split,English
18995,0,further/split,English
18996,0,closer/close,English
18997,0,equal/far,English
18998,0,further/split,English
18999,0,further/split,English
19000,0,further/split,English
19001,1,closer/close,English
19002,0,closer/close,English
19003,1,closer/close,English
19004,1,further/split,English
19005,1,further/split,English
19006,0,equal/far,English
19007,0,equal/far,English
19008,1,closer/close,English
19009,0,further/split,English
19010,0,equal/far,English
19011,1,further/split,English
19012,0,closer/close,English
19013,0,equal/far,English
19014,0,equal/far,English
19015,0,closer/close,English
19016,0,equal/far,English
19017,0,closer/close,English
19018,0,equal/far,English
19019,0,equal/far,English
19020,0,further/split,English
19021,0,closer/close,English
19022,0,closer/close,English
19023,0,closer/close,English
19024,0,closer/close,English
19025,0,closer/close,English
19026,0,further/split,English
19027,0,further/split,English
19028,0,further/split,English
19029,0,equal/far,English
19030,0,further/split,English
19031,0,further/split,English
19032,0,further/split,English
19033,0,further/split,English
19034,0,closer/close,English
19035,0,closer/close,English
19036,0,closer/close,English
19037,0,closer/close,English
19038,1,equal/far,English
19039,0,further/split,English
19040,1,equal/far,English
19041,0,further/split,English
19042,0,further/split,English
19043,0,further/split,English
19044,0,closer/close,English
19045,0,closer/close,English
19046,0,closer/close,English
19047,0,closer/close,English
19048,0,closer/close,English
19049,0,closer/close,English
19050,0,closer/close,English
19051,1,closer/close,English
19052,0,closer/close,English
19053,0,equal/far,English
19054,0,closer/close,English
19055,0,further/split,English
19056,0,further/split,English
19057,0,further/split,English
19058,0,equal/far,English
19059,0,further/split,English
19060,0,further/split,English
19061,0,closer/close,English
19062,0,closer/close,English
19063,0,closer/close,English
19064,0,further/split,English
19065,0,closer/close,English
19066,0,closer/close,English
19067,0,further/split,English
19068,0,equal/far,English
19069,0,further/split,English
19070,0,further/split,English
19071,0,equal/far,English
19072,0,equal/far,English
19073,0,equal/far,English
19074,0,closer/close,English
19075,0,closer/close,English
19076,0,closer/close,English
19077,0,closer/close,English
19078,0,equal/far,English
19079,0,closer/close,English
19080,0,closer/close,English
19081,0,closer/close,English
19082,0,closer/close,English
19083,0,closer/close,English
19084,0,closer/close,English
19085,0,closer/close,English
19086,0,further/split,English
19087,0,further/split,English
19088,0,closer/close,English
19089,1,closer/close,English
19090,0,further/split,English
19091,0,further/split,English
19092,1,further/split,English
19093,0,equal/far,English
19094,0,equal/far,English
19095,0,equal/far,English
19096,0,closer/close,English
19097,0,closer/close,English
19098,0,equal/far,English
19099,1,further/split,English
19100,0,equal/far,English
19101,0,further/split,English
19102,0,equal/far,English
19103,0,equal/far,English
19104,0,closer/close,English
19105,1,closer/close,English
19106,0,closer/close,English
19107,0,closer/close,English
19108,0,closer/close,English
19109,0,closer/close,English
19110,0,further/split,English
19111,0,closer/close,English
19112,0,closer/close,English
19113,0,equal/far,English
19114,0,equal/far,English
19115,0,further/split,English
19116,0,closer/close,English
19117,0,closer/close,English
19118,0,closer/close,English
19119,0,further/split,English
19120,0,closer/close,English
19121,0,equal/far,English
19122,0,equal/far,English
19123,0,equal/far,English
19124,0,closer/close,English
19125,0,closer/close,English
19126,0,closer/close,English
19127,0,further/split,English
19128,0,further/split,English
19129,0,further/split,English
19130,0,further/split,English
19131,0,further/split,English
19132,0,further/split,English
19133,0,equal/far,English
19134,0,equal/far,English
19135,0,equal/far,English
19136,0,equal/far,English
19137,0,closer/close,English
19138,0,closer/close,English
19139,0,equal/far,English
19140,0,equal/far,English
19141,0,closer/close,English
19142,0,equal/far,English
19143,0,closer/close,English
19144,0,further/split,English
19145,0,closer/close,English
19146,0,closer/close,English
19147,0,closer/close,English
19148,0,closer/close,English
19149,0,equal/far,English
19150,0,closer/close,English
19151,0,further/split,English
19152,0,equal/far,English
19153,0,equal/far,English
19154,0,equal/far,English
19155,0,further/split,English
19156,0,further/split,English
19157,0,further/split,English
19158,0,further/split,English
19159,0,further/split,English
19160,0,further/split,English
19161,0,further/split,English
19162,0,further/split,English
19163,0,further/split,English
19164,0,further/split,English
19165,0,closer/close,English
19166,0,further/split,English
19167,0,further/split,English
19168,0,closer/close,English
19169,0,further/split,English
19170,0,further/split,English
19171,0,equal/far,English
19172,0,equal/far,English
19173,0,further/split,English
19174,0,further/split,English
19175,0,equal/far,English
19176,0,equal/far,English
19177,0,further/split,English
19178,0,further/split,English
19179,0,further/split,English
19180,0,further/split,English
19181,0,further/split,English
19182,0,further/split,English
19183,0,equal/far,English
19184,0,equal/far,English
19185,0,equal/far,English
19186,0,closer/close,English
19187,0,closer/close,English
19188,0,closer/close,English
19189,0,closer/close,English
19190,0,closer/close,English
19191,0,equal/far,English
19192,0,closer/close,English
19193,0,closer/close,English
19194,0,closer/close,English
19195,0,closer/close,English
19196,0,further/split,English
19197,0,equal/far,English
19198,0,equal/far,English
19199,0,equal/far,English
19200,0,further/split,English
19201,0,closer/close,English
19202,0,closer/close,English
19203,0,equal/far,English
19204,0,equal/far,English
19205,0,equal/far,English
19206,0,equal/far,English
19207,0,closer/close,English
19208,0,closer/close,English
19209,0,further/split,English
19210,0,further/split,English
19211,0,further/split,English
19212,1,closer/close,English
19213,0,further/split,English
19214,1,further/split,English
19215,0,further/split,English
19216,0,equal/far,English
19217,0,closer/close,English
19218,0,further/split,English
19219,0,equal/far,English
19220,0,equal/far,English
19221,0,further/split,English
19222,0,closer/close,English
19223,0,closer/close,English
19224,1,closer/close,English
19225,0,further/split,English
19226,0,closer/close,English
19227,0,equal/far,English
19228,0,equal/far,English
19229,0,further/split,English
19230,0,closer/close,English
19231,0,equal/far,English
19232,0,equal/far,English
19233,1,closer/close,English
19234,1,closer/close,English
19235,0,closer/close,English
19236,1,closer/close,English
19237,0,closer/close,English
19238,0,closer/close,English
19239,0,equal/far,English
19240,0,equal/far,English
19241,0,equal/far,English
19242,0,further/split,English
19243,0,further/split,English
19244,0,further/split,English
19245,0,further/split,English
19246,0,further/split,English
19247,0,equal/far,English
19248,0,equal/far,English
19249,0,further/split,English
19250,0,closer/close,English
19251,0,equal/far,English
19252,0,further/split,English
19253,0,closer/close,English
19254,0,closer/close,English
19255,0,further/split,English
19256,0,closer/close,English
19257,0,further/split,English
19258,0,further/split,English
19259,0,equal/far,English
19260,0,further/split,English
19261,0,closer/close,English
19262,0,further/split,English
19263,0,closer/close,English
19264,0,closer/close,English
19265,0,closer/close,English
19266,0,equal/far,English
19267,0,closer/close,English
19268,0,equal/far,English
19269,0,equal/far,English
19270,0,closer/close,English
19271,0,closer/close,English
19272,0,closer/close,English
19273,0,equal/far,English
19274,0,equal/far,English
19275,0,further/split,English
19276,0,closer/close,English
19277,0,further/split,English
19278,0,closer/close,English
19279,0,further/split,English
19280,0,closer/close,English
19281,0,further/split,English
19282,1,closer/close,English
19283,0,equal/far,English
19284,0,further/split,English
19285,0,further/split,English
19286,0,closer/close,English
19287,0,equal/far,English
19288,0,further/split,English
19289,0,further/split,English
19290,0,closer/close,English
19291,0,further/split,English
19292,1,closer/close,English
19293,0,equal/far,English
19294,0,equal/far,English
19295,0,further/split,English
19296,0,equal/far,English
19297,0,equal/far,English
19298,0,further/split,English
19299,0,closer/close,English
19300,0,closer/close,English
19301,0,further/split,English
19302,0,equal/far,English
19303,0,equal/far,English
19304,0,further/split,English
19305,0,closer/close,English
19306,0,closer/close,English
19307,0,equal/far,English
19308,0,further/split,English
19309,0,equal/far,English
19310,0,further/split,English
19311,0,closer/close,English
19312,0,further/split,English
19313,0,equal/far,English
19314,0,further/split,English
19315,0,closer/close,English
19316,0,closer/close,English
19317,0,equal/far,English
19318,0,further/split,English
19319,0,equal/far,English
19320,0,equal/far,English
19321,0,equal/far,English
19322,0,closer/close,English
19323,0,equal/far,English
19324,0,further/split,English
19325,0,further/split,English
19326,0,equal/far,English
19327,0,closer/close,English
19328,0,further/split,English
19329,0,equal/far,English
19330,0,further/split,English
19331,0,equal/far,English
19332,0,closer/close,English
19333,0,equal/far,English
19334,0,further/split,English
19335,0,closer/close,English
19336,0,further/split,English
19337,0,equal/far,English
19338,0,further/split,English
19339,0,equal/far,English
19340,0,closer/close,English
19341,0,further/split,English
19342,0,closer/close,English
19343,0,further/split,English
19344,0,closer/close,English
19345,0,closer/close,English
19346,1,closer/close,English
19347,0,further/split,English
19348,0,further/split,English
19349,0,equal/far,English
19350,0,equal/far,English
19351,0,closer/close,English
19352,0,closer/close,English
19353,0,equal/far,English
19354,0,closer/close,English
19355,0,equal/far,English
19356,0,closer/close,English
19357,0,further/split,English
19358,0,further/split,English
19359,0,equal/far,English
19360,0,further/split,English
19361,0,equal/far,English
19362,0,equal/far,English
19363,0,closer/close,English
19364,0,further/split,English
19365,0,equal/far,English
19366,0,further/split,English
19367,0,equal/far,English
19368,0,equal/far,English
19369,0,closer/close,English
19370,0,closer/close,English
19371,0,closer/close,English
19372,0,closer/close,English
19373,0,closer/close,English
19374,0,closer/close,English
19375,0,further/split,English
19376,0,further/split,English
19377,0,closer/close,English
19378,0,closer/close,English
19379,0,closer/close,English
19380,0,closer/close,English
19381,1,closer/close,English
19382,1,closer/close,English
19383,0,closer/close,English
19384,0,equal/far,English
19385,0,further/split,English
19386,0,closer/close,English
19387,0,closer/close,English
19388,0,closer/close,English
19389,0,closer/close,English
19390,0,closer/close,English
19391,0,equal/far,English
19392,0,closer/close,English
19393,0,further/split,English
19394,0,equal/far,English
19395,0,further/split,English
19396,0,further/split,English
19397,0,further/split,English
19398,0,further/split,English
19399,0,equal/far,English
19400,0,equal/far,English
19401,0,equal/far,English
19402,0,equal/far,English
19403,1,closer/close,English
19404,1,closer/close,English
19405,1,closer/close,English
19406,0,closer/close,English
19407,0,closer/close,English
19408,0,closer/close,English
19409,0,closer/close,English
19410,0,further/split,English
19411,0,equal/far,English
19412,0,further/split,English
19413,0,closer/close,English
19414,0,further/split,English
19415,0,further/split,English
19416,0,further/split,English
19417,0,closer/close,English
19418,0,equal/far,English
19419,0,equal/far,English
19420,0,equal/far,English
19421,0,closer/close,English
19422,1,closer/close,English
19423,0,closer/close,English
19424,0,closer/close,English
19425,0,further/split,English
19426,0,further/split,English
19427,0,further/split,English
19428,0,further/split,English
19429,0,further/split,English
19430,1,further/split,English
19431,0,further/split,English
19432,1,equal/far,English
19433,1,further/split,English
19434,0,further/split,English
19435,0,further/split,English
19436,0,closer/close,English
19437,0,closer/close,English
19438,0,closer/close,English
19439,0,equal/far,English
19440,0,closer/close,English
19441,0,closer/close,English
19442,0,closer/close,English
19443,0,closer/close,English
19444,0,closer/close,English
19445,0,closer/close,English
19446,0,closer/close,English
19447,0,closer/close,English
19448,0,equal/far,English
19449,0,equal/far,English
19450,0,further/split,English
19451,0,equal/far,English
19452,0,equal/far,English
19453,0,equal/far,English
19454,0,equal/far,English
19455,1,further/split,English
19456,0,further/split,English
19457,0,further/split,English
19458,0,further/split,English
19459,0,further/split,English
19460,1,closer/close,English
19461,0,further/split,English
19462,0,closer/close,English
19463,0,further/split,English
19464,0,equal/far,English
19465,1,further/split,English
19466,0,further/split,English
19467,0,further/split,English
19468,0,equal/far,English
19469,0,further/split,English
19470,0,equal/far,English
19471,0,equal/far,English
19472,0,equal/far,English
19473,0,closer/close,English
19474,0,closer/close,English
19475,0,closer/close,English
19476,0,equal/far,English
19477,1,closer/close,English
19478,0,closer/close,English
19479,0,closer/close,English
19480,0,equal/far,English
19481,0,equal/far,English
19482,0,further/split,English
19483,1,closer/close,English
19484,1,closer/close,English
19485,0,equal/far,English
19486,0,closer/close,English
19487,0,closer/close,English
19488,0,closer/close,English
19489,0,closer/close,English
19490,0,closer/close,English
19491,0,further/split,English
19492,0,further/split,English
19493,0,further/split,English
19494,0,equal/far,English
19495,0,closer/close,English
19496,0,further/split,English
19497,0,closer/close,English
19498,0,closer/close,English
19499,0,closer/close,English
19500,0,further/split,English
19501,0,further/split,English
19502,0,further/split,English
19503,0,further/split,English
19504,0,equal/far,English
19505,0,equal/far,English
19506,0,equal/far,English
19507,0,equal/far,English
19508,0,closer/close,English
19509,0,closer/close,English
19510,0,equal/far,English
19511,0,equal/far,English
19512,0,closer/close,English
19513,0,further/split,English
19514,0,further/split,English
19515,0,further/split,English
19516,0,further/split,English
19517,0,further/split,English
19518,0,further/split,English
19519,0,further/split,English
19520,0,further/split,English
19521,0,equal/far,English
19522,0,further/split,English
19523,0,closer/close,English
19524,0,closer/close,English
19525,0,equal/far,English
19526,0,closer/close,English
19527,0,equal/far,English
19528,0,further/split,English
19529,0,closer/close,English
19530,0,further/split,English
19531,0,equal/far,English
19532,0,closer/close,English
19533,0,closer/close,English
19534,0,further/split,English
19535,0,further/split,English
19536,0,closer/close,English
19537,0,equal/far,English
19538,0,equal/far,English
19539,0,further/split,English
19540,0,closer/close,English
19541,0,closer/close,English
19542,0,closer/close,English
19543,0,closer/close,English
19544,0,closer/close,English
19545,0,further/split,English
19546,0,equal/far,English
19547,0,further/split,English
19548,0,closer/close,English
19549,0,further/split,English
19550,0,closer/close,English
19551,0,closer/close,English
19552,0,closer/close,English
19553,0,closer/close,English
19554,0,closer/close,English
19555,0,closer/close,English
19556,0,closer/close,English
19557,0,closer/close,English
19558,0,equal/far,English
19559,0,equal/far,English
19560,0,equal/far,English
19561,0,equal/far,English
19562,0,closer/close,English
19563,0,equal/far,English
19564,0,equal/far,English
19565,0,further/split,English
19566,0,further/split,English
19567,0,equal/far,English
19568,0,equal/far,English
19569,0,further/split,English
19570,0,further/split,English
19571,0,equal/far,English
19572,0,equal/far,English
19573,0,closer/close,English
19574,0,further/split,English
19575,0,further/split,English
19576,0,closer/close,English
19577,0,further/split,English
19578,0,equal/far,English
19579,0,equal/far,English
19580,0,further/split,English
19581,0,closer/close,English
19582,0,closer/close,English
19583,0,further/split,English
19584,0,further/split,English
19585,0,further/split,English
19586,0,closer/close,English
19587,0,closer/close,English
19588,0,equal/far,English
19589,0,equal/far,English
19590,0,equal/far,English
19591,0,equal/far,English
19592,0,further/split,English
19593,0,further/split,English
19594,0,closer/close,English
19595,0,equal/far,English
19596,0,equal/far,English
19597,0,closer/close,English
19598,0,closer/close,English
19599,0,further/split,English
19600,0,further/split,English
19601,0,equal/far,English
19602,0,closer/close,English
19603,0,equal/far,English
19604,0,closer/close,English
19605,0,closer/close,English
19606,0,closer/close,English
19607,0,equal/far,English
19608,0,further/split,English
19609,0,further/split,English
19610,0,further/split,English
19611,0,further/split,English
19612,0,further/split,English
19613,0,equal/far,English
19614,0,equal/far,English
19615,0,equal/far,English
19616,0,equal/far,English
19617,0,equal/far,English
19618,0,equal/far,English
19619,0,equal/far,English
19620,0,equal/far,English
19621,0,closer/close,English
19622,0,closer/close,English
19623,0,closer/close,English
19624,0,equal/far,English
19625,0,equal/far,English
19626,0,equal/far,English
19627,0,closer/close,English
19628,0,closer/close,English
19629,0,closer/close,English
19630,0,further/split,English
19631,0,further/split,English
19632,0,equal/far,English
19633,0,further/split,English
19634,1,closer/close,English
19635,0,closer/close,English
19636,0,closer/close,English
19637,0,closer/close,English
19638,0,closer/close,English
19639,0,equal/far,English
19640,0,equal/far,English
19641,0,equal/far,English
19642,1,further/split,English
19643,1,further/split,English
19644,0,equal/far,English
19645,0,equal/far,English
19646,0,equal/far,English
19647,0,equal/far,English
19648,0,further/split,English
19649,1,further/split,English
19650,0,further/split,English
19651,0,further/split,English
19652,1,further/split,English
19653,0,further/split,English
19654,0,equal/far,English
19655,0,equal/far,English
19656,0,equal/far,English
19657,0,equal/far,English
19658,0,equal/far,English
19659,0,equal/far,English
19660,0,equal/far,English
19661,0,equal/far,English
19662,0,closer/close,English
19663,0,closer/close,English
19664,0,equal/far,English
19665,0,equal/far,English
19666,0,closer/close,English
19667,0,closer/close,English
19668,0,further/split,English
19669,0,further/split,English
19670,0,further/split,English
19671,0,further/split,English
19672,0,further/split,English
19673,0,further/split,English
19674,0,further/split,English
19675,0,further/split,English
19676,0,closer/close,English
19677,0,closer/close,English
19678,0,equal/far,English
19679,1,equal/far,English
19680,0,further/split,English
19681,0,closer/close,English
19682,0,closer/close,English
19683,0,further/split,English
19684,0,closer/close,English
19685,0,further/split,English
19686,0,further/split,English
19687,0,closer/close,English
19688,0,closer/close,English
19689,0,closer/close,English
19690,0,closer/close,English
19691,0,closer/close,English
19692,0,further/split,English
19693,0,further/split,English
19694,0,further/split,English
19695,0,closer/close,English
19696,1,closer/close,English
19697,0,closer/close,English
19698,0,closer/close,English
19699,0,closer/close,English
19700,0,closer/close,English
19701,0,equal/far,English
19702,0,equal/far,English
19703,0,equal/far,English
19704,0,closer/close,English
19705,0,closer/close,English
19706,0,further/split,English
19707,0,further/split,English
19708,0,further/split,English
19709,0,further/split,English
19710,0,equal/far,English
19711,0,equal/far,English
19712,0,equal/far,English
19713,0,equal/far,English
19714,0,closer/close,English
19715,0,closer/close,English
19716,0,equal/far,English
19717,0,further/split,English
19718,0,further/split,English
19719,0,equal/far,English
19720,0,further/split,English
19721,0,closer/close,English
19722,0,further/split,English
19723,0,further/split,English
19724,0,further/split,English
19725,0,closer/close,English
19726,0,equal/far,English
19727,0,further/split,English
19728,0,closer/close,English
19729,0,further/split,English
19730,0,equal/far,English
19731,0,closer/close,English
19732,0,equal/far,English
19733,0,closer/close,English
19734,1,closer/close,English
19735,0,closer/close,English
19736,0,equal/far,English
19737,0,closer/close,English
19738,0,closer/close,English
19739,0,closer/close,English
19740,0,further/split,English
19741,0,further/split,English
19742,0,equal/far,English
19743,0,equal/far,English
19744,0,equal/far,English
19745,0,further/split,English
19746,0,further/split,English
19747,0,further/split,English
19748,0,equal/far,English
19749,0,equal/far,English
19750,0,equal/far,English
19751,0,further/split,English
19752,0,equal/far,English
19753,0,equal/far,English
19754,0,closer/close,English
19755,0,further/split,English
19756,0,closer/close,English
19757,0,further/split,English
19758,0,closer/close,English
19759,0,equal/far,English
19760,0,further/split,English
19761,0,closer/close,English
19762,0,equal/far,English
19763,1,closer/close,English
19764,0,closer/close,English
19765,1,further/split,English
19766,0,further/split,English
19767,0,equal/far,English
19768,0,equal/far,English
19769,0,closer/close,English
19770,0,closer/close,English
19771,0,further/split,English
19772,0,further/split,English
19773,0,closer/close,English
19774,0,equal/far,English
19775,0,equal/far,English
19776,0,equal/far,English
19777,0,further/split,English
19778,0,closer/close,English
19779,0,closer/close,English
19780,0,closer/close,English
19781,0,equal/far,English
19782,0,closer/close,English
19783,0,further/split,English
19784,0,equal/far,English
19785,0,equal/far,English
19786,0,further/split,English
19787,0,equal/far,English
19788,0,further/split,English
19789,0,further/split,English
19790,0,closer/close,English
19791,0,equal/far,English
19792,0,closer/close,English
19793,0,equal/far,English
19794,0,equal/far,English
19795,0,equal/far,English
19796,0,further/split,English
19797,0,closer/close,English
19798,0,closer/close,English
19799,0,closer/close,English
19800,0,equal/far,English
19801,0,closer/close,English
19802,0,further/split,English
19803,1,further/split,English
19804,0,closer/close,English
19805,0,equal/far,English
19806,0,further/split,English
19807,0,further/split,English
19808,0,closer/close,English
19809,0,further/split,English
19810,0,further/split,English
19811,0,closer/close,English
19812,0,closer/close,English
19813,0,further/split,English
19814,0,equal/far,English
19815,0,equal/far,English
19816,0,further/split,English
19817,0,further/split,English
19818,0,further/split,English
19819,0,closer/close,English
19820,0,equal/far,English
19821,0,further/split,English
19822,0,closer/close,English
19823,0,closer/close,English
19824,0,further/split,English
19825,0,equal/far,English
19826,1,closer/close,English
19827,0,closer/close,English
19828,0,closer/close,English
19829,0,closer/close,English
19830,0,further/split,English
