,Length,Language,roundid
13965,3,English,2200-3.28
13966,1,English,4475-6.19
13967,1,English,4475-6.18
13968,1,English,9850-2.38
13969,1,English,7226-a.17
13970,5,English,7226-a.16
13971,4,English,7226-a.15
13972,1,English,7226-a.14
13973,1,English,7226-a.13
13974,1,English,7226-a.12
13975,2,English,7226-a.11
13976,1,English,7226-a.10
13977,1,English,7226-a.19
13978,1,English,7226-a.18
13979,1,English,3016-d.4
13980,1,English,3016-d.7
13981,1,English,3016-d.6
13982,1,English,3016-d.1
13983,1,English,3016-d.3
13984,1,English,3016-d.2
13985,1,English,3016-d.9
13986,1,English,3016-d.8
13987,1,English,5903-b.25
13988,1,English,5903-b.24
13989,1,English,5903-b.27
13990,1,English,5903-b.26
13991,1,English,5903-b.21
13992,1,English,5903-b.20
13993,1,English,5903-b.23
13994,1,English,5903-b.22
13995,1,English,5903-b.29
13996,1,English,5903-b.28
13997,1,English,2637-4.50
13998,1,English,3816-5.1
13999,1,English,3816-5.2
14000,1,English,3816-5.3
14001,1,English,3816-5.4
14002,1,English,3816-5.5
14003,1,English,3816-5.6
14004,1,English,3816-5.7
14005,3,English,3816-5.8
14006,1,English,3816-5.9
14007,1,English,8954-7.18
14008,2,English,9149-3.50
14009,1,English,5854-b.40
14010,1,English,5854-b.41
14011,1,English,5854-b.42
14012,1,English,5854-b.43
14013,1,English,5854-b.44
14014,1,English,5854-b.45
14015,1,English,5854-b.46
14016,1,English,5854-b.47
14017,1,English,5854-b.48
14018,1,English,5854-b.49
14019,1,English,6698-2.8
14020,1,English,6698-2.9
14021,1,English,6698-2.1
14022,1,English,6698-2.2
14023,1,English,6698-2.3
14024,1,English,6698-2.5
14025,1,English,6698-2.6
14026,1,English,6698-2.7
14027,1,English,3159-0.50
14028,1,English,9115-f.36
14029,1,English,2178-4.50
14030,1,English,0144-d.41
14031,1,English,0144-d.40
14032,1,English,0144-d.43
14033,1,English,0144-d.42
14034,1,English,0144-d.45
14035,1,English,0144-d.44
14036,1,English,0144-d.47
14037,1,English,0144-d.46
14038,1,English,0144-d.49
14039,1,English,0144-d.48
14040,1,English,4314-7.43
14041,1,English,4314-7.42
14042,1,English,4314-7.41
14043,1,English,4314-7.40
14044,1,English,4314-7.47
14045,1,English,4314-7.46
14046,1,English,4314-7.45
14047,1,English,4314-7.44
14048,1,English,4314-7.49
14049,1,English,4314-7.48
14050,2,English,1526-7.29
14051,1,English,7029-9.38
14052,1,English,7029-9.39
14053,1,English,7029-9.36
14054,1,English,7029-9.37
14055,1,English,7029-9.34
14056,1,English,7029-9.35
14057,1,English,7029-9.32
14058,1,English,7029-9.33
14059,1,English,7029-9.30
14060,1,English,7029-9.31
14061,3,English,1526-7.27
14062,1,English,2344-0.38
14063,1,English,0897-4.31
14064,1,English,1526-7.26
14065,1,English,2344-0.34
14066,1,English,2344-0.35
14067,1,English,2344-0.36
14068,1,English,2344-0.37
14069,1,English,2344-0.30
14070,2,English,7277-5.50
14071,1,English,2344-0.32
14072,1,English,2344-0.33
14073,1,English,1293-8.16
14074,1,English,1293-8.17
14075,1,English,1293-8.14
14076,1,English,1293-8.15
14077,1,English,1293-8.12
14078,1,English,1293-8.13
14079,1,English,1293-8.10
14080,1,English,1293-8.11
14081,3,English,5704-b.39
14082,1,English,1293-8.18
14083,1,English,1293-8.19
14084,2,English,0082-f.1
14085,1,English,0082-f.3
14086,1,English,0082-f.2
14087,1,English,0082-f.5
14088,1,English,1526-7.21
14089,2,English,0082-f.7
14090,1,English,0082-f.6
14091,1,English,0082-f.9
14092,2,English,0082-f.8
14093,1,English,1526-7.20
14094,1,English,8997-8.18
14095,1,English,8997-8.19
14096,1,English,8997-8.12
14097,2,English,8997-8.13
14098,1,English,8997-8.10
14099,1,English,8997-8.11
14100,1,English,8997-8.16
14101,1,English,8997-8.17
14102,1,English,8997-8.14
14103,1,English,8997-8.15
14104,1,English,5404-e.41
14105,3,English,7469-3.41
14106,1,English,7469-3.40
14107,1,English,7469-3.43
14108,1,English,7469-3.42
14109,1,English,7469-3.45
14110,1,English,7469-3.44
14111,1,English,7469-3.47
14112,1,English,7469-3.46
14113,1,English,7469-3.49
14114,1,English,7469-3.48
14115,1,English,8954-7.10
14116,1,English,4752-7.19
14117,1,English,2362-3.40
14118,1,English,2362-3.41
14119,1,English,2362-3.42
14120,2,English,2362-3.43
14121,4,English,2362-3.44
14122,1,English,2362-3.45
14123,1,English,2362-3.46
14124,1,English,2362-3.47
14125,2,English,2362-3.48
14126,4,English,2362-3.49
14127,1,English,5971-3.43
14128,1,English,5971-3.42
14129,1,English,5971-3.45
14130,1,English,5971-3.44
14131,1,English,5971-3.47
14132,1,English,5971-3.46
14133,1,English,9713-c.8
14134,1,English,9713-c.9
14135,3,English,9713-c.2
14136,3,English,9713-c.3
14137,3,English,9713-c.1
14138,1,English,9713-c.6
14139,2,English,9713-c.7
14140,1,English,9713-c.4
14141,1,English,9713-c.5
14142,1,English,8954-7.14
14143,1,English,3498-f.20
14144,2,English,3498-f.21
14145,1,English,3498-f.22
14146,1,English,3498-f.23
14147,1,English,3498-f.24
14148,1,English,3498-f.25
14149,1,English,3498-f.26
14150,1,English,3498-f.27
14151,1,English,3498-f.28
14152,1,English,3498-f.29
14153,1,English,8954-7.15
14154,2,English,0082-f.50
14155,1,English,8574-6.31
14156,1,English,6619-3.28
14157,1,English,8574-6.30
14158,1,English,8574-6.32
14159,1,English,1470-6.49
14160,1,English,8574-6.35
14161,1,English,8574-6.34
14162,1,English,8574-6.37
14163,1,English,8574-6.36
14164,1,English,3028-b.23
14165,1,English,3028-b.22
14166,1,English,3028-b.21
14167,1,English,3028-b.20
14168,1,English,3028-b.27
14169,1,English,3028-b.26
14170,1,English,3028-b.25
14171,1,English,3028-b.24
14172,1,English,3028-b.29
14173,1,English,3028-b.28
14174,1,English,6035-4.44
14175,1,English,6035-4.45
14176,1,English,6035-4.46
14177,1,English,6035-4.47
14178,1,English,6035-4.40
14179,1,English,6035-4.41
14180,1,English,6035-4.42
14181,1,English,6035-4.43
14182,1,English,6035-4.48
14183,2,English,6035-4.49
14184,1,English,7736-e.39
14185,1,English,2135-c.49
14186,1,English,7736-e.38
14187,1,English,3801-9.50
14188,1,English,8047-0.6
14189,1,English,1707-e.49
14190,1,English,7736-e.37
14191,2,English,2986-a.5
14192,2,English,2986-a.4
14193,1,English,2986-a.7
14194,1,English,8047-0.3
14195,3,English,2986-a.6
14196,1,English,2986-a.1
14197,1,English,7736-e.36
14198,1,English,2986-a.3
14199,1,English,2986-a.2
14200,1,English,7736-e.35
14201,1,English,8047-0.8
14202,4,English,8047-0.9
14203,1,English,7736-e.34
14204,3,English,5860-d.19
14205,1,English,4108-c.3
14206,3,English,4108-c.2
14207,1,English,4108-c.1
14208,3,English,4108-c.7
14209,1,English,4108-c.6
14210,1,English,4108-c.5
14211,1,English,3618-3.21
14212,1,English,3618-3.20
14213,1,English,3618-3.23
14214,1,English,3618-3.22
14215,1,English,3618-3.25
14216,1,English,3618-3.24
14217,1,English,3618-3.27
14218,1,English,3618-3.26
14219,1,English,7736-e.32
14220,4,English,1406-5.50
14221,1,English,3000-6.50
14222,1,English,5971-3.29
14223,1,English,9148-7.8
14224,1,English,9148-7.9
14225,1,English,5971-3.28
14226,3,English,9148-7.1
14227,1,English,9148-7.2
14228,1,English,9148-7.3
14229,1,English,9148-7.4
14230,1,English,9148-7.5
14231,1,English,9148-7.6
14232,1,English,9148-7.7
14233,1,English,1473-7.35
14234,2,English,1473-7.34
14235,1,English,1473-7.37
14236,1,English,1473-7.36
14237,2,English,1473-7.31
14238,3,English,1473-7.30
14239,4,English,1473-7.33
14240,1,English,1473-7.32
14241,1,English,1473-7.39
14242,1,English,1473-7.38
14243,1,English,5896-6.20
14244,1,English,5896-6.21
14245,1,English,5896-6.22
14246,1,English,5896-6.23
14247,1,English,5896-6.24
14248,3,English,5896-6.25
14249,2,English,5896-6.26
14250,2,English,5896-6.27
14251,2,English,5896-6.28
14252,1,English,5896-6.29
14253,6,English,5971-3.20
14254,1,English,7607-b.39
14255,1,English,7607-b.38
14256,1,English,7607-b.35
14257,1,English,7607-b.34
14258,1,English,7607-b.37
14259,1,English,7607-b.36
14260,1,English,7607-b.31
14261,1,English,7607-b.30
14262,1,English,4958-b.36
14263,1,English,7607-b.32
14264,1,English,8233-7.50
14265,1,English,5971-3.25
14266,1,English,3110-b.5
14267,1,English,5971-3.24
14268,1,English,4024-b.50
14269,2,English,0069-8.14
14270,1,English,0069-8.15
14271,2,English,0069-8.16
14272,3,English,0069-8.17
14273,1,English,0069-8.10
14274,1,English,0069-8.11
14275,1,English,0069-8.12
14276,1,English,0069-8.13
14277,1,English,4024-b.9
14278,1,English,4024-b.8
14279,2,English,0069-8.18
14280,2,English,0069-8.19
14281,1,English,7029-9.45
14282,1,English,6106-f.10
14283,1,English,6106-f.11
14284,1,English,6106-f.12
14285,1,English,7029-9.44
14286,1,English,6106-f.14
14287,1,English,6106-f.15
14288,1,English,6106-f.16
14289,1,English,6106-f.17
14290,1,English,6106-f.18
14291,1,English,6106-f.19
14292,1,English,8569-c.8
14293,1,English,7029-9.41
14294,1,English,7029-9.40
14295,1,English,8487-9.3
14296,1,English,8487-9.2
14297,1,English,8487-9.1
14298,2,English,3801-2.22
14299,1,English,3801-2.23
14300,1,English,6649-c.5
14301,1,English,3801-2.21
14302,1,English,3801-2.26
14303,1,English,6649-c.2
14304,1,English,3801-2.24
14305,1,English,3801-2.25
14306,1,English,8487-9.7
14307,1,English,3801-2.28
14308,1,English,3801-2.29
14309,1,English,6649-c.9
14310,1,English,6649-c.8
14311,3,English,2965-7.50
14312,1,English,2007-2.49
14313,1,English,2007-2.48
14314,1,English,7029-9.49
14315,1,English,2007-2.43
14316,1,English,2007-2.42
14317,1,English,2007-2.41
14318,1,English,2007-2.40
14319,1,English,2007-2.47
14320,1,English,2007-2.46
14321,1,English,2007-2.45
14322,1,English,2007-2.44
14323,1,English,9804-0.32
14324,1,English,9804-0.33
14325,1,English,9804-0.30
14326,1,English,9804-0.31
14327,3,English,9804-0.36
14328,1,English,9804-0.37
14329,1,English,9804-0.34
14330,1,English,9804-0.35
14331,1,English,9804-0.38
14332,1,English,9804-0.39
14333,4,English,2011-d.28
14334,1,English,9000-1.3
14335,1,English,9000-1.2
14336,1,English,9000-1.1
14337,1,English,9000-1.7
14338,1,English,9000-1.6
14339,1,English,9000-1.5
14340,1,English,9000-1.4
14341,1,English,9342-d.40
14342,1,English,9342-d.41
14343,1,English,9000-1.9
14344,1,English,9000-1.8
14345,1,English,9342-d.44
14346,1,English,9342-d.45
14347,1,English,9342-d.46
14348,1,English,9342-d.47
14349,1,English,9000-1.50
14350,1,English,8455-f.24
14351,6,English,8455-f.25
14352,1,English,8455-f.26
14353,1,English,8455-f.27
14354,1,English,8455-f.20
14355,3,English,8455-f.21
14356,1,English,8455-f.22
14357,1,English,8455-f.23
14358,1,English,8455-f.28
14359,4,English,8455-f.29
14360,1,English,4503-8.28
14361,1,English,4503-8.29
14362,1,English,4503-8.26
14363,1,English,4503-8.27
14364,1,English,4503-8.24
14365,1,English,4503-8.25
14366,1,English,4503-8.22
14367,1,English,4503-8.23
14368,1,English,4503-8.20
14369,1,English,4503-8.21
14370,1,English,7875-f.2
14371,1,English,7875-f.3
14372,1,English,7875-f.1
14373,1,English,7875-f.6
14374,1,English,7875-f.7
14375,1,English,7875-f.4
14376,1,English,7875-f.5
14377,1,English,7875-f.8
14378,1,English,7875-f.9
14379,1,English,7705-9.26
14380,1,English,7705-9.27
14381,1,English,7705-9.24
14382,1,English,7705-9.25
14383,1,English,7705-9.22
14384,1,English,7705-9.23
14385,1,English,7705-9.20
14386,1,English,7705-9.21
14387,1,English,7705-9.28
14388,1,English,7705-9.29
14389,1,English,3546-9.29
14390,1,English,3546-9.28
14391,1,English,4862-e.4
14392,1,English,4862-e.5
14393,1,English,4862-e.6
14394,1,English,4862-e.7
14395,1,English,4862-e.1
14396,1,English,4862-e.2
14397,1,English,4862-e.3
14398,1,English,4517-7.31
14399,1,English,4517-7.30
14400,1,English,4517-7.33
14401,1,English,4517-7.32
14402,1,English,4862-e.8
14403,1,English,4862-e.9
14404,1,English,4517-7.37
14405,1,English,4517-7.36
14406,1,English,1772-b.34
14407,1,English,1772-b.35
14408,1,English,1772-b.36
14409,1,English,1772-b.37
14410,1,English,1772-b.30
14411,1,English,1772-b.31
14412,2,English,9131-a.38
14413,4,English,9131-a.39
14414,1,English,9131-a.36
14415,3,English,9131-a.37
14416,1,English,9131-a.34
14417,1,English,9131-a.35
14418,1,English,9131-a.32
14419,2,English,9131-a.33
14420,1,English,9131-a.30
14421,1,English,9131-a.31
14422,1,English,4574-0.37
14423,1,English,4574-0.36
14424,2,English,0106-1.36
14425,1,English,4574-0.34
14426,1,English,4574-0.33
14427,1,English,0109-c.8
14428,1,English,0109-c.9
14429,2,English,0109-c.6
14430,1,English,0109-c.7
14431,1,English,0109-c.4
14432,1,English,0109-c.5
14433,1,English,0109-c.2
14434,1,English,0109-c.3
14435,1,English,0109-c.1
14436,1,English,7012-b.31
14437,1,English,7012-b.30
14438,1,English,7012-b.33
14439,1,English,7012-b.32
14440,1,English,7012-b.35
14441,1,English,7012-b.34
14442,1,English,7012-b.37
14443,2,English,7012-b.36
14444,1,English,7012-b.39
14445,1,English,7012-b.38
14446,1,English,4574-0.32
14447,1,English,4216-9.40
14448,1,English,4216-9.41
14449,1,English,4216-9.42
14450,1,English,4216-9.43
14451,1,English,4216-9.44
14452,3,English,4216-9.45
14453,2,English,4216-9.46
14454,1,English,4216-9.47
14455,1,English,4216-9.48
14456,3,English,4216-9.49
14457,1,English,0847-6.30
14458,1,English,0847-6.31
14459,1,English,8954-7.8
14460,1,English,4574-0.31
14461,1,English,0847-6.32
14462,1,English,4804-8.19
14463,1,English,0847-6.33
14464,1,English,0847-6.34
14465,1,English,0847-6.35
14466,1,English,0847-6.36
14467,1,English,8954-7.9
14468,1,English,0847-6.37
14469,2,English,8580-e.50
14470,4,English,8351-5.19
14471,1,English,8351-5.18
14472,1,English,8351-5.15
14473,3,English,8351-5.14
14474,1,English,8351-5.17
14475,1,English,8351-5.16
14476,1,English,8351-5.11
14477,1,English,8351-5.10
14478,1,English,8351-5.13
14479,1,English,8351-5.12
14480,3,English,0847-6.8
14481,1,English,3174-b.18
14482,1,English,5087-4.19
14483,1,English,5087-4.18
14484,3,English,3174-b.19
14485,1,English,5087-4.15
14486,1,English,5087-4.14
14487,1,English,5087-4.17
14488,1,English,5087-4.16
14489,1,English,5087-4.11
14490,1,English,5087-4.10
14491,2,English,5087-4.13
14492,1,English,5087-4.12
14493,1,English,3285-0.2
14494,1,English,0881-5.38
14495,1,English,1369-5.26
14496,1,English,1369-5.27
14497,1,English,1369-5.24
14498,3,English,1369-5.25
14499,3,English,1369-5.22
14500,4,English,1369-5.23
14501,1,English,1369-5.20
14502,3,English,1369-5.21
14503,1,English,1369-5.28
14504,2,English,1369-5.29
14505,1,English,3174-b.12
14506,1,English,3174-b.13
14507,1,English,6771-0.30
14508,1,English,6771-0.31
14509,1,English,6771-0.32
14510,1,English,4302-e.34
14511,1,English,6771-0.33
14512,1,English,6771-0.34
14513,1,English,6771-0.35
14514,1,English,6771-0.36
14515,1,English,6771-0.37
14516,1,English,3506-5.14
14517,1,English,3506-5.15
14518,1,English,3506-5.16
14519,1,English,3506-5.17
14520,2,English,3506-5.10
14521,3,English,3506-5.11
14522,1,English,3506-5.12
14523,1,English,3506-5.13
14524,1,English,3506-5.18
14525,1,English,3506-5.19
14526,1,English,4974-e.4
14527,1,English,4974-e.5
14528,1,English,4974-e.6
14529,1,English,4974-e.7
14530,2,English,0426-b.3
14531,1,English,4974-e.1
14532,1,English,4974-e.2
14533,1,English,4974-e.3
14534,1,English,4974-e.8
14535,1,English,4974-e.9
14536,1,English,0426-b.9
14537,2,English,0426-b.8
14538,1,English,9874-5.2
14539,1,English,9874-5.3
14540,2,English,9874-5.1
14541,1,English,9874-5.6
14542,1,English,9874-5.7
14543,1,English,9874-5.4
14544,1,English,9874-5.5
14545,1,English,9874-5.8
14546,1,English,9874-5.9
14547,1,English,2220-9.34
14548,1,English,3963-6.50
14549,1,English,7736-e.27
14550,2,English,4574-0.20
14551,2,English,4574-0.21
14552,1,English,4574-0.22
14553,1,English,4574-0.23
14554,1,English,4574-0.24
14555,1,English,4574-0.25
14556,1,English,4574-0.26
14557,1,English,4574-0.27
14558,2,English,4574-0.28
14559,1,English,4574-0.29
14560,1,English,6570-5.10
14561,1,English,6570-5.11
14562,1,English,6570-5.12
14563,1,English,6570-5.13
14564,2,English,6570-5.14
14565,1,English,6570-5.15
14566,1,English,3660-d.18
14567,1,English,3660-d.19
14568,1,English,3660-d.16
14569,1,English,3660-d.17
14570,1,English,3660-d.14
14571,1,English,3660-d.15
14572,1,English,3660-d.12
14573,1,English,3660-d.13
14574,1,English,3660-d.10
14575,1,English,3660-d.11
14576,1,English,2472-9.50
14577,1,English,9144-a.38
14578,1,English,9144-a.39
14579,1,English,9144-a.32
14580,1,English,9144-a.33
14581,1,English,9144-a.30
14582,1,English,9144-a.31
14583,1,English,9144-a.36
14584,1,English,9144-a.37
14585,3,English,9144-a.34
14586,1,English,9144-a.35
14587,1,English,8954-7.4
14588,1,English,4928-6.9
14589,1,English,0763-2.5
14590,1,English,0763-2.4
14591,2,English,0763-2.7
14592,1,English,0763-2.6
14593,1,English,0763-2.1
14594,1,English,0763-2.3
14595,1,English,0763-2.2
14596,1,English,7564-3.16
14597,1,English,7564-3.17
14598,1,English,7564-3.14
14599,1,English,7564-3.15
14600,1,English,0763-2.9
14601,1,English,0763-2.8
14602,1,English,7564-3.10
14603,1,English,7564-3.11
14604,1,English,0249-2.27
14605,1,English,0249-2.26
14606,1,English,0249-2.25
14607,1,English,0249-2.24
14608,1,English,0249-2.23
14609,1,English,0249-2.22
14610,1,English,0249-2.21
14611,3,English,0249-2.20
14612,1,English,0249-2.29
14613,1,English,0249-2.28
14614,1,English,4120-1.18
14615,1,English,8954-7.6
14616,1,English,4915-7.12
14617,2,English,4915-7.15
14618,1,English,6116-3.29
14619,1,English,6116-3.28
14620,1,English,6116-3.23
14621,1,English,6116-3.22
14622,1,English,6116-3.21
14623,1,English,6116-3.20
14624,1,English,6116-3.27
14625,1,English,6116-3.26
14626,1,English,6116-3.25
14627,5,English,6116-3.24
14628,1,English,9405-b.9
14629,1,English,9405-b.8
14630,3,English,9405-b.5
14631,1,English,9405-b.4
14632,1,English,9405-b.7
14633,1,English,2345-2.50
14634,1,English,9405-b.1
14635,1,English,9405-b.3
14636,1,English,9405-b.2
14637,2,English,4490-3.28
14638,1,English,4490-3.29
14639,1,English,4490-3.20
14640,1,English,4490-3.21
14641,2,English,4490-3.22
14642,1,English,4490-3.23
14643,1,English,4490-3.24
14644,1,English,4490-3.25
14645,1,English,4490-3.26
14646,2,English,4490-3.27
14647,1,English,4120-1.12
14648,2,English,9713-c.29
14649,1,English,9713-c.28
14650,1,English,9713-c.21
14651,6,English,9713-c.20
14652,1,English,9713-c.23
14653,2,English,9713-c.22
14654,1,English,9713-c.25
14655,2,English,9713-c.24
14656,1,English,9713-c.27
14657,1,English,9713-c.26
14658,1,English,1613-e.50
14659,1,English,8595-6.17
14660,1,English,5613-0.50
14661,1,English,6649-c.3
14662,1,English,4126-9.30
14663,1,English,4020-0.37
14664,1,English,4478-9.1
14665,1,English,5932-1.50
14666,1,English,4478-9.3
14667,1,English,4478-9.2
14668,1,English,4478-9.5
14669,1,English,4478-9.4
14670,1,English,4478-9.7
14671,1,English,4478-9.6
14672,1,English,4478-9.9
14673,1,English,4478-9.8
14674,3,English,1891-2.50
14675,1,English,4120-1.35
14676,1,English,4120-1.34
14677,1,English,4120-1.37
14678,1,English,4120-1.36
14679,1,English,4120-1.31
14680,1,English,4120-1.30
14681,1,English,4120-1.33
14682,1,English,4120-1.32
14683,1,English,4120-1.39
14684,1,English,4120-1.38
14685,2,English,8034-c.48
14686,1,English,5704-b.50
14687,2,English,3358-0.1
14688,1,English,3358-0.2
14689,1,English,3358-0.3
14690,1,English,3358-0.4
14691,1,English,3358-0.5
14692,1,English,3358-0.6
14693,1,English,3358-0.7
14694,1,English,3358-0.8
14695,1,English,3358-0.9
14696,1,English,8292-7.37
14697,1,English,8292-7.36
14698,1,English,8292-7.35
14699,1,English,8292-7.34
14700,1,English,8292-7.33
14701,1,English,8292-7.32
14702,1,English,8292-7.31
14703,1,English,8292-7.30
14704,1,English,8292-7.39
14705,1,English,8292-7.38
14706,1,English,3159-3.16
14707,1,English,3159-3.17
14708,1,English,3159-3.14
14709,1,English,3159-3.15
14710,3,English,3159-3.12
14711,1,English,3159-3.13
14712,1,English,3159-3.10
14713,1,English,3159-3.11
14714,1,English,3159-3.18
14715,1,English,3159-3.19
14716,1,English,7845-0.5
14717,1,English,7845-0.4
14718,2,English,7845-0.7
14719,1,English,7845-0.6
14720,1,English,7845-0.1
14721,1,English,7845-0.3
14722,2,English,7845-0.2
14723,1,English,7845-0.9
14724,1,English,7845-0.8
14725,2,English,0869-7.19
14726,3,English,0869-7.18
14727,1,English,0869-7.15
14728,1,English,0869-7.14
14729,1,English,0869-7.17
14730,1,English,0869-7.16
14731,1,English,0869-7.11
14732,1,English,0869-7.10
14733,4,English,0869-7.13
14734,1,English,0869-7.12
14735,1,English,8925-0.28
14736,1,English,6661-0.38
14737,1,English,5820-1.19
14738,1,English,5820-1.18
14739,1,English,5706-5.19
14740,1,English,5820-1.11
14741,1,English,5820-1.10
14742,1,English,5820-1.13
14743,1,English,5820-1.12
14744,1,English,5820-1.15
14745,1,English,5820-1.14
14746,1,English,5820-1.17
14747,1,English,5820-1.16
14748,1,English,0581-b.24
14749,1,English,0473-c.12
14750,1,English,0473-c.13
14751,1,English,0473-c.10
14752,1,English,0473-c.11
14753,1,English,0473-c.16
14754,1,English,0473-c.17
14755,1,English,0473-c.14
14756,1,English,0473-c.15
14757,1,English,0473-c.18
14758,1,English,0473-c.19
14759,1,English,8502-d.23
14760,1,English,0881-5.1
14761,1,English,0881-5.3
14762,1,English,0881-5.2
14763,1,English,0881-5.5
14764,1,English,0881-5.4
14765,1,English,0881-5.7
14766,1,English,0881-5.6
14767,1,English,0881-5.9
14768,1,English,0881-5.8
14769,1,English,4377-5.35
14770,1,English,4377-5.34
14771,1,English,4377-5.33
14772,1,English,4377-5.32
14773,1,English,4377-5.31
14774,1,English,4377-5.30
14775,1,English,3012-6.22
14776,2,English,3012-6.23
14777,3,English,3012-6.20
14778,1,English,5706-5.13
14779,1,English,3012-6.26
14780,1,English,3012-6.27
14781,1,English,3012-6.24
14782,1,English,3012-6.25
14783,2,English,3012-6.28
14784,1,English,3012-6.29
14785,1,English,8958-0.18
14786,1,English,7653-9.9
14787,1,English,7653-9.8
14788,1,English,7653-9.7
14789,1,English,7653-9.6
14790,1,English,7653-9.5
14791,1,English,7653-9.4
14792,1,English,8680-3.34
14793,1,English,7653-9.1
14794,1,English,0084-6.44
14795,1,English,0084-6.45
14796,1,English,0084-6.46
14797,2,English,3412-4.15
14798,1,English,3412-4.14
14799,4,English,3412-4.17
14800,1,English,3412-4.16
14801,1,English,3412-4.11
14802,1,English,3412-4.10
14803,1,English,3412-4.13
14804,1,English,3412-4.12
14805,1,English,0084-6.40
14806,1,English,8680-3.35
14807,1,English,3412-4.19
14808,1,English,3412-4.18
14809,1,English,0084-6.41
14810,1,English,8330-f.5
14811,1,English,5169-f.31
14812,1,English,0084-6.42
14813,1,English,8330-f.4
14814,1,English,0084-6.43
14815,1,English,8330-f.7
14816,1,English,1642-d.38
14817,1,English,9922-e.22
14818,1,English,5868-8.50
14819,1,English,6259-3.18
14820,1,English,6259-3.19
14821,1,English,6259-3.16
14822,1,English,6259-3.17
14823,1,English,6259-3.14
14824,1,English,6259-3.15
14825,3,English,6259-3.12
14826,1,English,6259-3.13
14827,1,English,6259-3.10
14828,1,English,6259-3.11
14829,1,English,8330-f.3
14830,3,English,8330-f.2
14831,1,English,1642-d.39
14832,1,English,8680-3.37
14833,1,English,9975-6.42
14834,1,English,9975-6.43
14835,6,English,6305-1.18
14836,1,English,6305-1.19
14837,1,English,9975-6.46
14838,1,English,9975-6.47
14839,1,English,9975-6.44
14840,1,English,9975-6.45
14841,1,English,6305-1.12
14842,1,English,6305-1.13
14843,1,English,6305-1.10
14844,3,English,6305-1.11
14845,1,English,6305-1.16
14846,2,English,6305-1.17
14847,1,English,6305-1.14
14848,3,English,6305-1.15
14849,1,English,3454-a.2
14850,1,English,3454-a.3
14851,1,English,8901-6.5
14852,1,English,3454-a.1
14853,1,English,8680-3.30
14854,1,English,3454-a.7
14855,1,English,3454-a.4
14856,1,English,3454-a.5
14857,1,English,3454-a.8
14858,1,English,3454-a.9
14859,1,English,8901-6.9
14860,1,English,8901-6.8
14861,1,English,7099-3.46
14862,1,English,7099-3.47
14863,1,English,7099-3.44
14864,4,English,7099-3.45
14865,1,English,7099-3.42
14866,1,English,7099-3.43
14867,1,English,7099-3.40
14868,1,English,7099-3.41
14869,1,English,7099-3.48
14870,1,English,7099-3.49
14871,1,English,8680-3.31
14872,1,English,8680-3.32
14873,3,English,2010-8.44
14874,1,English,8680-3.33
14875,1,English,0433-7.33
14876,2,English,0433-7.36
14877,1,English,8595-6.10
14878,1,English,3714-6.43
14879,2,English,3714-6.42
14880,1,English,3714-6.41
14881,1,English,3714-6.40
14882,2,English,3714-6.47
14883,1,English,3714-6.46
14884,1,English,3714-6.45
14885,1,English,3714-6.44
14886,1,English,3714-6.49
14887,1,English,3714-6.48
14888,1,English,6977-4.27
14889,1,English,6977-4.26
14890,1,English,6977-4.25
14891,1,English,6977-4.24
14892,1,English,6977-4.23
14893,2,English,6977-4.22
14894,1,English,6977-4.21
14895,1,English,6977-4.20
14896,1,English,6977-4.29
14897,1,English,6977-4.28
14898,1,English,8858-2.30
14899,1,English,8858-2.31
14900,1,English,8858-2.32
14901,1,English,6771-0.12
14902,1,English,6771-0.13
14903,1,English,6771-0.10
14904,4,English,8858-2.33
14905,1,English,6771-0.16
14906,1,English,6771-0.17
14907,1,English,6771-0.14
14908,1,English,6771-0.15
14909,1,English,8858-2.34
14910,1,English,6771-0.18
14911,1,English,6771-0.19
14912,2,English,8858-2.35
14913,2,English,8858-2.36
14914,1,English,8858-2.37
14915,1,English,1211-6.1
14916,1,English,8680-3.38
14917,1,English,4879-7.3
14918,1,English,5711-e.50
14919,1,English,0813-a.18
14920,1,English,0813-a.19
14921,1,English,0813-a.16
14922,1,English,0813-a.17
14923,1,English,0813-a.14
14924,2,English,0813-a.15
14925,2,English,0813-a.12
14926,3,English,0813-a.13
14927,1,English,0813-a.10
14928,1,English,0813-a.11
14929,1,English,1211-6.41
14930,1,English,5727-1.15
14931,1,English,8680-3.39
14932,1,English,1211-6.42
14933,1,English,1211-6.45
14934,1,English,1211-6.44
14935,1,English,1211-6.47
14936,1,English,5727-1.14
14937,1,English,1211-6.49
14938,1,English,1211-6.8
14939,1,English,5727-1.17
14940,1,English,5727-1.16
14941,1,English,6694-c.24
14942,1,English,6694-c.25
14943,1,English,5727-1.13
14944,1,English,6694-c.27
14945,1,English,9839-4.6
14946,3,English,9839-4.7
14947,1,English,9839-4.4
14948,1,English,9839-4.5
14949,1,English,9839-4.2
14950,1,English,9839-4.3
14951,1,English,9839-4.1
14952,1,English,1754-1.19
14953,1,English,9839-4.9
14954,1,English,4992-e.30
14955,1,English,5706-5.32
14956,1,English,5706-5.33
14957,1,English,5706-5.30
14958,1,English,5706-5.31
14959,1,English,5706-5.36
14960,1,English,5706-5.37
14961,1,English,5706-5.34
14962,1,English,5706-5.35
14963,1,English,5706-5.38
