success,Condition,Language,roundid
true,further/split,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.38
true,closer/close,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.39
true,closer/close,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.4
true,further/split,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.40
false,equal/far,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.41
true,equal/far,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.42
true,equal/far,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.43
false,closer/close,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.44
true,further/split,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.45
true,equal/far,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.46
true,equal/far,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.47
true,closer/close,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.48
false,further/split,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.49
true,closer/close,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.5
true,closer/close,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.50
true,equal/far,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.6
true,equal/far,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.7
true,closer/close,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.8
false,further/split,Chinese,2292-90a01583-25d1-4d87-a41b-9f772c314d61.9
true,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.1
false,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.10
false,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.11
false,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.12
false,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.13
false,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.14
false,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.15
false,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.16
true,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.17
false,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.18
true,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.19
true,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.2
true,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.20
false,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.21
false,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.22
false,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.23
false,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.24
false,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.25
false,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.26
false,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.27
false,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.28
false,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.29
false,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.3
false,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.30
false,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.31
false,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.32
false,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.33
false,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.34
false,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.35
true,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.36
true,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.37
false,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.38
false,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.39
true,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.4
false,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.40
false,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.41
true,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.42
false,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.43
false,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.44
false,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.45
true,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.46
false,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.47
false,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.48
false,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.49
false,equal/far,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.5
false,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.50
true,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.6
false,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.7
true,closer/close,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.8
false,further/split,Chinese,2452-396a1ae8-e726-4ba2-8fce-75b67133b249.9
true,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.1
true,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.10
false,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.11
true,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.12
false,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.13
false,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.14
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.15
true,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.16
false,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.17
false,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.18
true,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.19
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.2
true,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.20
true,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.21
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.22
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.23
true,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.24
true,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.25
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.26
false,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.27
true,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.28
true,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.29
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.3
true,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.30
true,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.31
true,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.32
true,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.33
false,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.34
true,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.35
false,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.36
false,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.37
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.38
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.39
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.4
false,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.40
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.41
false,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.42
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.43
true,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.44
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.45
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.46
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.47
false,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.48
false,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.49
true,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.5
true,further/split,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.50
true,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.6
false,closer/close,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.7
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.8
true,equal/far,Chinese,2466-8534cbb0-851f-4a9d-a907-ee8890aa54e7.9
false,further/split,Chinese,2511-1a742255-8455-4590-b86b-0952f392f435.1
false,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.1
false,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.10
false,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.11
true,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.12
false,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.13
false,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.14
true,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.15
false,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.16
false,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.17
true,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.18
true,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.19
false,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.2
false,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.20
false,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.21
false,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.22
true,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.23
false,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.24
false,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.25
false,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.26
true,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.27
false,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.28
false,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.29
false,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.3
false,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.30
true,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.31
true,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.32
false,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.33
true,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.34
true,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.35
false,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.36
true,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.37
true,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.38
true,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.39
false,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.4
false,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.40
true,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.41
false,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.42
true,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.43
false,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.44
false,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.45
false,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.46
false,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.47
false,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.48
true,equal/far,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.49
true,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.5
false,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.50
true,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.6
true,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.7
false,further/split,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.8
false,closer/close,Chinese,2592-35847505-7403-44f7-9d7f-8999f9f20fd4.9
false,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.1
false,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.10
true,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.11
true,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.12
true,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.13
true,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.14
false,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.15
false,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.16
true,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.17
true,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.18
true,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.19
true,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.2
true,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.20
true,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.21
true,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.22
true,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.23
true,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.24
true,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.25
false,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.26
true,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.27
true,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.28
true,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.29
true,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.3
false,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.30
false,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.31
true,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.32
true,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.33
true,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.34
false,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.35
false,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.36
true,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.37
true,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.38
true,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.39
false,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.4
false,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.40
true,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.41
true,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.42
true,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.43
false,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.44
true,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.45
true,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.46
false,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.47
true,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.48
false,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.49
true,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.5
true,equal/far,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.50
false,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.6
true,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.7
true,closer/close,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.8
true,further/split,Chinese,2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c.9
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.1
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.10
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.11
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.12
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.13
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.14
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.15
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.16
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.17
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.18
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.19
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.2
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.20
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.21
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.22
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.23
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.24
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.25
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.26
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.27
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.28
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.29
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.3
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.30
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.31
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.32
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.33
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.34
false,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.35
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.36
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.37
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.38
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.39
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.4
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.40
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.41
false,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.42
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.43
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.44
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.45
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.46
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.47
true,equal/far,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.48
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.49
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.5
false,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.50
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.6
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.7
true,closer/close,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.8
true,further/split,Chinese,2930-d1af2a35-0ca4-4388-931a-54611ca6239b.9
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.1
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.10
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.11
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.12
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.13
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.14
false,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.15
true,closer/close,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.16
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.17
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.18
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.19
true,closer/close,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.2
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.20
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.21
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.22
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.23
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.24
true,closer/close,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.25
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.26
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.27
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.28
true,closer/close,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.29
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.3
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.30
true,closer/close,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.31
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.32
true,closer/close,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.33
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.34
true,closer/close,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.35
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.36
true,closer/close,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.37
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.38
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.39
false,closer/close,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.4
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.40
true,closer/close,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.41
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.42
false,closer/close,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.43
true,closer/close,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.44
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.45
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.46
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.47
true,equal/far,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.48
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.49
true,further/split,Chinese,3025-abfdcc7c-b029-4fc5-9344-d3d0c78eb690.5
