comparative,Condition,Language,Message
False,equal/far,Chinese,好像是
False,equal/far,Chinese,我昨天玩儿的
False,equal/far,Chinese,哦必须等吗
False,equal/far,Chinese,不知道啊
False,equal/far,Chinese,先玩完这一次再说吧
False,equal/far,Chinese,能加你微信吗
False,equal/far,Chinese,nitewings-ita
False,equal/far,Chinese,不要报希望，不是美女哈哈哈哈
False,equal/far,Chinese,大美女说啥
False,equal/far,Chinese,广东深圳是吧
False,equal/far,Chinese,嗯
False,further/split,Chinese,暗紫色
False,equal/far,Chinese,暗紫色
False,further/split,Chinese,啊错了
False,further/split,Chinese,绿色
False,further/split,Chinese,刚才掉线了
False,closer/close,Chinese,灰色
False,equal/far,Chinese,棕色
False,further/split,Chinese,粉红色
False,further/split,Chinese,发现我中文也很不错
False,closer/close,Chinese,才说
False,closer/close,Chinese,哈哈哈
False,closer/close,Chinese,我的妈呀
False,closer/close,Chinese,粉色
False,closer/close,Chinese,发粉的那个
False,closer/close,Chinese,棕色
False,equal/far,Chinese,蓝
False,equal/far,Chinese,蓝
False,further/split,Chinese,土黄色
False,further/split,Chinese,蓝
False,further/split,Chinese,灰粉色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,占了灰的粉色
False,closer/close,Chinese,灰粉色
False,closer/close,Chinese,是吧
False,closer/close,Chinese,对哈哈哈
False,equal/far,Chinese,我才错了。。
True,equal/far,Chinese,就是看起来比较暗淡的那种
False,equal/far,Chinese,绿色
False,equal/far,Chinese,没关系，才一分钱
False,equal/far,Chinese,呵呵
False,equal/far,Chinese,呵呵
False,equal/far,Chinese,美金兑换多少人民币呢
False,equal/far,Chinese,6分人民币
False,equal/far,Chinese,哈哈哈 同样不值钱
False,equal/far,Chinese,就乘以6
False,equal/far,Chinese,对
False,further/split,Chinese,蓝色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,正灰色
False,closer/close,Chinese,褐色偏粉
False,equal/far,Chinese,灰蓝色
False,closer/close,Chinese,红色
False,further/split,Chinese,橄榄绿
False,equal/far,Chinese,灰色
False,equal/far,Chinese,紫色
False,further/split,Chinese,正紫色
False,closer/close,Chinese,你好
False,closer/close,Chinese,有人在吗？
False,closer/close,Chinese,是的
False,closer/close,Chinese,最接近红
False,further/split,Chinese,不那么鲜艳的天空色
False,equal/far,Chinese,最接近天空颜色
False,further/split,Chinese,不是蓝
False,further/split,Chinese,有两个不是蓝
True,further/split,Chinese,比较深的草色
False,closer/close,Chinese,oops
True,closer/close,Chinese,比较灰的紫色
False,equal/far,Chinese,紫色
False,further/split,Chinese,最接近草的颜色
False,closer/close,Chinese,鲜艳的橘子颜色
False,equal/far,Chinese,橘子颜色
False,equal/far,Chinese,最接近草的颜色
False,further/split,Chinese,鲜艳的桃色
True,further/split,Chinese,比较红的吗？
False,further/split,Chinese,接近红
True,further/split,Chinese,比较灰的蓝色
False,closer/close,Chinese,最接近土壤的颜色
False,closer/close,Chinese,不带绿
False,further/split,Chinese,最接近红色
False,closer/close,Chinese,带点灰的紫色
False,equal/far,Chinese,不是蓝也不是红
False,equal/far,Chinese,可以直接说紫色吧？
False,further/split,Chinese,带点灰的蓝？
False,further/split,Chinese,总之不是橘色，也不是绿色
False,equal/far,Chinese,最接近红色
False,equal/far,Chinese,棕色？
False,equal/far,Chinese,是
False,equal/far,Chinese,草的颜色
False,closer/close,Chinese,最接近黄色
False,equal/far,Chinese,天空色
False,equal/far,Chinese,最接近草的颜色
False,further/split,Chinese,最接近黄色
False,equal/far,Chinese,最接近黄色
False,further/split,Chinese,鲜艳的橘色
False,closer/close,Chinese,你好棒
False,closer/close,Chinese,这轮很难
False,closer/close,Chinese,是的
False,closer/close,Chinese,最没有带灰的紫色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,好棒！
False,further/split,Chinese,最接近蓝色
False,further/split,Chinese,绿色
False,further/split,Chinese, 哇Lakers
False,further/split,Chinese,哈哈
False,further/split,Chinese,最深的紫色，不那么鲜艳的那个
False,equal/far,Chinese,明亮的天空
True,closer/close,Chinese,是比较暗的吗？
False,closer/close,Chinese,是的
True,closer/close,Chinese,比较深的蓝色
False,closer/close,Chinese,不那么暗的紫色
False,closer/close,Chinese,暗一点的红色，别混乱紫色噢
False,closer/close,Chinese,我喜欢你
False,closer/close,Chinese,最接近蓝色，不是紫色
False,further/split,Chinese,暗的紫色
False,equal/far,Chinese,橘色
False,equal/far,Chinese,红色
False,equal/far,Chinese,灰色
False,equal/far,Chinese,你喜不喜欢我
False,closer/close,Chinese,最接近红色
False,closer/close,Chinese,灰色
False,further/split,Chinese,紫色，不接近红的版本
False,equal/far,Chinese,橘色
False,further/split,Chinese,红色
False,closer/close,Chinese,最灰的紫色
False,further/split,Chinese,跟上轮一样的颜色
False,equal/far,Chinese,快好了
False,equal/far,Chinese,鲜草色
False,equal/far,Chinese,^_^
False,closer/close,Chinese,黄色
False,closer/close,Chinese,最暗的红色？
False,closer/close,Chinese,有点像土色吗？
False,closer/close,Chinese,对的
False,closer/close,Chinese,谢谢
False,closer/close,Chinese,紫色 不带粉红
False,closer/close,Chinese,较深
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,较深的灰色
False,further/split,Chinese,较亮的紫色
False,further/split,Chinese,青色
False,equal/far,Chinese,蓝
False,further/split,Chinese,绿草青
False,further/split,Chinese,不太亮
False,further/split,Chinese,你也可以问我问题噢
True,further/split,Chinese,更具体一点点
True,further/split,Chinese,普通的绿 不是比较带蓝的
True,closer/close,Chinese,不是灰 比较黯淡的蓝
False,further/split,Chinese,深蓝
False,further/split,Chinese,深蓝
False,equal/far,Chinese,灰紫
False,equal/far,Chinese,紫
False,further/split,Chinese,灰
False,closer/close,Chinese,粉红
False,further/split,Chinese,蓝
False,closer/close,Chinese,不是最浅的 带点蓝
False,further/split,Chinese,亮青
False,further/split,Chinese,不带灰
False,closer/close,Chinese,蓝
False,equal/far,Chinese,浅蓝
False,closer/close,Chinese,灰
False,further/split,Chinese,土黄
False,further/split,Chinese,蓝
False,further/split,Chinese,蓝
False,closer/close,Chinese,不是灰
False,closer/close,Chinese,不是青
False,equal/far,Chinese,灰蓝
False,closer/close,Chinese,粉红
False,further/split,Chinese,不是最深的蓝
False,further/split,Chinese,是浅灰蓝
False,closer/close,Chinese,蓝
False,closer/close,Chinese,不是最浅
False,closer/close,Chinese,不是最深
False,equal/far,Chinese,灰
False,equal/far,Chinese,自
False,equal/far,Chinese,紫
False,equal/far,Chinese,灰
False,equal/far,Chinese,橙
False,further/split,Chinese,紫
False,equal/far,Chinese,青
False,closer/close,Chinese,灰紫
False,closer/close,Chinese,最黯淡的
False,closer/close,Chinese,不是最亮也不傻最黯淡的
False,equal/far,Chinese,紫
False,closer/close,Chinese,灰紫
False,closer/close,Chinese,带较多灰
False,closer/close,Chinese,不带粉
False,equal/far,Chinese,青
False,further/split,Chinese,黄
False,equal/far,Chinese,蓝
False,further/split,Chinese,带灰的青
False,closer/close,Chinese,普通的紫
False,closer/close,Chinese,不带蓝
True,further/split,Chinese,比较暗淡的青
False,closer/close,Chinese,亮紫 不带灰
False,equal/far,Chinese,较深蓝
False,equal/far,Chinese,灰
False,further/split,Chinese,不带粉底紫
False,further/split,Chinese,的×
False,further/split,Chinese,不带粉的紫
False,further/split,Chinese,不明白
False,closer/close,Chinese,可以开始了吗？
False,closer/close,Chinese,蓝色
False,equal/far,Chinese,赶快
False,equal/far,Chinese,绿色
False,closer/close,Chinese,绿色
False,closer/close,Chinese,亮还是暗
False,closer/close,Chinese, 亮
False,closer/close,Chinese, 亮绿色
False,closer/close,Chinese,偏灰、绿、蓝
False,closer/close,Chinese,绿
False,closer/close,Chinese,蓝
False,closer/close,Chinese,偏灰、蓝、紫
False,closer/close,Chinese,蓝
False,closer/close,Chinese,粉
False,closer/close,Chinese,偏黄、紫、粉红
False,closer/close,Chinese,粉红
False,closer/close,Chinese,绿
False,equal/far,Chinese,灰色
False,closer/close,Chinese,绿
False,closer/close,Chinese,都是绿，说具体点
False,closer/close,Chinese,不光
False,equal/far,Chinese,橙子
False,further/split,Chinese,紫色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,亮
False,further/split,Chinese,橙
False,closer/close,Chinese,绿
False,closer/close,Chinese,亮度
False,closer/close,Chinese,草
False,further/split,Chinese,紫
False,further/split,Chinese,两个
False,further/split,Chinese,偏土？
False,further/split,Chinese,亮
False,further/split,Chinese,麻烦直接说亮紫
False,further/split,Chinese,不是紫色
False,further/split,Chinese,不是灰色
False,further/split,Chinese,暗灰亮灰？
False,further/split,Chinese,亮灰
False,further/split,Chinese,棕色
False,further/split,Chinese,蓝色
False,further/split,Chinese, 亮
False,further/split,Chinese,浅蓝？
False,further/split,Chinese,蓝
False,equal/far,Chinese,麻烦别分心
False,equal/far,Chinese,紫色
False,further/split,Chinese,紫色
False,equal/far,Chinese,灰色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,灰
False,equal/far,Chinese,哪有灰
False,equal/far,Chinese,紅紫色
False,closer/close,Chinese,淡紫色
False,equal/far,Chinese,橙色
False,closer/close,Chinese,灰色
False,equal/far,Chinese,灰色
False,equal/far,Chinese,天藍色
False,equal/far,Chinese,黃色
False,closer/close,Chinese,藍色
False,further/split,Chinese,紅紫色
False,closer/close,Chinese,有點土的金色
False,further/split,Chinese,淡紫色
False,closer/close,Chinese,绿色
False,closer/close,Chinese,紫色不是很亮
False,equal/far,Chinese,灰色
False,further/split,Chinese,紫色
False,further/split,Chinese,黃色
False,equal/far,Chinese,天藍色
True,further/split,Chinese,藍色比較暗
False,further/split,Chinese,紅紫色
False,closer/close,Chinese,紅紫色
False,further/split,Chinese,黃色
True,further/split,Chinese,藍色比較暗
False,equal/far,Chinese,紅紫色
False,closer/close,Chinese,最暗的那個
False,equal/far,Chinese,橙色
False,further/split,Chinese,綠藍色
False,closer/close,Chinese,你好
False,closer/close,Chinese,你好你好你好
False,equal/far,Chinese,Green
False,equal/far,Chinese,你好！
False,equal/far,Chinese,请用中文
False,closer/close,Chinese,?
False,closer/close,Chinese,好
False,closer/close,Chinese,好的。哪一个？
False,closer/close,Chinese,.-.?
False,closer/close,Chinese,选择粉色
False,equal/far,Chinese,都是粉色吧
False,equal/far,Chinese,选择绿色
False,equal/far,Chinese,有两个绿色，哪一个？
False,equal/far,Chinese,黑暗
False,closer/close,Chinese,选择粉色
False,closer/close,Chinese,三个都是粉色。。。？
False,closer/close,Chinese,紫色
False,closer/close,Chinese,啊。。深的还是浅的
False,closer/close,Chinese,第一
False,closer/close,Chinese,排列不是跟你的不同吗？
True,closer/close,Chinese,是不是比较灰的紫色？
False,closer/close,Chinese,黑暗
False,further/split,Chinese,啊。。
False,further/split,Chinese,黄色
False,further/split,Chinese,？？？
False,further/split,Chinese,绿色
False,equal/far,Chinese,红
False,equal/far,Chinese,那次也是。。
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,绿色
False,further/split,Chinese,蓝色
False,further/split,Chinese,上个颜色肯定不是绿色
False,equal/far,Chinese,又来了
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,鹦鹉绿
False,closer/close,Chinese,鹦鹉。。。？
False,closer/close,Chinese,这是什么意思
False,closer/close,Chinese,深绿色
False,closer/close,Chinese,红
False,closer/close,Chinese,哪一个红？
False,closer/close,Chinese,黑暗
False,closer/close,Chinese,紫色
False,further/split,Chinese,棕色
False,further/split,Chinese,:(
False,further/split,Chinese,:c
False,further/split,Chinese,绿色
False,closer/close,Chinese,:(((((
False,closer/close,Chinese,蓝色
False,closer/close,Chinese,are you an english speaker?
False,closer/close,Chinese,深绿色
False,further/split,Chinese,粉
False,closer/close,Chinese,你是描述带着黑框的颜色吗？
False,closer/close,Chinese,浅粉红色
False,closer/close,Chinese,深绿色
False,further/split,Chinese,绿色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,诶，你听懂我吗
False,closer/close,Chinese,深绿色
False,further/split,Chinese,绿色
False,equal/far,Chinese,黄色
False,closer/close,Chinese,深绿色
False,equal/far,Chinese,深绿色
False,equal/far,Chinese,绿色
False,further/split,Chinese,绿色
False,further/split,Chinese,黄色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,绿色
False,further/split,Chinese,绿色
False,further/split,Chinese,粉
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,蓝色
False,closer/close,Chinese,蓝色
False,further/split,Chinese,灰色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,粉
False,further/split,Chinese,灰色
False,further/split,Chinese,灰色
False,further/split,Chinese,深绿色
False,further/split,Chinese,灰色
False,further/split,Chinese,紫色
False,closer/close,Chinese,紫色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,黄色
False,equal/far,Chinese,黄色
False,closer/close,Chinese,紫色
False,further/split,Chinese,蓝色
False,closer/close,Chinese,蓝色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,棕色
False,closer/close,Chinese,深蓝
False,equal/far,Chinese,深蓝
False,closer/close,Chinese,深灰色
False,further/split,Chinese,深灰色
False,closer/close,Chinese,棕色
False,further/split,Chinese,紫色
False,equal/far,Chinese,黄色
False,further/split,Chinese,灰色
False,closer/close,Chinese,深绿色
False,further/split,Chinese,黄色
False,equal/far,Chinese,粉
False,closer/close,Chinese,淡黄色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,深绿色
False,equal/far,Chinese,灰色
False,further/split,Chinese,棕色
False,further/split,Chinese,灰黃色
False,closer/close,Chinese,粉紫色 
False,equal/far,Chinese,绿色
False,further/split,Chinese,绿色
False,further/split,Chinese,最亮的那一個
False,closer/close,Chinese,灰色
False,further/split,Chinese,灰色
False,further/split,Chinese,有點綠
False,further/split,Chinese,棕色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,都是紫色那一個
True,closer/close,Chinese,比較土的那一個
False,equal/far,Chinese,灰色
False,closer/close,Chinese,淡紫色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,很鮮艷
False,equal/far,Chinese,灰狼
False,equal/far,Chinese,蓝
False,closer/close,Chinese,紅紫色
False,closer/close,Chinese,紫色
False,equal/far,Chinese,灰黃色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,蓝色
True,closer/close,Chinese,比較暗的
False,equal/far,Chinese,灰色
False,closer/close,Chinese,棕色
False,further/split,Chinese,棕色
False,further/split,Chinese,亮粉色
False,closer/close,Chinese,綠色草地上
False,equal/far,Chinese,綠色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,亮
False,closer/close,Chinese,红
False,equal/far,Chinese,灰色
False,further/split,Chinese,灰绿色
False,closer/close,Chinese,绿黄色
False,equal/far,Chinese,黄色
False,further/split,Chinese,蓝
False,further/split,Chinese,灰
False,further/split,Chinese,绿
False,closer/close,Chinese,紫色
False,equal/far,Chinese,绿
False,further/split,Chinese,绿
False,further/split,Chinese,有兩個那一個
True,further/split,Chinese,顏色比較重的那個
False,further/split,Chinese,绿色
False,further/split,Chinese,很鮮艷
False,further/split,Chinese,亮粉色
False,further/split,Chinese,灰色
False,closer/close,Chinese,最淡得那個
False,closer/close,Chinese,蓝灰色
False,closer/close,Chinese,最淡得那個
False,equal/far,Chinese,棕紫色
False,equal/far,Chinese,棕紫色
False,further/split,Chinese,亮 蓝色
False,further/split,Chinese,灰色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,红 亮粉色
False,equal/far,Chinese,红粉色
False,closer/close,Chinese,粉色
False,further/split,Chinese,绿
False,closer/close,Chinese,淡紫色
False,closer/close,Chinese,淡紫色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,蓝色
False,closer/close,Chinese,淡绿色
False,equal/far,Chinese,蓝色.
False,equal/far,Chinese,灰色
False,equal/far,Chinese,红
False,equal/far,Chinese,蓝色
False,further/split,Chinese,亮绿色 
False,further/split,Chinese,淡绿色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,紫色
False,equal/far,Chinese,紫色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,淡蓝色
False,equal/far,Chinese,绿色 亮
False,further/split,Chinese,淡蓝色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,淡蓝色
False,closer/close,Chinese,紫色
False,further/split,Chinese,蓝色
False,equal/far,Chinese,浅褐色
False,further/split,Chinese,橙子
False,further/split,Chinese,绿色
False,equal/far,Chinese,橙子
False,further/split,Chinese,淡紫色
False,closer/close,Chinese,粉红色
False,closer/close,Chinese,淡紫色
False,closer/close,Chinese,淡紫色
False,closer/close,Chinese,淡紫色
False,closer/close,Chinese,淡紫色
False,further/split,Chinese,橙子色
False,closer/close,Chinese, 亮绿色 
False,further/split,Chinese,蓝色
False,further/split,Chinese,紫色
False,closer/close,Chinese,蓝紫色
False,equal/far,Chinese,红
False,further/split,Chinese,淡蓝色
False,equal/far,Chinese,淡蓝色
False,closer/close,Chinese,淡绿色
False,further/split,Chinese,蓝色
False,equal/far,Chinese,黄色
False,further/split,Chinese,黄色
False,equal/far,Chinese,紫色
False,closer/close,Chinese,淡紫色
False,closer/close,Chinese,黄色
False,further/split,Chinese,浅褐色
False,closer/close,Chinese,绿色
True,closer/close,Chinese,比較淺的綠色
False,closer/close,Chinese,淺紫色
False,equal/far,Chinese,綠色
False,equal/far,Chinese,淺紫色
False,further/split,Chinese,蓝色
False,equal/far,Chinese,蓝色
True,further/split,Chinese,比較淺的綠色
False,further/split,Chinese,粉紅色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,淺紫色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,綠色
False,further/split,Chinese,綠色
False,closer/close,Chinese,綠色
False,further/split,Chinese,黃色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,灰色
True,equal/far,Chinese,比較淺的綠色
True,closer/close,Chinese,比較淺的綠色
False,further/split,Chinese,綠色
False,further/split,Chinese,淺紫色
False,further/split,Chinese,淺的綠色
False,closer/close,Chinese,淺紫色
False,closer/close,Chinese,淺的綠色
False,equal/far,Chinese,灰色
False,closer/close,Chinese,紅色
False,closer/close,Chinese,  哪一個都是紅的
False,closer/close,Chinese,最紅的那個
False,further/split,Chinese,紅
False,equal/far,Chinese,藍綠色
False,equal/far,Chinese,棕色
False,closer/close,Chinese,最淡的那個
False,further/split,Chinese,紅粉色
False,closer/close,Chinese,灰色
False,further/split,Chinese,灰色
False,equal/far,Chinese,紫色
False,further/split,Chinese,蓝色
False,further/split,Chinese,灰色
False,closer/close,Chinese,綠色
False,closer/close,Chinese,蓝紫色
False,closer/close,Chinese,蓝色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,棕色 橙色
False,closer/close,Chinese,橙色
False,closer/close,Chinese,最淡的那個
False,equal/far,Chinese,綠色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,黃色
False,further/split,Chinese,綠色
False,further/split,Chinese,  黃灰色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,中紫色
False,further/split,Chinese,綠色
False,further/split,Chinese,?
False,equal/far,Chinese,绿色
False,equal/far,Chinese,啊 来了
False,equal/far,Chinese,基佬
False,equal/far,Chinese,的颜色
False,equal/far,Chinese,天
False,equal/far,Chinese,天空
False,equal/far,Chinese,藍色
False,equal/far,Chinese,你选那个色块
False,closer/close,Chinese,暗淡的
False,closer/close,Chinese,不明艳的花
False,closer/close,Chinese,最亮的
False,closer/close,Chinese,水泥
False,closer/close,Chinese,最黯淡的
False,further/split,Chinese,最亮的
False,further/split,Chinese,最艳丽的
False,closer/close,Chinese,最黯淡的
False,further/split,Chinese,阳光
False,further/split,Chinese,芒果
False,further/split,Chinese,水泥
False,further/split,Chinese,荧光
False,equal/far,Chinese,基佬
False,closer/close,Chinese,军队
True,further/split,Chinese,更黯淡的草地
False,equal/far,Chinese,海
False,further/split,Chinese,不繁茂的草地
False,further/split,Chinese,海
False,equal/far,Chinese,水泥
False,equal/far,Chinese,阴天
False,equal/far,Chinese,阴天
False,further/split,Chinese,？？？红色的阴天
False,equal/far,Chinese,花
False,closer/close,Chinese,= =
False,closer/close,Chinese,阴天
False,closer/close,Chinese,您在乱选吗
False,equal/far,Chinese,军队
False,closer/close,Chinese,喂。。。
False,closer/close,Chinese,我还没说你选啥啊
False,equal/far,Chinese,excuse me
False,further/split,Chinese,草地
False,further/split,Chinese,花
False,closer/close,Chinese,明亮
False,closer/close,Chinese,黯淡
False,further/split,Chinese,阴天
False,closer/close,Chinese,阴天
False,equal/far,Chinese,地
False,equal/far,Chinese,基佬
False,further/split,Chinese,湖水
False,equal/far,Chinese,海
False,closer/close,Chinese,黯淡
False,further/split,Chinese,大妈
False,equal/far,Chinese,赭石
False,equal/far,Chinese,军队
False,equal/far,Chinese,香蕉
False,further/split,Chinese,天
False,further/split,Chinese,阴天
False,closer/close,Chinese,大妈
False,equal/far,Chinese,天
False,equal/far,Chinese,草地
False,further/split,Chinese,深海
False,closer/close,Chinese,淡
False,equal/far,Chinese, 叶
False,equal/far,Chinese,叶色
False,equal/far,Chinese,?
False,equal/far,Chinese, 猜到????
False,further/split,Chinese,深绿？紫色？鲜绿？
False,further/split,Chinese,浅
True,further/split,Chinese,比较鲜的？
False,further/split,Chinese,是
False,closer/close,Chinese, 葡萄
False,closer/close,Chinese,接近蓝
False,further/split,Chinese, 粉
True,further/split,Chinese,比较接近红？
False,further/split,Chinese,是
False,closer/close,Chinese,咖啡
False,equal/far,Chinese, 葡萄
False,further/split,Chinese,灰色
False,equal/far,Chinese,咖啡
False,equal/far,Chinese,灰色？
False,further/split,Chinese, 树
False,equal/far,Chinese,灰
False,equal/far,Chinese,这里好像没有灰
False,equal/far,Chinese,暗淡
False,further/split,Chinese,暗淡灰
True,further/split,Chinese,比较蓝的那个？
False,further/split,Chinese, 不是棕色
False,equal/far,Chinese,金
False,equal/far,Chinese,淡紫色
False,equal/far,Chinese,橙
False,further/split,Chinese,浅绿
False,further/split,Chinese,不明亮
False,equal/far,Chinese,绿
False,closer/close,Chinese, 紫
False,further/split,Chinese,灰
False,further/split,Chinese,粉色紫色
False,equal/far,Chinese,灰
False,further/split,Chinese,绿
False,further/split,Chinese,明亮的紫
False,closer/close,Chinese,灰
False,further/split,Chinese,淡黄
False,closer/close,Chinese, 咖啡
False,further/split,Chinese,绿
False,closer/close,Chinese,淡紫
False,equal/far,Chinese, 粉
False,equal/far,Chinese,红
False,equal/far,Chinese,红？
False,closer/close,Chinese,棕色
False,closer/close,Chinese,鲜绿
False,further/split,Chinese,昏暗的绿
False,further/split,Chinese,深还是浅？
False,further/split,Chinese,浅
False,further/split,Chinese,鲜还是不鲜？
False,further/split,Chinese,不鲜
False,equal/far,Chinese,橙
False,closer/close,Chinese,最亮的绿
False,equal/far,Chinese,灰
False,closer/close,Chinese,明亮的紫
False,equal/far,Chinese,绿
False,further/split,Chinese,棕
False,closer/close,Chinese,亮
False,closer/close,Chinese,粉
False,closer/close,Chinese, 灰
False,closer/close,Chinese,昏暗
False,closer/close,Chinese,最暗
False,closer/close,Chinese,接近蓝或绿？
False,closer/close,Chinese,绿
False,closer/close,Chinese,紫
False,equal/far,Chinese,昏暗的绿
False,closer/close,Chinese,紫
True,closer/close,Chinese,比较偏红还是不偏红？
False,closer/close,Chinese,不偏红
False,equal/far,Chinese,橙
False,equal/far,Chinese,蓝色
False,further/split,Chinese,淡紫
False,equal/far,Chinese,明亮
False,equal/far,Chinese,紫
False,closer/close,Chinese, 浅绿色，不亮
True,closer/close,Chinese,比较接近土色的那个？
False,closer/close,Chinese, 是
False,further/split,Chinese, 淡紫
False,further/split,Chinese,蓝
False,equal/far,Chinese,红
False,equal/far,Chinese,绿色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,灰色
False,further/split,Chinese,紫色
False,equal/far,Chinese,绿色
False,further/split,Chinese,绿色
False,further/split,Chinese,深绿色
False,closer/close,Chinese,蓝色
False,further/split,Chinese,深绿色
False,further/split,Chinese,灰色
False,closer/close,Chinese,绿灰色
False,further/split,Chinese,绿色
False,closer/close,Chinese,亮粉色
False,closer/close,Chinese,亮绿色
False,closer/close,Chinese,浅褐色
False,equal/far,Chinese,黄色
False,further/split,Chinese,绿色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,红紫色
False,further/split,Chinese,蓝色
False,equal/far,Chinese,橙色
False,equal/far,Chinese,  什麼 那一個
False,equal/far,Chinese,红
False,further/split,Chinese,绿色
False,closer/close,Chinese,浅紫色
False,further/split,Chinese,灰色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,深绿色
False,equal/far,Chinese,灰色
False,further/split,Chinese,黄色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,浅紫色
False,further/split,Chinese,紫色
False,closer/close,Chinese,灰色灰色
False,further/split,Chinese,蓝色 -- 浅
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,灰色
False,further/split,Chinese,灰色 
False,closer/close,Chinese,蓝色 浅
False,closer/close,Chinese,浅紫色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,紫色
False,further/split,Chinese,浅蓝色
False,closer/close,Chinese,深绿色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,橙色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,亮粉色
False,closer/close,Chinese,你好
False,closer/close,Chinese,你好
False,closer/close,Chinese,我准备好了
False,closer/close,Chinese,好的
False,closer/close,Chinese,這三個顏色 算是植物色系
False,closer/close,Chinese,是最显亮那个吗？
False,closer/close,Chinese,從暗到亮
False,closer/close,Chinese,左邊那個
False,closer/close,Chinese,是最不顯亮的
False,closer/close,Chinese,我这边和你的排列不一样
False,closer/close,Chinese,喔 對 抱歉
False,closer/close,Chinese,最不顯亮的那個
False,closer/close,Chinese,没关系
False,closer/close,Chinese,跟另外兩個色系不同
False,closer/close,Chinese,带大地色吗？
False,closer/close,Chinese,是
False,equal/far,Chinese,這顏色 是灰階的
False,equal/far,Chinese,紫色？
False,equal/far,Chinese,不是
False,equal/far,Chinese,是刚刚那个颜色吗？
False,equal/far,Chinese,不是
False,further/split,Chinese,接近肉色
False,further/split,Chinese,不紅也不紫
False,further/split,Chinese,我這樣有違規嗎？
False,further/split,Chinese,较浅的吗？
False,further/split,Chinese,没有
False,further/split,Chinese,你可以说出颜色没关系
False,further/split,Chinese,肉色
False,further/split,Chinese,接近橘色
False,further/split,Chinese,是较浅的还是较深？
False,further/split,Chinese,較淺
False,further/split,Chinese,很亮的綠
False,further/split,Chinese,带蓝是吧？
False,further/split,Chinese,完全不藍
False,further/split,Chinese,就是綠到不能再綠
False,closer/close,Chinese,這有難度..
False,closer/close,Chinese,哈哈
False,closer/close,Chinese,桃紫
True,closer/close,Chinese,比較深一點點
False,closer/close,Chinese,喔不對！
True,closer/close,Chinese,比較淺一點點 抱歉
False,equal/far,Chinese,亮桃色
False,further/split,Chinese,天灰灰的顏色
False,further/split,Chinese,不是藍 也不是橘
False,equal/far,Chinese,真可惜 哈哈
False,equal/far,Chinese,藍色
False,equal/far,Chinese,抱歉
False,closer/close,Chinese,都是綠
True,closer/close,Chinese,然後 比較飽和
False,closer/close,Chinese,額
True,closer/close,Chinese,比較不飽和
False,closer/close,Chinese,是最深那个吗？
False,closer/close,Chinese,不是
False,closer/close,Chinese,带蓝吗？
False,closer/close,Chinese,也不是大地
False,closer/close,Chinese,好难哈哈
False,closer/close,Chinese,這個很綠
False,further/split,Chinese,還有四十輪
False,further/split,Chinese,額
False,further/split,Chinese,墨綠
False,further/split,Chinese,有點藍 有點綠
False,further/split,Chinese,很綠 亮亮的
