success,Condition,Language,roundid
true,equal/far,English,3000-6.27
true,equal/far,English,3000-6.28
true,further/split,English,3000-6.29
true,further/split,English,3000-6.3
true,further/split,English,3000-6.30
true,further/split,English,3000-6.31
true,closer/close,English,3000-6.32
true,equal/far,English,3000-6.33
true,equal/far,English,3000-6.34
true,closer/close,English,3000-6.35
true,closer/close,English,3000-6.36
true,further/split,English,3000-6.37
false,further/split,English,3000-6.38
true,closer/close,English,3000-6.39
true,closer/close,English,3000-6.4
true,equal/far,English,3000-6.40
true,equal/far,English,3000-6.41
true,equal/far,English,3000-6.42
true,equal/far,English,3000-6.43
true,further/split,English,3000-6.44
true,closer/close,English,3000-6.45
false,equal/far,English,3000-6.46
true,closer/close,English,3000-6.47
false,further/split,English,3000-6.49
true,further/split,English,3000-6.5
false,closer/close,English,3000-6.50
true,further/split,English,3000-6.6
true,further/split,English,3000-6.7
true,further/split,English,3000-6.8
true,closer/close,English,3012-6.1
true,closer/close,English,3012-6.10
true,closer/close,English,3012-6.11
true,further/split,English,3012-6.12
true,equal/far,English,3012-6.13
true,further/split,English,3012-6.14
true,equal/far,English,3012-6.15
true,equal/far,English,3012-6.16
true,equal/far,English,3012-6.17
true,closer/close,English,3012-6.18
true,equal/far,English,3012-6.19
true,further/split,English,3012-6.2
true,further/split,English,3012-6.20
true,equal/far,English,3012-6.21
true,equal/far,English,3012-6.22
true,closer/close,English,3012-6.23
true,closer/close,English,3012-6.24
true,further/split,English,3012-6.25
true,equal/far,English,3012-6.26
false,further/split,English,3012-6.27
true,closer/close,English,3012-6.28
true,further/split,English,3012-6.29
true,equal/far,English,3012-6.3
true,closer/close,English,3012-6.30
true,equal/far,English,3012-6.31
true,further/split,English,3012-6.32
true,further/split,English,3012-6.33
true,further/split,English,3012-6.34
true,equal/far,English,3012-6.35
true,closer/close,English,3012-6.36
true,closer/close,English,3012-6.37
true,closer/close,English,3012-6.39
true,closer/close,English,3012-6.4
false,equal/far,English,3012-6.40
true,equal/far,English,3012-6.41
true,closer/close,English,3012-6.42
true,further/split,English,3012-6.43
true,equal/far,English,3012-6.44
true,equal/far,English,3012-6.45
true,further/split,English,3012-6.46
true,closer/close,English,3012-6.47
true,equal/far,English,3012-6.48
true,further/split,English,3012-6.49
true,closer/close,English,3012-6.5
true,further/split,English,3012-6.50
true,further/split,English,3012-6.6
true,further/split,English,3012-6.7
true,closer/close,English,3012-6.8
true,equal/far,English,3014-a.1
false,further/split,English,3014-a.10
true,closer/close,English,3014-a.11
true,closer/close,English,3014-a.12
false,closer/close,English,3014-a.13
true,further/split,English,3014-a.14
true,further/split,English,3014-a.15
true,equal/far,English,3014-a.16
true,closer/close,English,3014-a.17
true,equal/far,English,3014-a.18
true,further/split,English,3014-a.19
true,equal/far,English,3014-a.2
true,further/split,English,3014-a.20
true,equal/far,English,3014-a.21
true,closer/close,English,3014-a.22
true,further/split,English,3014-a.23
true,equal/far,English,3014-a.24
true,closer/close,English,3014-a.25
true,further/split,English,3014-a.26
true,equal/far,English,3014-a.27
true,closer/close,English,3014-a.28
true,equal/far,English,3014-a.29
true,closer/close,English,3014-a.3
true,closer/close,English,3014-a.30
true,further/split,English,3014-a.31
true,closer/close,English,3014-a.32
true,further/split,English,3014-a.33
true,further/split,English,3014-a.34
true,closer/close,English,3014-a.35
true,further/split,English,3014-a.36
true,further/split,English,3014-a.37
true,equal/far,English,3014-a.38
true,equal/far,English,3014-a.39
true,equal/far,English,3014-a.4
true,closer/close,English,3014-a.40
true,closer/close,English,3014-a.41
true,equal/far,English,3014-a.42
true,closer/close,English,3014-a.43
true,further/split,English,3014-a.44
true,closer/close,English,3014-a.45
true,equal/far,English,3014-a.46
true,further/split,English,3014-a.47
true,equal/far,English,3014-a.48
true,further/split,English,3014-a.49
true,closer/close,English,3014-a.5
true,equal/far,English,3014-a.50
true,equal/far,English,3014-a.6
true,further/split,English,3014-a.7
true,closer/close,English,3014-a.8
true,further/split,English,3014-a.9
false,further/split,English,3016-d.1
true,further/split,English,3016-d.10
true,further/split,English,3016-d.12
true,closer/close,English,3016-d.13
true,further/split,English,3016-d.14
true,further/split,English,3016-d.15
true,equal/far,English,3016-d.16
true,equal/far,English,3016-d.17
true,closer/close,English,3016-d.18
true,equal/far,English,3016-d.19
true,equal/far,English,3016-d.2
false,further/split,English,3016-d.20
true,closer/close,English,3016-d.21
true,equal/far,English,3016-d.22
true,equal/far,English,3016-d.23
true,further/split,English,3016-d.24
true,further/split,English,3016-d.25
true,closer/close,English,3016-d.26
true,closer/close,English,3016-d.27
true,further/split,English,3016-d.28
true,equal/far,English,3016-d.29
true,further/split,English,3016-d.3
true,further/split,English,3016-d.30
true,closer/close,English,3016-d.31
true,equal/far,English,3016-d.32
true,equal/far,English,3016-d.33
true,closer/close,English,3016-d.34
true,further/split,English,3016-d.35
true,equal/far,English,3016-d.36
true,equal/far,English,3016-d.37
false,closer/close,English,3016-d.38
true,further/split,English,3016-d.39
true,further/split,English,3016-d.4
false,further/split,English,3016-d.40
true,equal/far,English,3016-d.41
false,closer/close,English,3016-d.42
true,closer/close,English,3016-d.43
true,equal/far,English,3016-d.44
true,equal/far,English,3016-d.45
true,closer/close,English,3016-d.46
true,equal/far,English,3016-d.47
true,further/split,English,3016-d.48
false,closer/close,English,3016-d.49
false,closer/close,English,3016-d.50
true,closer/close,English,3016-d.6
true,closer/close,English,3016-d.7
true,closer/close,English,3016-d.8
true,equal/far,English,3016-d.9
true,equal/far,English,3027-6.1
true,closer/close,English,3027-6.10
true,equal/far,English,3027-6.11
true,equal/far,English,3027-6.12
true,equal/far,English,3027-6.13
true,equal/far,English,3027-6.14
true,further/split,English,3027-6.15
true,equal/far,English,3027-6.16
true,closer/close,English,3027-6.17
true,closer/close,English,3027-6.18
true,equal/far,English,3027-6.19
true,equal/far,English,3027-6.2
true,equal/far,English,3027-6.20
false,closer/close,English,3027-6.21
true,equal/far,English,3027-6.22
true,equal/far,English,3027-6.23
true,further/split,English,3027-6.24
true,equal/far,English,3027-6.25
true,further/split,English,3027-6.26
true,equal/far,English,3027-6.27
true,closer/close,English,3027-6.28
true,closer/close,English,3027-6.29
true,further/split,English,3027-6.3
true,further/split,English,3027-6.30
true,further/split,English,3027-6.31
true,equal/far,English,3027-6.32
true,further/split,English,3027-6.33
true,further/split,English,3027-6.34
true,further/split,English,3027-6.35
true,further/split,English,3027-6.36
true,closer/close,English,3027-6.37
true,equal/far,English,3027-6.38
true,further/split,English,3027-6.39
true,further/split,English,3027-6.4
true,closer/close,English,3027-6.40
true,closer/close,English,3027-6.41
true,equal/far,English,3027-6.42
true,further/split,English,3027-6.43
true,further/split,English,3027-6.44
true,further/split,English,3027-6.45
true,further/split,English,3027-6.46
true,closer/close,English,3027-6.47
true,closer/close,English,3027-6.48
true,further/split,English,3027-6.49
true,equal/far,English,3027-6.5
true,closer/close,English,3027-6.50
true,closer/close,English,3027-6.6
true,closer/close,English,3027-6.7
true,closer/close,English,3027-6.8
true,closer/close,English,3027-6.9
true,closer/close,English,3028-b.1
true,closer/close,English,3028-b.10
true,equal/far,English,3028-b.11
false,closer/close,English,3028-b.12
true,closer/close,English,3028-b.13
true,equal/far,English,3028-b.14
true,further/split,English,3028-b.15
true,closer/close,English,3028-b.16
true,closer/close,English,3028-b.17
true,equal/far,English,3028-b.18
true,closer/close,English,3028-b.19
true,equal/far,English,3028-b.2
true,further/split,English,3028-b.20
true,equal/far,English,3028-b.21
true,further/split,English,3028-b.22
true,equal/far,English,3028-b.23
true,further/split,English,3028-b.24
true,equal/far,English,3028-b.25
true,further/split,English,3028-b.26
true,equal/far,English,3028-b.27
true,further/split,English,3028-b.28
true,further/split,English,3028-b.29
false,closer/close,English,3028-b.3
true,equal/far,English,3028-b.30
true,further/split,English,3028-b.31
true,closer/close,English,3028-b.32
true,closer/close,English,3028-b.33
true,closer/close,English,3028-b.34
true,further/split,English,3028-b.35
true,equal/far,English,3028-b.36
true,further/split,English,3028-b.37
true,closer/close,English,3028-b.38
true,equal/far,English,3028-b.39
false,further/split,English,3028-b.4
true,equal/far,English,3028-b.40
true,equal/far,English,3028-b.41
false,equal/far,English,3028-b.42
true,closer/close,English,3028-b.43
true,closer/close,English,3028-b.44
true,equal/far,English,3028-b.45
true,further/split,English,3028-b.46
true,equal/far,English,3028-b.47
true,further/split,English,3028-b.48
true,closer/close,English,3028-b.49
true,further/split,English,3028-b.5
true,further/split,English,3028-b.50
true,further/split,English,3028-b.6
true,closer/close,English,3028-b.7
true,further/split,English,3028-b.8
true,equal/far,English,3028-b.9
true,further/split,English,3029-f.1
true,equal/far,English,3029-f.10
true,further/split,English,3029-f.11
true,closer/close,English,3029-f.12
true,closer/close,English,3029-f.13
true,equal/far,English,3029-f.14
true,equal/far,English,3029-f.15
true,closer/close,English,3029-f.16
true,equal/far,English,3029-f.17
true,further/split,English,3029-f.18
true,further/split,English,3029-f.19
true,further/split,English,3029-f.2
true,closer/close,English,3029-f.20
true,equal/far,English,3029-f.21
true,equal/far,English,3029-f.22
true,further/split,English,3029-f.23
true,equal/far,English,3029-f.24
true,closer/close,English,3029-f.25
true,equal/far,English,3029-f.26
true,closer/close,English,3029-f.27
true,closer/close,English,3029-f.28
true,further/split,English,3029-f.29
true,further/split,English,3029-f.3
true,equal/far,English,3029-f.30
true,further/split,English,3029-f.31
true,closer/close,English,3029-f.32
true,further/split,English,3029-f.33
true,closer/close,English,3029-f.34
true,closer/close,English,3029-f.35
true,closer/close,English,3029-f.36
true,equal/far,English,3029-f.37
true,further/split,English,3029-f.38
true,equal/far,English,3029-f.39
true,further/split,English,3029-f.4
true,further/split,English,3029-f.40
true,equal/far,English,3029-f.41
true,further/split,English,3029-f.42
true,closer/close,English,3029-f.43
true,further/split,English,3029-f.44
true,further/split,English,3029-f.45
true,equal/far,English,3029-f.46
true,equal/far,English,3029-f.47
true,further/split,English,3029-f.48
true,equal/far,English,3029-f.49
true,closer/close,English,3029-f.5
true,closer/close,English,3029-f.50
true,closer/close,English,3029-f.6
true,equal/far,English,3029-f.7
true,closer/close,English,3029-f.8
true,closer/close,English,3029-f.9
false,closer/close,English,3035-8.1
false,closer/close,English,3035-8.10
true,equal/far,English,3035-8.11
false,closer/close,English,3035-8.12
false,equal/far,English,3035-8.13
false,closer/close,English,3035-8.14
false,closer/close,English,3035-8.15
false,equal/far,English,3035-8.16
true,closer/close,English,3035-8.17
true,closer/close,English,3035-8.18
false,further/split,English,3035-8.19
false,further/split,English,3035-8.2
true,further/split,English,3035-8.20
true,further/split,English,3035-8.21
true,equal/far,English,3035-8.22
false,further/split,English,3035-8.23
true,equal/far,English,3035-8.24
true,further/split,English,3035-8.25
true,equal/far,English,3035-8.26
true,further/split,English,3035-8.27
true,equal/far,English,3035-8.28
true,equal/far,English,3035-8.29
true,further/split,English,3035-8.3
true,further/split,English,3035-8.30
false,closer/close,English,3035-8.31
true,closer/close,English,3035-8.32
true,further/split,English,3035-8.33
true,equal/far,English,3035-8.34
true,closer/close,English,3035-8.35
true,closer/close,English,3035-8.36
true,closer/close,English,3035-8.37
true,closer/close,English,3035-8.38
true,further/split,English,3035-8.39
false,equal/far,English,3035-8.4
true,equal/far,English,3035-8.40
true,further/split,English,3035-8.41
true,equal/far,English,3035-8.42
true,further/split,English,3035-8.43
true,further/split,English,3035-8.44
true,further/split,English,3035-8.45
true,equal/far,English,3035-8.46
true,closer/close,English,3035-8.47
true,closer/close,English,3035-8.48
false,further/split,English,3035-8.49
true,equal/far,English,3035-8.5
true,equal/far,English,3035-8.50
true,further/split,English,3035-8.6
true,closer/close,English,3035-8.7
true,closer/close,English,3035-8.8
true,equal/far,English,3035-8.9
true,further/split,English,3043-1.1
false,further/split,English,3043-1.10
true,equal/far,English,3043-1.11
false,closer/close,English,3043-1.12
true,equal/far,English,3043-1.13
true,further/split,English,3043-1.14
true,closer/close,English,3043-1.15
true,further/split,English,3043-1.16
true,closer/close,English,3043-1.17
true,equal/far,English,3043-1.18
true,further/split,English,3043-1.19
true,equal/far,English,3043-1.2
true,further/split,English,3043-1.20
true,equal/far,English,3043-1.21
true,equal/far,English,3043-1.22
true,closer/close,English,3043-1.23
true,further/split,English,3043-1.24
true,closer/close,English,3043-1.25
true,further/split,English,3043-1.26
true,further/split,English,3043-1.27
true,equal/far,English,3043-1.28
true,closer/close,English,3043-1.29
true,further/split,English,3043-1.3
false,closer/close,English,3043-1.30
true,equal/far,English,3043-1.31
true,closer/close,English,3043-1.32
true,closer/close,English,3043-1.33
true,closer/close,English,3043-1.34
true,equal/far,English,3043-1.35
true,equal/far,English,3043-1.36
true,equal/far,English,3043-1.37
true,further/split,English,3043-1.38
true,closer/close,English,3043-1.39
true,further/split,English,3043-1.4
true,equal/far,English,3043-1.40
true,further/split,English,3043-1.41
true,closer/close,English,3043-1.42
true,closer/close,English,3043-1.43
true,further/split,English,3043-1.44
true,further/split,English,3043-1.45
true,equal/far,English,3043-1.46
true,equal/far,English,3043-1.47
true,closer/close,English,3043-1.48
true,equal/far,English,3043-1.49
true,equal/far,English,3043-1.5
false,equal/far,English,3043-1.50
true,closer/close,English,3043-1.6
true,closer/close,English,3043-1.7
true,further/split,English,3043-1.8
true,further/split,English,3043-1.9
true,further/split,English,3044-f.1
true,closer/close,English,3044-f.10
true,closer/close,English,3044-f.11
true,equal/far,English,3044-f.12
true,closer/close,English,3044-f.13
true,further/split,English,3044-f.14
true,equal/far,English,3044-f.15
true,further/split,English,3044-f.16
true,further/split,English,3044-f.17
true,further/split,English,3044-f.18
true,closer/close,English,3044-f.19
true,closer/close,English,3044-f.2
true,closer/close,English,3044-f.20
true,closer/close,English,3044-f.21
true,equal/far,English,3044-f.22
true,further/split,English,3044-f.23
true,closer/close,English,3044-f.24
true,equal/far,English,3044-f.25
true,closer/close,English,3044-f.26
true,closer/close,English,3044-f.27
true,further/split,English,3044-f.28
true,further/split,English,3044-f.29
true,closer/close,English,3044-f.3
true,equal/far,English,3044-f.30
true,further/split,English,3044-f.31
true,further/split,English,3044-f.32
true,equal/far,English,3044-f.33
true,closer/close,English,3044-f.34
true,closer/close,English,3044-f.35
false,equal/far,English,3044-f.36
true,closer/close,English,3044-f.37
true,further/split,English,3044-f.38
true,equal/far,English,3044-f.39
true,further/split,English,3044-f.4
true,equal/far,English,3044-f.40
true,equal/far,English,3044-f.41
true,further/split,English,3044-f.42
true,equal/far,English,3044-f.43
true,equal/far,English,3044-f.44
false,closer/close,English,3044-f.45
true,further/split,English,3044-f.46
true,closer/close,English,3044-f.47
true,equal/far,English,3044-f.48
true,closer/close,English,3044-f.49
true,further/split,English,3044-f.5
true,equal/far,English,3044-f.50
true,equal/far,English,3044-f.6
false,further/split,English,3044-f.7
true,equal/far,English,3044-f.8
true,equal/far,English,3044-f.9
true,closer/close,English,3059-d.1
true,equal/far,English,3059-d.10
true,equal/far,English,3059-d.11
true,further/split,English,3059-d.12
true,further/split,English,3059-d.13
true,equal/far,English,3059-d.14
true,closer/close,English,3059-d.15
true,closer/close,English,3059-d.16
true,equal/far,English,3059-d.17
true,further/split,English,3059-d.18
true,further/split,English,3059-d.19
true,closer/close,English,3059-d.2
true,equal/far,English,3059-d.20
true,closer/close,English,3059-d.21
false,equal/far,English,3059-d.22
false,closer/close,English,3059-d.23
false,further/split,English,3059-d.24
true,equal/far,English,3059-d.25
true,closer/close,English,3059-d.26
true,further/split,English,3059-d.27
true,closer/close,English,3059-d.28
true,equal/far,English,3059-d.29
true,closer/close,English,3059-d.3
true,equal/far,English,3059-d.30
true,equal/far,English,3059-d.31
true,closer/close,English,3059-d.32
true,further/split,English,3059-d.33
true,equal/far,English,3059-d.34
true,further/split,English,3059-d.35
true,further/split,English,3059-d.36
true,further/split,English,3059-d.37
false,equal/far,English,3059-d.38
true,closer/close,English,3059-d.39
true,further/split,English,3059-d.4
true,equal/far,English,3059-d.40
true,closer/close,English,3059-d.41
true,equal/far,English,3059-d.42
true,equal/far,English,3059-d.43
true,further/split,English,3059-d.44
true,closer/close,English,3059-d.45
true,closer/close,English,3059-d.46
true,closer/close,English,3059-d.47
true,closer/close,English,3059-d.48
true,equal/far,English,3059-d.49
true,closer/close,English,3059-d.5
true,further/split,English,3059-d.50
false,further/split,English,3059-d.6
true,equal/far,English,3059-d.7
true,further/split,English,3059-d.8
true,further/split,English,3059-d.9
true,closer/close,English,3071-a.1
true,further/split,English,3071-a.10
true,further/split,English,3071-a.11
true,closer/close,English,3071-a.12
true,further/split,English,3071-a.13
true,equal/far,English,3071-a.14
true,further/split,English,3071-a.15
true,further/split,English,3071-a.16
true,equal/far,English,3071-a.17
false,closer/close,English,3071-a.18
true,closer/close,English,3071-a.19
true,closer/close,English,3071-a.2
true,equal/far,English,3071-a.20
true,equal/far,English,3071-a.21
true,closer/close,English,3071-a.22
false,further/split,English,3071-a.23
false,equal/far,English,3071-a.24
false,closer/close,English,3071-a.25
false,closer/close,English,3071-a.26
true,equal/far,English,3071-a.27
true,closer/close,English,3071-a.28
true,further/split,English,3071-a.29
true,further/split,English,3071-a.3
true,closer/close,English,3071-a.30
false,further/split,English,3071-a.31
true,closer/close,English,3071-a.32
true,equal/far,English,3071-a.33
true,closer/close,English,3071-a.34
true,equal/far,English,3071-a.35
true,closer/close,English,3071-a.36
true,equal/far,English,3071-a.37
true,further/split,English,3071-a.38
true,further/split,English,3071-a.39
true,closer/close,English,3071-a.4
true,equal/far,English,3071-a.40
true,equal/far,English,3071-a.41
true,further/split,English,3071-a.42
true,equal/far,English,3071-a.43
false,further/split,English,3071-a.44
false,closer/close,English,3071-a.45
true,further/split,English,3071-a.46
true,further/split,English,3071-a.47
true,equal/far,English,3071-a.48
true,equal/far,English,3071-a.49
true,further/split,English,3071-a.5
true,closer/close,English,3071-a.50
false,further/split,English,3071-a.6
false,closer/close,English,3071-a.7
true,equal/far,English,3071-a.8
true,equal/far,English,3071-a.9
false,further/split,English,3071-c.1
true,further/split,English,3071-c.10
true,equal/far,English,3071-c.12
true,closer/close,English,3071-c.13
false,closer/close,English,3071-c.14
false,equal/far,English,3071-c.15
true,further/split,English,3071-c.16
true,further/split,English,3071-c.17
true,equal/far,English,3071-c.18
false,further/split,English,3071-c.19
true,closer/close,English,3071-c.2
true,closer/close,English,3071-c.20
true,equal/far,English,3071-c.21
false,further/split,English,3071-c.22
false,further/split,English,3071-c.23
true,further/split,English,3071-c.24
true,closer/close,English,3071-c.25
true,closer/close,English,3071-c.26
true,equal/far,English,3071-c.27
true,equal/far,English,3071-c.28
false,further/split,English,3071-c.29
true,further/split,English,3071-c.3
true,closer/close,English,3071-c.30
false,further/split,English,3071-c.31
true,closer/close,English,3071-c.32
true,equal/far,English,3071-c.33
false,further/split,English,3071-c.34
true,further/split,English,3071-c.35
true,equal/far,English,3071-c.36
true,closer/close,English,3071-c.37
true,closer/close,English,3071-c.38
true,further/split,English,3071-c.39
true,equal/far,English,3071-c.4
false,further/split,English,3071-c.40
true,equal/far,English,3071-c.41
true,further/split,English,3071-c.42
true,closer/close,English,3071-c.43
false,equal/far,English,3071-c.44
false,closer/close,English,3071-c.45
true,equal/far,English,3071-c.46
true,closer/close,English,3071-c.47
true,equal/far,English,3071-c.48
true,equal/far,English,3071-c.49
true,equal/far,English,3071-c.5
false,closer/close,English,3071-c.50
true,further/split,English,3071-c.6
true,closer/close,English,3071-c.7
false,closer/close,English,3071-c.8
true,equal/far,English,3071-c.9
true,further/split,English,3099-1.1
true,closer/close,English,3099-1.10
true,further/split,English,3099-1.11
true,equal/far,English,3099-1.12
true,closer/close,English,3099-1.13
false,closer/close,English,3099-1.14
true,further/split,English,3099-1.15
true,closer/close,English,3099-1.16
true,closer/close,English,3099-1.17
true,further/split,English,3099-1.18
true,closer/close,English,3099-1.19
true,further/split,English,3099-1.2
true,further/split,English,3099-1.20
true,equal/far,English,3099-1.21
true,closer/close,English,3099-1.22
true,equal/far,English,3099-1.23
true,equal/far,English,3099-1.24
true,equal/far,English,3099-1.25
true,equal/far,English,3099-1.26
true,equal/far,English,3099-1.27
true,closer/close,English,3099-1.28
true,further/split,English,3099-1.29
true,equal/far,English,3099-1.3
true,further/split,English,3099-1.30
true,equal/far,English,3099-1.31
true,closer/close,English,3099-1.32
true,further/split,English,3099-1.33
true,equal/far,English,3099-1.34
true,closer/close,English,3099-1.35
true,closer/close,English,3099-1.36
true,equal/far,English,3099-1.37
false,closer/close,English,3099-1.38
true,further/split,English,3099-1.39
false,equal/far,English,3099-1.4
true,closer/close,English,3099-1.40
true,closer/close,English,3099-1.41
true,closer/close,English,3099-1.42
true,equal/far,English,3099-1.43
true,further/split,English,3099-1.44
true,equal/far,English,3099-1.45
true,equal/far,English,3099-1.46
true,further/split,English,3099-1.47
true,further/split,English,3099-1.48
true,further/split,English,3099-1.49
true,further/split,English,3099-1.5
true,further/split,English,3099-1.50
true,further/split,English,3099-1.6
true,closer/close,English,3099-1.7
true,equal/far,English,3099-1.8
true,closer/close,English,3099-1.9
true,equal/far,English,3103-3.1
true,further/split,English,3103-3.10
true,equal/far,English,3103-3.11
true,closer/close,English,3103-3.12
true,equal/far,English,3103-3.13
true,further/split,English,3103-3.14
true,closer/close,English,3103-3.15
true,further/split,English,3103-3.16
true,equal/far,English,3103-3.17
false,closer/close,English,3103-3.18
true,further/split,English,3103-3.19
true,closer/close,English,3103-3.2
true,further/split,English,3103-3.20
true,closer/close,English,3103-3.21
true,further/split,English,3103-3.22
true,further/split,English,3103-3.23
true,further/split,English,3103-3.24
true,closer/close,English,3103-3.25
true,closer/close,English,3103-3.26
true,further/split,English,3103-3.27
true,equal/far,English,3103-3.28
true,equal/far,English,3103-3.29
true,equal/far,English,3103-3.3
true,equal/far,English,3103-3.30
true,equal/far,English,3103-3.31
true,closer/close,English,3103-3.32
true,equal/far,English,3103-3.33
true,closer/close,English,3103-3.34
true,closer/close,English,3103-3.35
true,closer/close,English,3103-3.36
true,equal/far,English,3103-3.37
true,further/split,English,3103-3.38
true,equal/far,English,3103-3.39
true,equal/far,English,3103-3.4
true,equal/far,English,3103-3.40
true,equal/far,English,3103-3.41
true,further/split,English,3103-3.42
true,closer/close,English,3103-3.43
true,closer/close,English,3103-3.44
true,closer/close,English,3103-3.45
true,further/split,English,3103-3.46
true,further/split,English,3103-3.47
true,closer/close,English,3103-3.48
true,further/split,English,3103-3.49
false,closer/close,English,3103-3.5
true,further/split,English,3103-3.50
true,further/split,English,3103-3.6
true,equal/far,English,3103-3.8
true,further/split,English,3103-3.9
false,equal/far,English,3110-b.1
true,closer/close,English,3110-b.10
true,further/split,English,3110-b.11
true,further/split,English,3110-b.12
true,equal/far,English,3110-b.13
true,equal/far,English,3110-b.14
true,closer/close,English,3110-b.15
true,equal/far,English,3110-b.16
true,further/split,English,3110-b.17
true,equal/far,English,3110-b.18
true,further/split,English,3110-b.19
true,further/split,English,3110-b.2
true,further/split,English,3110-b.20
true,equal/far,English,3110-b.21
true,equal/far,English,3110-b.22
true,equal/far,English,3110-b.23
true,closer/close,English,3110-b.24
true,closer/close,English,3110-b.25
false,closer/close,English,3110-b.26
true,further/split,English,3110-b.27
true,equal/far,English,3110-b.28
true,closer/close,English,3110-b.29
true,equal/far,English,3110-b.3
true,equal/far,English,3110-b.30
true,further/split,English,3110-b.31
true,further/split,English,3110-b.32
true,further/split,English,3110-b.33
true,further/split,English,3110-b.34
true,closer/close,English,3110-b.35
true,equal/far,English,3110-b.36
true,further/split,English,3110-b.37
true,closer/close,English,3110-b.38
true,equal/far,English,3110-b.39
true,closer/close,English,3110-b.40
true,further/split,English,3110-b.41
true,equal/far,English,3110-b.42
true,closer/close,English,3110-b.43
true,closer/close,English,3110-b.44
true,closer/close,English,3110-b.45
true,closer/close,English,3110-b.46
false,closer/close,English,3110-b.47
true,equal/far,English,3110-b.48
true,further/split,English,3110-b.49
true,further/split,English,3110-b.5
true,further/split,English,3110-b.50
false,closer/close,English,3110-b.6
true,further/split,English,3110-b.7
true,equal/far,English,3110-b.8
true,closer/close,English,3110-b.9
true,equal/far,English,3111-d.1
true,equal/far,English,3111-d.10
true,further/split,English,3111-d.11
true,equal/far,English,3111-d.12
true,closer/close,English,3111-d.13
true,closer/close,English,3111-d.14
true,closer/close,English,3111-d.15
true,further/split,English,3111-d.16
true,closer/close,English,3111-d.17
true,equal/far,English,3111-d.18
true,closer/close,English,3111-d.19
true,equal/far,English,3111-d.2
true,further/split,English,3111-d.20
true,further/split,English,3111-d.21
true,equal/far,English,3111-d.22
true,equal/far,English,3111-d.23
true,equal/far,English,3111-d.24
true,further/split,English,3111-d.25
true,equal/far,English,3111-d.26
false,closer/close,English,3111-d.27
true,closer/close,English,3111-d.28
true,closer/close,English,3111-d.29
true,closer/close,English,3111-d.3
true,equal/far,English,3111-d.30
true,closer/close,English,3111-d.31
true,closer/close,English,3111-d.32
true,further/split,English,3111-d.33
true,further/split,English,3111-d.34
true,further/split,English,3111-d.35
true,equal/far,English,3111-d.36
true,further/split,English,3111-d.37
true,closer/close,English,3111-d.38
true,further/split,English,3111-d.39
true,closer/close,English,3111-d.4
true,further/split,English,3111-d.40
true,closer/close,English,3111-d.41
true,equal/far,English,3111-d.42
true,equal/far,English,3111-d.43
true,equal/far,English,3111-d.44
true,closer/close,English,3111-d.45
true,further/split,English,3111-d.46
true,closer/close,English,3111-d.47
true,further/split,English,3111-d.48
true,closer/close,English,3111-d.49
true,equal/far,English,3111-d.5
true,equal/far,English,3111-d.50
true,further/split,English,3111-d.6
true,further/split,English,3111-d.7
true,further/split,English,3111-d.8
true,equal/far,English,3111-d.9
true,closer/close,English,3112-8.1
true,equal/far,English,3112-8.10
true,further/split,English,3112-8.11
true,equal/far,English,3112-8.12
true,equal/far,English,3112-8.13
true,closer/close,English,3112-8.14
true,closer/close,English,3112-8.15
true,equal/far,English,3112-8.16
true,closer/close,English,3112-8.17
true,further/split,English,3112-8.18
true,closer/close,English,3112-8.19
true,further/split,English,3112-8.2
true,closer/close,English,3112-8.20
false,further/split,English,3112-8.21
true,further/split,English,3112-8.22
true,closer/close,English,3112-8.23
true,equal/far,English,3112-8.24
true,further/split,English,3112-8.25
true,equal/far,English,3112-8.26
true,equal/far,English,3112-8.27
true,equal/far,English,3112-8.28
true,closer/close,English,3112-8.29
true,equal/far,English,3112-8.3
true,closer/close,English,3112-8.30
true,further/split,English,3112-8.31
true,further/split,English,3112-8.32
true,closer/close,English,3112-8.33
true,closer/close,English,3112-8.34
true,equal/far,English,3112-8.35
true,closer/close,English,3112-8.36
true,equal/far,English,3112-8.37
true,equal/far,English,3112-8.38
true,further/split,English,3112-8.39
true,equal/far,English,3112-8.4
false,equal/far,English,3112-8.40
true,further/split,English,3112-8.41
true,further/split,English,3112-8.42
true,further/split,English,3112-8.43
true,closer/close,English,3112-8.44
true,further/split,English,3112-8.45
true,further/split,English,3112-8.46
true,closer/close,English,3112-8.47
true,equal/far,English,3112-8.48
true,closer/close,English,3112-8.49
true,further/split,English,3112-8.5
true,further/split,English,3112-8.50
true,equal/far,English,3112-8.6
true,closer/close,English,3112-8.7
true,further/split,English,3112-8.8
true,equal/far,English,3112-8.9
true,closer/close,English,3120-1.1
true,equal/far,English,3120-1.10
true,closer/close,English,3120-1.11
true,further/split,English,3120-1.12
true,further/split,English,3120-1.13
true,closer/close,English,3120-1.14
true,further/split,English,3120-1.15
true,equal/far,English,3120-1.16
false,closer/close,English,3120-1.17
false,further/split,English,3120-1.18
true,equal/far,English,3120-1.19
true,further/split,English,3120-1.2
true,closer/close,English,3120-1.20
true,further/split,English,3120-1.21
false,further/split,English,3120-1.22
true,closer/close,English,3120-1.23
true,closer/close,English,3120-1.24
true,further/split,English,3120-1.25
true,equal/far,English,3120-1.26
true,equal/far,English,3120-1.27
true,equal/far,English,3120-1.28
