,Usage,Condition,Language,Message
12690,0,further/split,English,The color is orange.
12691,1,further/split,English,The color is the darker shade of pink
12692,0,equal/far,English,The color is purple
12693,0,further/split,English,purple
12694,0,equal/far,English,blue
12695,0,equal/far,English,red
12696,0,closer/close,English,lightest shade of blue
12697,0,closer/close,English,lightest shade of clay
12698,0,further/split,English,blue
12699,0,further/split,English,darkest shade of pink
12700,0,further/split,English,gray that has some red in it
12701,0,equal/far,English,green
12702,0,closer/close,English,olive like color
12703,0,closer/close,English,dark pink
12704,0,closer/close,English,blue
12705,0,equal/far,English,red
12706,0,equal/far,English,pink
12707,0,further/split,English,green
12708,0,further/split,English,green
12709,0,equal/far,English,purple
12710,0,closer/close,English,medium shade of gray
12711,0,closer/close,English,light green
12712,0,equal/far,English,gold
12713,0,closer/close,English,lighest shade of purple
12714,0,closer/close,English,purple
12715,0,closer/close,English,medium shade of green/blue
12716,0,further/split,English,darkest shade of blue
12717,0,further/split,English,orange
12718,0,further/split,English,pink
12719,0,further/split,English,gray
12720,0,equal/far,English,purple
12721,0,further/split,English,shade of gray that has some red in it
12722,0,further/split,English,purple
12723,0,equal/far,English,blue
12724,0,closer/close,English,light shade of green
12725,0,further/split,English,light purple
12726,0,equal/far,English,dark blue
12727,0,closer/close,English,light purple
12728,0,equal/far,English,dark pink
12729,0,closer/close,English,medium purple
12730,0,further/split,English,purple
12731,0,closer/close,English,gray with red
12732,0,closer/close,English,regular with small amount of red
12733,0,closer/close,English,gray
12734,0,equal/far,English,green
12735,1,closer/close,English,gray/red the shade that has more red in it
12736,0,further/split,English,green
12737,0,closer/close,English,dark blue
12738,0,equal/far,English,purple
12739,0,equal/far,English,green
12740,0,closer/close,English,hi
12741,0,closer/close,English,the target is the color inbetween the two
12742,0,closer/close,English,its a light brownish color
12743,0,closer/close,English,this one is the medium purple color
12744,0,further/split,English,this one is the standard green
12745,1,closer/close,English,this one is the darker grey
12746,1,closer/close,English,"for this one, its the green that's more earthy"
12747,0,closer/close,English,like brownish green
12748,0,equal/far,English,the pink one
12749,0,closer/close,English,this is tough
12750,0,closer/close,English,this is like the
12751,0,closer/close,English,neon colored green
12752,0,equal/far,English,this one is the grey one
12753,0,closer/close,English,the target is the aquamarine type color
12754,0,equal/far,English,the yellow mustard one
12755,0,equal/far,English,this is the dark violet one
12756,0,further/split,English,this one is the bluish violet one
12757,0,equal/far,English,the hot pink one
12758,0,closer/close,English,the target is the aquamarine
12759,0,further/split,English,the target is the standard purple
12760,1,further/split,English,this one is the darker shade of green
12761,1,further/split,English,this one is the brighter orange
12762,0,closer/close,English,the target is the orange one
12763,0,closer/close,English,the target is the earthy grey one
12764,0,closer/close,English,the purplish or bluish
12765,0,closer/close,English,oh the brownish one
12766,0,further/split,English,the target is the grey color
12767,0,equal/far,English,the target is the yellowish color
12768,0,further/split,English,the target is bright green color
12769,1,closer/close,English,like the darker blue
12770,1,closer/close,English,duller or brighter
12771,1,closer/close,English,brighter
12772,0,closer/close,English,nice
12773,1,closer/close,English,this one is the duller yellowish green
12774,0,closer/close,English,this one is purple but its closer to blue
12775,0,further/split,English,the target is a light maroonish color
12776,0,further/split,English,red?
12777,0,further/split,English,no not red
12778,0,further/split,English,i see red purple and gray
12779,0,further/split,English,purple
12780,0,equal/far,English,hot pink
12781,0,equal/far,English,the blue one
12782,0,equal/far,English,the grey one
12783,1,closer/close,English,ok its purple but its the brighter one
12784,0,equal/far,English,the brown one
12785,0,further/split,English,ok its one of the two shades of brown but
12786,0,further/split,English,reddish or pinkish
12787,0,further/split,English,pinkish one
12788,0,equal/far,English,thanks for that
12789,0,equal/far,English,this one is the aquamarine type
12790,0,further/split,English,this one is the hot pink
12791,0,equal/far,English,the aquamarine-ish color
12792,1,equal/far,English,the bluer or greener
12793,1,equal/far,English,greener
12794,1,further/split,English,the brighter purple
12795,0,closer/close,English,its purple but not the dullest
12796,0,closer/close,English,good clue
12797,0,closer/close,English,thanks
12798,0,closer/close,English,this one is the orange one
12799,0,equal/far,English,the grey one
12800,0,further/split,English,this one is grey as well but its the purplish grey
12801,0,further/split,English,not the standard grey
12802,0,equal/far,English,this one is greenish blue
12803,1,closer/close,English,this one is the brighter purple
12804,0,closer/close,English,close to pink
12805,1,equal/far,English,this one is the duller shade of blue
12806,0,equal/far,English,green
12807,0,further/split,English,its one of the two greens but its the yellowish one
12808,0,further/split,English,this one is brown/tan
12809,1,closer/close,English,ok its in between the brighter blue and the duller blue
12810,0,equal/far,English,the red one
12811,1,further/split,English,the duller purple
12812,0,further/split,English,the red or puple
12813,0,further/split,English,red
12814,0,further/split,English,hot pink
12815,0,further/split,English,the purple
12816,0,further/split,English,good working with you
12817,0,equal/far,English,The brightest blue
12818,0,further/split,English,Dusty rose
12819,0,equal/far,English,Blue
12820,0,closer/close,English,Green
12821,0,equal/far,English,Olive
12822,0,equal/far,English,Yellow
12823,0,equal/far,English,gray
12824,0,closer/close,English,Almost a brown
12825,0,further/split,English,"Blue, brightest blue"
12826,0,further/split,English,green or olive
12827,1,closer/close,English,"bluest blue, darker and brighter than the other"
12828,0,equal/far,English,purple
12829,0,further/split,English,royal blue or royal purple
12830,0,closer/close,English,the pink that is most gray ish or heathered
12831,0,further/split,English,olive--almost
12832,0,further/split,English,dusky pink
12833,0,further/split,English,"halloween orange, brightest orange"
12834,0,further/split,English,olive
12835,0,equal/far,English,blue
12836,0,equal/far,English,green
12837,0,further/split,English,grayish blue
12838,0,equal/far,English,yellow
12839,0,closer/close,English,yellow green
12840,0,closer/close,English,bluest one
12841,0,further/split,English,pinky one
12842,0,further/split,English,pinky again
12843,0,equal/far,English,yellow
12844,1,closer/close,English,"dusty pink that's more subdued that the other, this is hard"
12845,1,closer/close,English,more gray maybe
12846,0,further/split,English,olive
12847,0,equal/far,English,blue
12848,1,closer/close,English,this color is more mustard than green to me
12849,1,further/split,English,brighter blue
12850,0,further/split,English,teal
12851,0,closer/close,English,green
12852,0,closer/close,English,orange
12853,0,equal/far,English,blue
12854,0,further/split,English,brown or mustard
12855,0,closer/close,English,"brightest one, looks yellow\"
12856,0,equal/far,English,orange
12857,0,equal/far,English,pink
12858,0,closer/close,English,most purple or red of the grays
12859,0,closer/close,English,The red that looks like a mix of the other two
12860,1,closer/close,English,"more red, not pink not orange"
12861,0,closer/close,English,olive
12862,0,equal/far,English,purple
12863,0,further/split,English,olive
12864,0,closer/close,English,I see gray
12865,0,equal/far,English,yellow
12866,0,further/split,English,green that isn't olive
12867,0,closer/close,English,Pinkest pink
12868,0,closer/close,English,Great job describing!
12869,0,further/split,English,You're doing awesome!
12870,0,further/split,English,This is hard.  To me the target is almost olive
12871,0,equal/far,English,pink
12872,0,equal/far,English,orange
12873,0,further/split,English,light brown
12874,0,further/split,English,lightest brown?
12875,0,further/split,English,yessir
12876,0,closer/close,English,dull purp
12877,0,closer/close,English,lightest orange
12878,0,equal/far,English,sky blue
12879,0,equal/far,English,lightest blue?
12880,0,equal/far,English,baby blue
12881,0,closer/close,English,dark grey
12882,0,equal/far,English,green
12883,0,closer/close,English,grey
12884,0,further/split,English,darkest blue
12885,0,closer/close,English,lime
12886,0,equal/far,English,purp
12887,0,closer/close,English,lime
12888,0,equal/far,English,reddish
12889,0,equal/far,English,brown
12890,0,further/split,English,pink
12891,0,equal/far,English,tan
12892,0,further/split,English,caca
12893,0,further/split,English,green
12894,0,equal/far,English,brown
12895,0,closer/close,English,light green
12896,0,closer/close,English,grey
12897,0,closer/close,English,medium green
12898,0,closer/close,English,neon
12899,0,equal/far,English,mustard
12900,0,further/split,English,light pink
12901,0,further/split,English,light blue
12902,0,closer/close,English,neon
12903,0,further/split,English,blue grey
12904,0,equal/far,English,pink
12905,0,further/split,English,purp
12906,0,closer/close,English,violet
12907,0,further/split,English,neon
12908,0,closer/close,English,neon
12909,0,closer/close,English,barney
12910,0,further/split,English,purp
12911,0,equal/far,English,dull green
12912,0,equal/far,English,pink
12913,0,closer/close,English,dull green
12914,1,closer/close,English,darker dull green or lighter dull green?
12915,0,closer/close,English,dark
12916,0,equal/far,English,dark blue
12917,0,equal/far,English,purp
12918,0,further/split,English,green
12919,0,further/split,English,blueish grey
12920,0,further/split,English,caca
12921,0,further/split,English,dull purp
12922,0,closer/close,English,pink
12923,0,equal/far,English,grey
12924,1,further/split,English,yeller
12925,0,closer/close,English,medium blue
12926,0,equal/far,English,neon
12927,0,closer/close,English,bright medium green.
12928,0,closer/close,English,purple
12929,0,closer/close,English,dark or light
12930,1,closer/close,English,the one with more red and less blue
12931,0,equal/far,English,pink
12932,0,equal/far,English,purple
12933,0,equal/far,English,brown
12934,0,closer/close,English,purple/blue
12935,0,further/split,English,blue purple
12936,0,equal/far,English,green
12937,0,closer/close,English,green
12938,0,equal/far,English,orange
12939,0,closer/close,English,pink
12940,0,equal/far,English,purple
12941,0,further/split,English,green gray
12942,0,further/split,English,purple
12943,0,further/split,English,brown
12944,0,equal/far,English,purple
12945,0,equal/far,English,red
12946,0,closer/close,English,blue white
12947,0,closer/close,English,purple gray
12948,0,closer/close,English,green pea soup
12949,0,closer/close,English,neon green not yellow
12950,0,closer/close,English,blue
12951,0,equal/far,English,pink
12952,0,further/split,English,green gray
12953,0,equal/far,English,blue
12954,0,closer/close,English,green gray
12955,0,closer/close,English,purple blue not blue
12956,0,further/split,English,pink
12957,0,further/split,English,pink
12958,0,further/split,English,plue
12959,0,further/split,English,blue
12960,0,further/split,English,pink
12961,0,closer/close,English,gray
12962,0,closer/close,English,neon pink
12963,0,equal/far,English,red
12964,0,further/split,English,green
12965,0,further/split,English,light orange
12966,0,closer/close,English,purple
12967,0,equal/far,English,gren
12968,0,equal/far,English,green
12969,0,equal/far,English,pink
12970,0,further/split,English,aqua
12971,0,equal/far,English,green
12972,0,further/split,English,yellow green
12973,0,further/split,English,pink
12974,0,further/split,English,purple
12975,0,equal/far,English,gray
12976,0,closer/close,English,bright pink
12977,0,closer/close,English,blue
12978,0,further/split,English,gray
12979,0,equal/far,English,orange
12980,0,further/split,English,fuscia
12981,0,further/split,English,grey
12982,1,closer/close,English,please hurry timer running out soon
12983,0,further/split,English,neon green
12984,0,closer/close,English,purple
12985,0,equal/far,English,yellow
12986,0,further/split,English,blue
12987,1,closer/close,English,lighter blue
12988,0,equal/far,English,blue
12989,0,further/split,English,yellow
12990,0,further/split,English,blue
12991,0,closer/close,English,purple
12992,0,further/split,English,"pink, not fuscia"
12993,0,closer/close,English,"blueish gray, not prple gray"
12994,0,closer/close,English,blue
12995,0,equal/far,English,gray
12996,0,equal/far,English,red
12997,0,equal/far,English,green
12998,0,equal/far,English,grrya
12999,0,equal/far,English,blue
13000,0,closer/close,English,pink
13001,0,equal/far,English,blue
13002,0,closer/close,English,"brightest green, not yellow"
13003,0,further/split,English,purple
13004,0,closer/close,English,aqua blue
13005,0,equal/far,English,mustard
13006,0,equal/far,English,blue
13007,0,further/split,English,green
13008,0,closer/close,English,dark green not grey
13009,1,further/split,English,"lighter green, not brownish"
13010,1,closer/close,English,"brighter green, not primary"
13011,0,closer/close,English,mint green
13012,0,equal/far,English,blue
13013,1,further/split,English,"brighter cornflower blue, not tiffany blue"
13014,0,further/split,English,blue
13015,0,equal/far,English,green
13016,0,equal/far,English,blue
13017,0,equal/far,English,purple
13018,0,closer/close,English,most blue
13019,0,further/split,English,blue
13020,0,equal/far,English,"red, not fuscia"
13021,0,equal/far,English,gray
13022,0,further/split,English,minty green
13023,0,closer/close,English,the MOST gray brown
13024,0,further/split,English,"brightest purple, not lightest"
13025,0,closer/close,English,most muted red
13026,0,further/split,English,aquaish
13027,0,further/split,English,"mustard, not oragne"
13028,0,equal/far,English,grey
13029,0,further/split,English,The target has a gray tint to it
13030,0,closer/close,English,It is the brightest
13031,1,closer/close,English,It is a bit duller than the other colors
13032,0,equal/far,English,dullest of colors
13033,0,further/split,English,bright like a canary bird
13034,0,equal/far,English,color of money
13035,0,closer/close,English,color of money again
13036,0,equal/far,English,color of a rainy day
13037,0,closer/close,English,color of sand
13038,0,further/split,English,grape color
13039,0,closer/close,English,it is royal like color
13040,0,equal/far,English,color of rainy day
13041,0,further/split,English,grape color
13042,0,closer/close,English,darkest of colors
13043,0,equal/far,English,it is a teal
13044,0,further/split,English,girls like the best
13045,1,equal/far,English,tennessee volunteer
13046,0,equal/far,English,like fruit orange
13047,0,equal/far,English,money
13048,0,further/split,English,not blue or orange
13049,0,equal/far,English,stop sign color
13050,0,closer/close,English,teal like
13051,0,further/split,English,purple like grape
13052,0,further/split,English,"it is the dullest, not teal"
13053,0,equal/far,English,rainy day
13054,0,further/split,English,kind of a purple tinge
13055,0,closer/close,English,rainy day
13056,0,equal/far,English,girls like baby color
13057,0,closer/close,English,brightest of green
13058,0,further/split,English,brighest of pink
13059,0,further/split,English,not bright of green
13060,0,further/split,English,bright blue
13061,0,equal/far,English,kiwi color
13062,0,further/split,English,purple
13063,0,further/split,English,colorful green
13064,0,further/split,English,middle bright blue
13065,1,closer/close,English,more green
13066,0,equal/far,English,teal
13067,0,equal/far,English,teal
13068,0,closer/close,English,middle purple color
13069,0,equal/far,English,orange
13070,0,closer/close,English,brightest
13071,0,closer/close,English,middle bright shade
13072,0,closer/close,English,rainy day
13073,0,equal/far,English,purple
13074,0,closer/close,English,puke green
13075,0,closer/close,English,brightest
13076,0,further/split,English,blue
13077,1,further/split,English,more mellow green
13078,0,equal/far,English,yellow
13079,0,closer/close,English,brightest hot pink
13080,0,equal/far,English,teal blue
13081,0,further/split,English,grey
13082,0,further/split,English,the brown looking one
13083,0,equal/far,English,the really blue one
13084,0,closer/close,English,the one that looks the most blue
13085,0,equal/far,English,the grey one
13086,0,further/split,English,the light blue one
13087,0,closer/close,English,the one that has the most blue in it?
13088,0,closer/close,English,the brightest blue
13089,0,equal/far,English,the green one
13090,1,closer/close,English,the darker blue one
13091,0,further/split,English,blue
13092,0,further/split,English,the reddish brown one
13093,0,closer/close,English,green
13094,0,closer/close,English,the dull purple
13095,0,closer/close,English,the color is a mix of blue and grey
13096,0,closer/close,English,is it almost purpleish?
13097,0,closer/close,English,no
13098,0,closer/close,English,the brightest green
13099,0,further/split,English,bright green
13100,0,further/split,English,pink
13101,0,closer/close,English,they greyish looking one
13102,1,closer/close,English,"I see dark green, brighter green, and a brownish color"
13103,0,closer/close,English,brown one you think?
13104,0,closer/close,English,yes
13105,0,equal/far,English,red
13106,1,further/split,English,nice work so far.  the lighter purple that isn't as bright
13107,0,further/split,English,the dull green
13108,0,closer/close,English,the blueish purple
13109,0,closer/close,English,blue
13110,0,equal/far,English,"nice, green"
13111,0,equal/far,English,the brown/green looking one
13112,0,equal/far,English,or gold?
13113,0,equal/far,English,orange
13114,0,further/split,English,grey
13115,0,equal/far,English,teal
13116,0,closer/close,English,"i see a purple, a reddish one, and a pinkish one... the pinkish one"
13117,0,equal/far,English,pink
13118,0,equal/far,English,glue
13119,0,equal/far,English,blue
13120,0,further/split,English,teal
13121,1,further/split,English,the lighter green
13122,0,further/split,English,bright
13123,0,closer/close,English,"i see gold, grey and a dull purple... the dull purple"
13124,0,equal/far,English,grey
13125,0,equal/far,English,grey
13126,0,further/split,English,blue
13127,0,further/split,English,I see two almost identical blue colors and a pink
13128,0,further/split,English,not pink
13129,1,further/split,English,one blue is sllightly lighter
13130,1,further/split,English,one looks more blue/purple... go with the blue one
13131,0,equal/far,English,purple
13132,0,further/split,English,purple
13133,0,further/split,English,"i see grey, teal, and a bright light blue... the bright light blue"
13134,0,equal/far,English,blue
13135,0,equal/far,English,green
13136,0,closer/close,English,"i see green, a yellow green, and a lime green... the lime green"
13137,0,further/split,English,blue
13138,0,further/split,English,the bright green
13139,0,closer/close,English,"i see a green one, its not that"
13140,0,closer/close,English,a light blue? it isn't that one
13141,0,equal/far,English,purple
13142,0,further/split,English,not purple
13143,1,further/split,English,"between the blues, the lighter colored one"
13144,0,closer/close,English,well its been fun.
13145,0,closer/close,English,"yes, thank you"
13146,1,closer/close,English,"not the darker green, not the yellow/green"
13147,0,equal/far,English,grey
13148,0,equal/far,English,red
13149,1,closer/close,English,uhhh darker grey
13150,0,closer/close,English,electric blue
13151,1,closer/close,English,brighter or darker
13152,0,closer/close,English,dark
13153,0,further/split,English,green
13154,0,further/split,English,light green
13155,0,further/split,English,blue-green or green-green
13156,0,further/split,English,greengreen
13157,1,further/split,English,darker green
13158,1,closer/close,English,darker green
13159,1,closer/close,English,more vibrant
13160,0,further/split,English,darkest blue
13161,0,equal/far,English,purple
13162,0,further/split,English,purple
13163,0,equal/far,English,blue
13164,0,further/split,English,greyish
13165,0,closer/close,English,most vibrant green
13166,0,further/split,English,brown
13167,0,equal/far,English,grey
13168,0,closer/close,English,dull greenish
13169,0,closer/close,English,slate
13170,0,closer/close,English,grey
13171,0,closer/close,English,brightest pink
13172,0,equal/far,English,"the dull one, not blue or pink"
13173,1,further/split,English,purple-ish darker pink
13174,0,further/split,English,"darkest blue, vibrant"
13175,0,further/split,English,grey pinkish tinge
13176,0,closer/close,English,most blue
13177,1,closer/close,English,darker or teal looking
13178,1,closer/close,English,darker
13179,0,equal/far,English,"blue, not teal"
13180,0,equal/far,English,red
13181,0,equal/far,English,brownish grey
13182,0,equal/far,English,blue
13183,1,further/split,English,darker pink
13184,0,further/split,English,vibrant or flat
13185,0,further/split,English,flat
13186,0,equal/far,English,teal
13187,0,further/split,English,greyest
13188,0,further/split,English,sort of yellowish
13189,0,closer/close,English,darkest olive
13190,0,closer/close,English,grey with slight blue tinge
13191,0,closer/close,English,"What I see is grey, blue, or dark brownish"
13192,0,closer/close,English,go with the grey one
13193,0,equal/far,English,pink
13194,0,equal/far,English,grey
13195,1,closer/close,English,darker more vibrant green
13196,0,closer/close,English,blueish purple
13197,0,further/split,English,pink
13198,1,further/split,English,darker purple
13199,1,further/split,English,the purple-grey or more flat purple
13200,1,further/split,English,ot's more vibrant on my end
13201,0,further/split,English,not the grey one
13202,0,closer/close,English,yellowest
13203,0,equal/far,English,green
13204,0,equal/far,English,grey
13205,0,further/split,English,grey
13206,0,closer/close,English,purpleish
13207,0,equal/far,English,green
13208,0,further/split,English,purple grey
13209,0,equal/far,English,red
13210,0,closer/close,English,yellowest
13211,0,closer/close,English,greyish flat
13212,0,further/split,English,blue
13213,1,closer/close,English,Click on the slightly more pastel purple
13214,0,further/split,English,Click on the bright blue
13215,0,equal/far,English,Click on the ash-grey
13216,0,equal/far,English,(not the blueish one)
13217,1,further/split,English,Click on the green that is more neon
13218,0,closer/close,English,Click on the brownish one
13219,0,closer/close,English,(not either of the greens)
13220,1,further/split,English,"Click on the brighter, more neon green"
13221,1,further/split,English,Click on the paler (not bright) pink
13222,1,closer/close,English,Click on the grey that is more red than it is blue
13223,0,closer/close,English,"Click on the dull, not-bright red color"
13224,0,further/split,English,"Click on the dull, mossy-yellow green"
13225,0,further/split,English,Click on the dull green
13226,0,further/split,English,Click on the grey that does not have a reddish tint
13227,0,closer/close,English,Click on the blue square
13228,0,further/split,English,Click on the bright blue
13229,0,closer/close,English,It's the medium dull green
13230,0,closer/close,English,Same as last time; dull not bright
13231,1,closer/close,English,It's the slightly brighter purple one
13232,0,equal/far,English,Tan
13233,0,closer/close,English,Dull purple
13234,0,equal/far,English,purple
13235,0,further/split,English,Purple
13236,0,equal/far,English,The teal one
13237,0,closer/close,English,"grey, non orange"
13238,0,equal/far,English,yellow
13239,0,equal/far,English,purple
13240,0,further/split,English,yellowish green
13241,0,equal/far,English,grey
13242,0,equal/far,English,purplish brown
13243,0,equal/far,English,blue
13244,0,equal/far,English,brown
13245,0,further/split,English,dull green
13246,0,closer/close,English,non-brown non-blue grey
13247,0,closer/close,English,Bright blue
13248,0,closer/close,English,Deep dull purple
13249,0,further/split,English,yellow
13250,0,closer/close,English,the non-yellow green
13251,0,equal/far,English,green
13252,0,closer/close,English,bright pink
13253,0,equal/far,English,dull green
13254,0,equal/far,English,non-reddish grey
13255,0,further/split,English,bright blue
13256,0,equal/far,English,yellow
13257,0,equal/far,English,green
13258,0,further/split,English,bright red
13259,0,equal/far,English,green
13260,0,closer/close,English,purple
13261,1,further/split,English,darker/brighter brown
13262,0,further/split,English,not the brown with a reddish tint
13263,0,further/split,English,grey-green
13264,0,equal/far,English,orange
13265,0,further/split,English,blue
13266,0,further/split,English,red
13267,0,equal/far,English,mustard
13268,0,closer/close,English,blue
13269,0,equal/far,English,blue
13270,0,further/split,English,dark purple
13271,0,closer/close,English,middle hue
13272,0,equal/far,English,purple
13273,0,equal/far,English,dark blue
13274,0,further/split,English,blue
13275,0,closer/close,English,brightest green
13276,0,closer/close,English,blue
13277,0,further/split,English,blue
13278,0,closer/close,English,middle hue
13279,0,equal/far,English,purple
13280,0,further/split,English,blue
13281,0,further/split,English,green
13282,0,further/split,English,blue
13283,0,equal/far,English,blue
13284,0,equal/far,English,purple
13285,0,equal/far,English,purple
13286,0,closer/close,English,darkest green
13287,0,equal/far,English,blue
13288,0,closer/close,English,dsrk brown
13289,0,equal/far,English,green
13290,0,further/split,English,purple
13291,0,further/split,English,bright purple
13292,0,further/split,English,dark green
13293,0,closer/close,English,bright purple
13294,0,closer/close,English,dark mustard
13295,0,further/split,English,bright green
13296,0,further/split,English,purple
13297,0,equal/far,English,blue
13298,1,further/split,English,lighter blue
13299,0,closer/close,English,light green
13300,0,closer/close,English,blue
13301,0,equal/far,English,green
13302,0,closer/close,English,dark
13303,0,further/split,English,dark
13304,0,equal/far,English,pink
13305,0,equal/far,English,red
13306,0,further/split,English,orange
13307,0,closer/close,English,gray
13308,0,equal/far,English,brown
13309,0,further/split,English,dark blue
13310,0,further/split,English,light blue
13311,0,closer/close,English,middle hue
13312,0,closer/close,English,middle hue
13313,0,closer/close,English,gray
13314,0,equal/far,English,green
13315,0,equal/far,English,red
13316,0,closer/close,English,Hey
13317,0,closer/close,English,the color to select is the one with the mid-level brightness
13318,0,closer/close,English,Sorry about that
13319,0,closer/close,English,"it's fine. this time, click the brightest pink"
13320,0,equal/far,English,pick the grayest green
13321,0,further/split,English,pick the lightest green
13322,0,further/split,English,pick the bright green
13323,0,equal/far,English,You don't need to say 'pick the'
13324,0,equal/far,English,Just the color :)
13325,0,equal/far,English,purple
13326,0,closer/close,English,green-gray
13327,0,further/split,English,blue
13328,0,equal/far,English,bright green
13329,0,closer/close,English,olive green
13330,0,equal/far,English,pink
13331,0,equal/far,English,gray
13332,0,closer/close,English,bright green
13333,0,equal/far,English,blue-gray
13334,1,closer/close,English,the lighter blue-green
13335,0,closer/close,English,nice
13336,1,closer/close,English,we are getting better
13337,1,closer/close,English,the darker blue-purple
13338,0,closer/close,English,with grey?
13339,0,closer/close,English,no
13340,0,equal/far,English,yellow
13341,0,closer/close,English,blue
13342,0,equal/far,English,gray-pink
13343,0,further/split,English,gray-green
13344,0,equal/far,English,bright green
13345,0,further/split,English,bright red
13346,0,further/split,English,light gray-purple
13347,0,further/split,English,bright green
13348,0,further/split,English,light sea-green
13349,0,further/split,English,pink
13350,0,closer/close,English,yellow
13351,0,further/split,English,yellow-green
13352,0,further/split,English,bright blue
13353,0,equal/far,English,purple
13354,0,further/split,English,light green
13355,0,further/split,English,blue (not the purple-blue)
13356,0,further/split,English,blue-purple
13357,0,closer/close,English,yellow-green
13358,0,further/split,English,the light green
13359,0,further/split,English,with yellow?
13360,0,further/split,English,yes
13361,0,closer/close,English,the grayish-red (the drabest one)
13362,0,equal/far,English,green
13363,0,equal/far,English,yellow
13364,0,equal/far,English,red
13365,0,equal/far,English,green
13366,0,equal/far,English,purple
13367,0,equal/far,English,red
13368,0,further/split,English,bright green
13369,0,closer/close,English,light brown
13370,0,closer/close,English,the slightly blue-ish green (the lightest color)
13371,0,closer/close,English,purple
13372,0,further/split,English,gray
13373,0,closer/close,English,"the medium green (not the fluorescent one, not the darkest one)"
13374,0,equal/far,English,Perfect
13375,0,equal/far,English,green
13376,0,closer/close,English,medium purple (not the gray-ish one)
13377,0,closer/close,English,Nice work teammate
13378,0,further/split,English,blue
13379,0,closer/close,English,green almost grass colored
13380,0,closer/close,English,blue/purple
13381,0,further/split,English,orange
13382,0,further/split,English,pinkish purple
13383,1,further/split,English,lighter purple
13384,1,further/split,English,More reddish purple or more pinky/magenta?
13385,1,further/split,English,more magenta?
13386,1,further/split,English,this one looks like a lighter green
13387,1,closer/close,English,darker purple
13388,0,equal/far,English,green screen green
13389,0,equal/far,English,Good one on the green!
13390,0,equal/far,English,Thanks lol
13391,1,equal/far,English,more greenish
13392,1,further/split,English,lighter blue
13393,1,closer/close,English,more grayish
13394,0,further/split,English,green
13395,0,equal/far,English,gray
13396,0,equal/far,English,yellow
13397,0,equal/far,English,pink
13398,0,closer/close,English,yellowish green
13399,0,further/split,English,orange
13400,0,closer/close,English,gray
13401,0,closer/close,English,blue
13402,0,equal/far,English,green
13403,0,closer/close,English,gray
13404,0,equal/far,English,purple
13405,0,closer/close,English,middle colored green
13406,0,equal/far,English,blue
13407,1,further/split,English,darker purple
13408,0,closer/close,English,green scree
13409,0,closer/close,English,n
13410,0,closer/close,English,grayish purple
13411,0,closer/close,English,brightest green
13412,0,further/split,English,yellow
13413,0,further/split,English,ish
13414,0,equal/far,English,blue
13415,1,closer/close,English,darker purple
13416,0,equal/far,English,green
13417,0,equal/far,English,olive
13418,0,equal/far,English,purple
13419,0,equal/far,English,gray
13420,0,equal/far,English,purple
13421,0,further/split,English,good one
13422,0,further/split,English,orange
13423,0,closer/close,English,Thanks your doing great
13424,0,closer/close,English,So are you!
13425,0,closer/close,English,greenish
13426,0,equal/far,English,blue
13427,0,equal/far,English,blue
13428,1,further/split,English,lighter orange
13429,1,further/split,English,greener blue
13430,0,further/split,English,gray
13431,0,further/split,English,gray
13432,0,equal/far,English,red
13433,0,equal/far,English,brownish
13434,0,closer/close,English,purpleish blue
13435,1,closer/close,English,darker purple
13436,0,further/split,English,olive green
13437,1,further/split,English,browner
13438,0,further/split,English,the sky is this color
13439,1,closer/close,English,ocean water that is beautiful is more like this color
13440,0,closer/close,English,this is a matt color and is also a lovely fragrance
13441,0,closer/close,English,is it one of the colors that are very similar?
13442,1,closer/close,English,it is a little lighter than one close to it
13443,0,closer/close,English,the sky looks this way during a storm
13444,0,closer/close,English,cement also resembles this solor
13445,0,closer/close,English,is it the same color as the text color in this box?
13446,0,closer/close,English,yes
13447,0,equal/far,English,during a storm the sky is this color
13448,0,further/split,English,bright color of the sun
13449,0,closer/close,English,dull color of the sun
13450,0,equal/far,English,christmas tree color
13451,0,closer/close,English,some call this williamsburg in home pain colors
13452,0,closer/close,English,paint
13453,0,closer/close,English,is it one of 2 really similar colors?
13454,1,closer/close,English,yes with more color in it
13455,0,further/split,English,stormy skies
13456,1,closer/close,English,of the two similar colors this one is more dull
13457,1,closer/close,English,darker of the 2 similar colors
13458,0,further/split,English,"sorry, thought I had it."
13459,1,further/split,English,thats ok - this one is more like a baby girl color
13460,1,further/split,English,the brighter or duller?
13461,1,further/split,English,brighter and darker
13462,0,equal/far,English,lilacs are this color
13463,0,equal/far,English,tcu cologe color - also barney is this color
13464,1,closer/close,English,more like stormy sky color
13465,0,closer/close,English,dull matt finish color of barney
13466,0,further/split,English,stormy skies
13467,0,equal/far,English,great guess!
13468,0,equal/far,English,thanks - thought it would've been the most grey.
13469,0,equal/far,English,matt and often called williamsburg
13470,0,further/split,English,stormy skies
13471,1,further/split,English,lighter stormy skies
13472,0,equal/far,English,"aah, that was tough"
13473,0,equal/far,English,my bad - sorry
13474,0,equal/far,English,it's fine!
13475,0,equal/far,English,stormy skies
13476,0,further/split,English,color of pool water
13477,0,equal/far,English,stormy skies
13478,0,further/split,English,sun
13479,0,further/split,English,mot west point colors but the other one
13480,0,further/split,English,not
13481,0,further/split,English,are you familiar
