Value,Condition,Language,Message
0,further/split,English,yellow
0,equal/far,English,purple
0,further/split,English,military green
0,further/split,English,military green
0,closer/close,English,middle lightest purple
0,closer/close,English,ye this one is hard for you
0,equal/far,English,sky blue
0,further/split,English,darke rpurple
1,further/split,English,darker purple *
0,closer/close,English,the only blue
0,closer/close,English,"lmao wtf, purple? I guess"
0,equal/far,English,closest to white
0,equal/far,English,lightest grey
0,equal/far,English,blue
0,equal/far,English,blue
0,closer/close,English,pink purple
0,closer/close,English,leaf green
0,equal/far,English,pinkish red
1,equal/far,English,darker blue
0,equal/far,English,"i see gray, red, and green"
0,equal/far,English,go with green
0,equal/far,English,gray
0,further/split,English,what colors do you see?
0,further/split,English,green magenta and purple
0,further/split,English,purple
0,equal/far,English,green
0,further/split,English,magenta
0,closer/close,English,colors?
0,closer/close,English,"pinkish purple, purple, and a bright purple"
0,closer/close,English,purple
1,further/split,English,darker sky blue
0,further/split,English,military green
0,further/split,English,grey
0,equal/far,English,purple
0,further/split,English,very light sky blue
0,further/split,English,i see two shades of green and a red
0,further/split,English,choose the lightest green you see
0,closer/close,English,colors?
0,closer/close,English,"pink, purple, and one in between"
0,closer/close,English,in between
0,further/split,English,dark blue
0,further/split,English,gray green blue
0,further/split,English,our colors on our monitors are different weird
0,further/split,English,but go with blue
0,closer/close,English,the same color as last time
0,further/split,English,colors?
0,further/split,English,"purple, orange, and a bluish color"
0,further/split,English,wat :\
0,further/split,English,uh bluish color
0,equal/far,English,blue
0,further/split,English,green
0,closer/close,English,blue
0,closer/close,English,i see three shades of green
0,closer/close,English,"I see green, and 2 shades of blue"
0,closer/close,English,choose any it's hopeless
0,closer/close,English,teal
0,closer/close,English,go with teal
0,equal/far,English,purple olive orange
0,equal/far,English,pirple
0,further/split,English,"bright magenta, blue, pink"
0,further/split,English,magneta
0,equal/far,English,green
0,equal/far,English,green red purple
0,equal/far,English,green
0,equal/far,English,blue
0,equal/far,English,"gray, green, olive"
0,equal/far,English,gray
0,closer/close,English,blue
1,closer/close,English,darker one
0,closer/close,English,gray
0,further/split,English,yellow
1,further/split,English,yellower green
0,further/split,English,"yellow, green, teal"
0,closer/close,English,this one is in between
0,closer/close,English,not as green and not as blue as the other
0,closer/close,English,"neon green, true green, light green"
0,closer/close,English,go with light green
0,closer/close,English,same as last time
0,closer/close,English,blue purple
0,equal/far,English,grayish color
0,closer/close,English,blue
0,closer/close,English,like solid blue
0,closer/close,English,no shades of purple
0,closer/close,English,royal blue or blue
0,closer/close,English,blue
0,closer/close,English,not gray
0,equal/far,English,sky blue
0,further/split,English,the color of mud
0,closer/close,English,The object is the darkest shade of purple.
1,further/split,English,The darker shade of blue
0,equal/far,English,Grey
0,equal/far,English,pink
1,closer/close,English,The darker brown
0,equal/far,English,blue
1,closer/close,English,the lighter brown
0,equal/far,English,purple
0,further/split,English,pink
0,closer/close,English,green
0,equal/far,English,purple
0,equal/far,English,green
0,closer/close,English,reddish pink
0,closer/close,English,leafy pale green
0,further/split,English,green
0,equal/far,English,green
0,further/split,English,tan/brown
0,equal/far,English,yellowish dirty green
0,further/split,English,purple
0,equal/far,English,reddish purple
0,closer/close,English,True grey
0,further/split,English,light grey
0,closer/close,English,grey/purple
0,further/split,English,true blue
0,equal/far,English,teal
0,closer/close,English,true green
0,further/split,English,muddy green
0,equal/far,English,grey
0,closer/close,English,teal
0,equal/far,English,purple
0,further/split,English,not the true green
0,further/split,English,the other green
0,closer/close,English,grey
1,further/split,English,the redder purple
0,closer/close,English,grey blue
1,further/split,English,truer green
0,closer/close,English,grey
0,closer/close,English,grey
0,closer/close,English,true purple
0,equal/far,English,orange
0,equal/far,English,blue
0,further/split,English,tealish green
1,further/split,English,truer green
1,closer/close,English,greyer purple
0,closer/close,English,"not leafy green, not yellowish green."
1,further/split,English,bluer teal
0,equal/far,English,blue
0,equal/far,English,brown
0,further/split,English,orange
0,equal/far,English,bright pink
0,further/split,English,"not the teal, not the dark blue, the other blue"
1,closer/close,English,the more greyish
0,further/split,English,green
0,further/split,English,purple
0,further/split,English,grey blue
0,equal/far,English,maroon
0,further/split,English,brown
0,further/split,English,greyish
0,further/split,English,turquoise
1,further/split,English,more blue
0,further/split,English,"forest green, grey or army green"
0,further/split,English,forest
0,closer/close,English,grey grey
0,equal/far,English,greenish
0,equal/far,English,pink
0,closer/close,English,true blue
0,equal/far,English,green
0,closer/close,English,olive puke green
0,equal/far,English,pink
0,further/split,English,greyish blue
0,further/split,English,grey
0,further/split,English,not brown or orange
0,closer/close,English,tan
0,closer/close,English,with a little orange
0,equal/far,English,purple
0,equal/far,English,brownish orange
0,equal/far,English,we are doing well
0,equal/far,English,purple
0,further/split,English,violet
0,further/split,English,not pink
0,further/split,English,true blue
0,closer/close,English,pink
0,further/split,English,pinkish grey
0,closer/close,English,bright pink almost neon
0,closer/close,English,not pastel
0,further/split,English,purple
0,further/split,English,bright or dark?
0,further/split,English,dark
0,equal/far,English,light blue
0,further/split,English,dark blue
0,equal/far,English,purple pink
0,equal/far,English,tan olive
0,closer/close,English,bright green
0,closer/close,English,neon
0,closer/close,English,dark blue
0,closer/close,English,not grey
0,closer/close,English,"blue, purple or grey"
0,closer/close,English,purple
0,closer/close,English,pinkish
0,further/split,English,fuschia
0,closer/close,English,olive green
0,closer/close,English,this is hard
0,closer/close,English,not bluish
0,closer/close,English,not brownish
0,further/split,English,nice
0,further/split,English,purple
0,further/split,English,pink
0,equal/far,English,yelow
0,closer/close,English,light green
0,closer/close,English,"army green, forest green or grey"
1,closer/close,English,less brown
0,closer/close,English,purple
0,further/split,English,not
0,further/split,English,brown
0,further/split,English,the brown without pink
0,equal/far,English,purple
0,closer/close,English,army green
0,equal/far,English,sky blue
0,further/split,English,purple grey
0,equal/far,English,pink purple
0,equal/far,English,yellow
0,closer/close,English,neon
0,closer/close,English,neon
0,equal/far,English,nice work!
0,equal/far,English,orange tan
0,equal/far,English,"orange, brown or blue"
0,closer/close,English,lilac
1,equal/far,English,Aqua the more green one
1,further/split,English,Teal the brighter one
0,closer/close,English,perriwinkle
0,closer/close,English,um
0,closer/close,English,what
0,closer/close,English,the closet to what grimace looked like. A purple blue maybe
0,closer/close,English,im about to flip a coin then
1,closer/close,English,fair enough im sorry  I cant be more helpful
0,closer/close,English,dull or vivid?
0,closer/close,English,vivid
0,equal/far,English,brown one
0,closer/close,English,not grey or tradional purple
0,equal/far,English,yellow one
0,further/split,English,Green one
0,further/split,English,lime or teal?
0,further/split,English,lime
0,closer/close,English,closer to forest green
0,closer/close,English,not bright
0,closer/close,English,not grey not blue
0,closer/close,English,grey
0,further/split,English,bright purple
0,equal/far,English,brown
0,closer/close,English,bright teal
0,equal/far,English,blueish purple
0,equal/far,English,the blue one
1,further/split,English,the more traditional purple
0,closer/close,English,the one with ahint of blue
1,closer/close,English,brighter blue
0,closer/close,English,the one with purple in it
0,closer/close,English,"I see gray, gray/brown, gray/red"
0,closer/close,English,gray/red
0,further/split,English,not teal but the other green
0,closer/close,English,the purplest one
0,further/split,English,the one with hints of yellow
0,equal/far,English,the dull orange one
0,equal/far,English,the green one
0,equal/far,English,Aqua blue
0,further/split,English,gray/green
0,equal/far,English,purple
1,further/split,English,"lime green, then deeper of the two greens"
0,further/split,English,green with yellowish hue?
0,further/split,English,no i would say the other one
0,closer/close,English,grey/brown
0,closer/close,English,purple/grey
0,further/split,English,not bright pink but purple
0,further/split,English,grey
0,equal/far,English,purple
0,equal/far,English,the brownish one
0,closer/close,English,not bright purple or dull purple
0,further/split,English,green/yellow
0,equal/far,English,green
1,closer/close,English,more yellow
0,further/split,English,brown
0,further/split,English,purple not blue/purple
0,equal/far,English,dull orange
0,equal/far,English,blue
0,equal/far,English,pinkish
0,closer/close,English,the closest to neon green
1,further/split,English,more pink than red
0,further/split,English,blue
0,further/split,English,purple/grey
0,closer/close,English,purple/grey
0,further/split,English,grey with some blue maybe. You were an awesome partner. Thanks
0,equal/far,English,like a flower
0,equal/far,English,what kind of flower?
1,equal/far,English,more like rose
0,equal/far,English,a clear day
0,equal/far,English,like the ocean and sky
0,equal/far,English,a fire
0,further/split,English,dull and muddy
1,further/split,English,more brownish or dark?
0,further/split,English,are we allowed to say colors?
1,further/split,English,yeah true its more like a dull blue
0,further/split,English,the color of royalty a girls color traditionally
0,equal/far,English,like mud
0,closer/close,English,neon
0,closer/close,English,the dullest one
0,closer/close,English,palest and lightest
0,equal/far,English,darkest
0,further/split,English,sky
0,closer/close,English,almost pastel
1,closer/close,English,more blue or more yellow?
1,closer/close,English,hmm more like a shamrock shake
0,closer/close,English,the least similar of the three
0,further/split,English,clostest to the last color you chose
0,further/split,English,sky
0,further/split,English,pukey
0,further/split,English,like peas
0,equal/far,English,sky
0,equal/far,English,dirt
0,further/split,English,the darkest on the dcale
0,equal/far,English,peas
0,equal/far,English,dullest
0,further/split,English,darkest
0,further/split,English,dullest
0,equal/far,English,royal
0,closer/close,English,lightest
0,closer/close,English,closest to purple
0,further/split,English,brightest
0,equal/far,English,dullest
0,further/split,English,brightest
0,further/split,English,closesest to purple
0,further/split,English,peas
1,further/split,English,brighter or duller?
0,further/split,English,dull
0,closer/close,English,brightest
0,equal/far,English,dullest
1,further/split,English,pinker
0,closer/close,English,like grass
0,equal/far,English,boys traditional color
0,further/split,English,darkest
0,closer/close,English,mud
0,equal/far,English,a girls color
0,closer/close,English,grayest
0,closer/close,English,closest to peas
0,equal/far,English,mud
0,further/split,English,brightest not peas
0,further/split,English,least bright most dull
0,further/split,English,no color?
0,closer/close,English,neon
0,closer/close,English,most color
0,equal/far,English,peas
0,closer/close,English,most different
0,equal/far,English,a girly color
0,equal/far,English,lol you can say the color name ;)
0,further/split,English,LOL! OH!Bright blue
0,further/split,English,green
0,further/split,English,dark green
0,equal/far,English,green
0,equal/far,English,brown?
0,closer/close,English,light green
0,further/split,English,brown
0,further/split,English,"Tough, I see orange, gray and a mustardy color?"
0,further/split,English,brown
0,further/split,English,purple
0,equal/far,English,orange. Sorry about that last one
0,equal/far,English,lol it's ok
0,further/split,English,green
0,closer/close,English,bright pink
0,closer/close,English,ummm its closer to violet?
0,further/split,English,nicely done
0,further/split,English,purple. It actually purple this time and not pink :-P
0,closer/close,English,not grey and not blue. Not sure what youd call it
0,closer/close,English,Olive?
0,closer/close,English,yes
0,closer/close,English,brown?
0,further/split,English,tan
0,equal/far,English,blue
0,equal/far,English,purple
0,closer/close,English,dark pink
0,closer/close,English,grey?
0,closer/close,English,dark blue
0,further/split,English,"darn, sorry"
0,further/split,English,No Worries!
0,further/split,English,Blue
0,closer/close,English,grey?
0,equal/far,English,blue
0,equal/far,English,grey
0,closer/close,English,bright pink
0,equal/far,English,green
0,further/split,English,It's like an ugly green
0,further/split,English,bright purple
0,further/split,English,not grey and not green
0,equal/far,English,blue
1,equal/far,English,you're better at this than me
0,further/split,English,I'm on my 3rd go
0,further/split,English,"not purple, not grey"
0,closer/close,English,green
0,further/split,English,grey
0,closer/close,English,dark blue
0,closer/close,English,The bluest gray?
0,closer/close,English,Or the brightest blue?
0,closer/close,English,no
0,closer/close,English,Sorry!
0,closer/close,English,It's ok!
0,closer/close,English,I think they are testing how people perceive and describe colors lol
0,closer/close,English,touriques... Spelled that wrong
1,closer/close,English,kinda lighter
1,closer/close,English,I see: Sea foam green; a robin's egg blue and a bluer blue
0,equal/far,English,pink
0,equal/far,English,guessed wrong
0,closer/close,English,green with a yellow tint
0,closer/close,English,grey
0,equal/far,English,pink
0,further/split,English,green
0,further/split,English,blue
0,further/split,English,violet
0,equal/far,English,blue
0,equal/far,English,grey
0,closer/close,English,pink
0,equal/far,English,purple
0,equal/far,English,brown
0,closer/close,English,its like the lightest grey
0,equal/far,English,"if you see gold, blue and pink, the target is blue"
0,equal/far,English,"I see the same colors as you, just fyi"
0,closer/close,English,the target color is the mixture of purple and blue
0,further/split,English,the yellowish green color is the target
0,equal/far,English,the puke green color
0,equal/far,English,the mauve color
0,equal/far,English,reddish or greyish?
0,equal/far,English,reddish
0,further/split,English,gray
0,equal/far,English,bright yellow
0,equal/far,English,pinkish
0,further/split,English,gray
0,closer/close,English,green that is in the middle of brightness
0,closer/close,English,brightest shade of purple
0,closer/close,English,the one which is the most pink
0,closer/close,English,the one that looks fuscia or the one that is actually purple?
0,closer/close,English,ok
0,closer/close,English,the darkest shade of green that is not the yellowish green
0,closer/close,English,"the blue that is brighter, like a clear sky"
0,equal/far,English,green-ish
0,equal/far,English,light blue
0,closer/close,English,mustard yellow
0,further/split,English,reddish tint color
0,further/split,English,bright pink
0,equal/far,English,golden yellow
0,closer/close,English,yellow
0,further/split,English,aqua green
0,further/split,English,"blue, green or brown?"
0,further/split,English,green
0,equal/far,English,purple
0,equal/far,English,pink
0,closer/close,English,dark yellow green
0,closer/close,English,army green?
0,further/split,English,ligher purple
1,closer/close,English,darker blue
1,closer/close,English,less purpleish
0,further/split,English,orange
0,equal/far,English,blue
0,further/split,English,bright green
0,equal/far,English,grayish color
0,closer/close,English,lightest green
0,closer/close,English,the brightest
0,closer/close,English,lightest? or brightest?
0,closer/close,English,blue
0,closer/close,English,dusty greenish-bluish color
0,closer/close,English,the one that looks most gray
0,closer/close,English,Tiffany blue? Aqua blue? Or grayishblue?
0,further/split,English,pink
0,equal/far,English,green
0,further/split,English,gray
0,closer/close,English,bright green
1,further/split,English,brighter orange
0,closer/close,English,purplish blue
0,further/split,English,grayish color
0,further/split,English,gray
0,equal/far,English,yellow
0,closer/close,English,pink
0,further/split,English,grayish purple
0,closer/close,English,dull green
0,equal/far,English,gray
1,closer/close,English,"purple blue, brighter shade"
1,further/split,English,less gray shade of neutral gray
0,further/split,English,purple gray or primary gray?
0,further/split,English,primary
1,further/split,English,duller green
0,equal/far,English,gray
0,equal/far,English,grey
0,closer/close,English,dull green
0,further/split,English,bright purple
0,equal/far,English,mustard
0,closer/close,English,dull green
0,equal/far,English,teal
0,closer/close,English,hot pink
0,further/split,English,dull green
0,closer/close,English,dull purple
0,closer/close,English,bluest
0,further/split,English,almost grey
0,equal/far,English,green
0,further/split,English,orange
0,closer/close,English,greyest
0,further/split,English,grey purple
0,closer/close,English,blue
0,closer/close,English,hmm
0,closer/close,English,green medium
0,further/split,English,sorry
0,further/split,English,redest
0,equal/far,English,green
0,equal/far,English,I have 15 in queue
0,further/split,English,tan
0,equal/far,English,blue
0,further/split,English,purple
1,closer/close,English,"not the neon one, darker of the 2"
0,equal/far,English,grey
0,closer/close,English,bright green
0,closer/close,English,green grey
0,further/split,English,muted purple
0,equal/far,English,blue
1,further/split,English,darker grey
0,further/split,English,neon
0,further/split,English,bright green
0,closer/close,English,dullest
0,equal/far,English,grey
0,further/split,English,green
1,closer/close,English,greener blue but not too green
1,further/split,English,"dull purple, more blue"
0,equal/far,English,green
0,further/split,English,green
0,closer/close,English,purple most vivid
0,further/split,English,light purple
0,closer/close,English,gre
0,closer/close,English,grey
0,equal/far,English,greenest
0,equal/far,English,pink
0,further/split,English,grey
0,equal/far,English,orange
1,closer/close,English,"darker grey, no blue"
0,further/split,English,dull green
0,closer/close,English,dark blue
0,equal/far,English,red
0,equal/far,English,light blue
0,equal/far,English,bluest
0,closer/close,English,"hello, the target is similar to another color, but is not quite as bright"
0,closer/close,English,this is similar to the color of the Vikings or Lakers jerseys
0,equal/far,English,the target is similar to the color of the ocean
1,further/split,English,the target is a darker version of the Lakers or Vikings jerseys
1,closer/close,English,the target is the more subdued of the 3
1,further/split,English,the target is very slightly brighter than the similar color
0,closer/close,English,"the target is typically thought of as a 'female' color, sorry for being sexist"
0,equal/far,English,the target is similar to the color of dirt
0,equal/far,English,the target is similar to Mary Kay cadillacs
0,equal/far,English,the target is the color of LA Dodgers or Chicago Cubs uniforms
1,closer/close,English,"target is more subdued of the 3, similar to the color of leaves"
0,further/split,English,"target is the brightest of the 3, not similar to flesh tone"
0,further/split,English,again similar to the Lakers or Vikings jerseys
0,equal/far,English,the color of rouge (women's makeup)
0,further/split,English,sort of like a pumpkin
0,equal/far,English,the color of leaves
0,equal/far,English,somewhat like sand
0,equal/far,English,like the pumpkin color only a bit lighter
0,equal/far,English,again similar to leaves
1,closer/close,English,darker color like the Lakers or Vikings jerseys
0,further/split,English,again similar to leaves
0,equal/far,English,most subdued of the 3
0,equal/far,English,not bright and not like leaves
0,further/split,English,bright but not like leaves nor like Dodgers or Cubs jerseys
1,closer/close,English,more like a cloudy sky
0,further/split,English,Lakers/Vikings jerseys
0,closer/close,English,"middle brightness of the 3, sort of like a clear sky"
0,closer/close,English,the color of sand
1,closer/close,English,one of the 2 very similar but slightly brighter
1,equal/far,English,sort of like Vikings jerseys again but lighter
0,closer/close,English,kind of ocean color but not the brightest; has a touch of leaf color
0,further/split,English,"very bright 'feminine' color (again, sorry)"
0,further/split,English,bright color of leaves
1,further/split,English,duller of the 2 similar colors
0,equal/far,English,"similar to the last choice, almost neon leaf color"
0,further/split,English,looks like a Dodgers or Cubs jersey that's faded from the laundry
0,further/split,English,like a cloudy sky
0,closer/close,English,very bright 'feminine' color
0,equal/far,English,not very close but like a rose
0,closer/close,English,looks like a very very faded Lakers or Vikings jersey
0,equal/far,English,color of summer leaves but bright
1,equal/far,English,same color but much brighter
1,further/split,English,same general color but much duller
0,closer/close,English,bright 'feminine' color
0,closer/close,English,very similar but a touch of rose color
0,closer/close,English,sort of like a cloudy sky
0,closer/close,English,sort of glow in the dark neon color
0,further/split,English,like very faded Lakers jerseys again
1,further/split,English,the duller of the 2 similar colors
0,equal/far,English,very similar to the last choice; good job
0,equal/far,English,purple
0,equal/far,English,greenish grey
0,further/split,English,bright purple
0,further/split,English,reddish or bluish?
0,further/split,English,true purple
0,closer/close,English,"teal, aqua"
0,further/split,English,blueish grey
0,further/split,English,purple
0,equal/far,English,blue
0,closer/close,English,grey
0,closer/close,English,muted purple
0,equal/far,English,brownish
0,closer/close,English,bright purple
0,equal/far,English,green
0,equal/far,English,red
0,equal/far,English,grey
0,closer/close,English,aqua
0,further/split,English,ops. brownish
0,closer/close,English,brightest
0,equal/far,English,red
0,closer/close,English,purple
0,further/split,English,lightest grey
0,equal/far,English,BLUE
0,closer/close,English,grey tinge
1,closer/close,English,brighter green
0,equal/far,English,blue
0,equal/far,English,grey
0,equal/far,English,reddish
0,closer/close,English,most muted purple
0,further/split,English,brownish
0,closer/close,English,greyist
0,further/split,English,teal light
0,closer/close,English,reddest
0,further/split,English,muted res
0,further/split,English,red
0,closer/close,English,purple
0,further/split,English,brightest blue
0,further/split,English,lightes
0,further/split,English,green
0,further/split,English,orange
0,further/split,English,blueset
0,further/split,English,redest
0,equal/far,English,greyest
1,closer/close,English,"green, darker"
0,further/split,English,"oops, darkest green"
0,further/split,English,ral green
0,further/split,English,real
0,closer/close,English,blueest
0,equal/far,English,blue/purple
0,equal/far,English,green
0,equal/far,English,green
0,further/split,English,purple
0,closer/close,English,closest to green
0,closer/close,English,darkest
0,closer/close,English,"neon green, shaded green and regular green"
0,closer/close,English,regular
0,closer/close,English,blue. not bright
0,further/split,English,muted purple
0,further/split,English,green
0,further/split,English,christmas tree
0,further/split,English,dark green
1,closer/close,English,the purple that is more blue
1,closer/close,English,the more muted blue. cornflower blue
0,equal/far,English,purple
0,closer/close,English,darkest green
1,closer/close,English,the shade that is more blue
0,closer/close,English,blue
0,closer/close,English,teal
0,further/split,English,"not the brightest red, the other red"
0,further/split,English,the brightest blue
0,equal/far,English,purple
0,equal/far,English,gray
0,further/split,English,the shade of purple that is the least bright.
0,further/split,English,pink
0,closer/close,English,the most true purple
0,equal/far,English,green
0,closer/close,English,the bluest choice
0,further/split,English,the brightest blue
0,equal/far,English,red
0,equal/far,English,gray
0,equal/far,English,the truest green
0,further/split,English,The brown that is the least orange
0,closer/close,English,the brightest blue
0,further/split,English,the brightest pink
0,closer/close,English,the brightest purple
0,equal/far,English,yellow
0,equal/far,English,red
0,further/split,English,"Not aqua, the blue that is the least gray"
0,closer/close,English,the lightest shade of purple
0,equal/far,English,aqua
0,equal/far,English,"not bright pink, the other shade"
0,closer/close,English,green
0,equal/far,English,bright blue
0,equal/far,English,brightest purple
0,equal/far,English,orange
0,closer/close,English,the most gray
0,further/split,English,blue
0,further/split,English,the most blue
0,further/split,English,green
0,equal/far,English,green
0,equal/far,English,purple
0,closer/close,English,the most muted blue
0,further/split,English,brightest green
0,closer/close,English,gray
0,further/split,English,brightest purple
0,closer/close,English,brightest blue
0,further/split,English,purple
0,further/split,English,blue
0,equal/far,English,muted purple
1,closer/close,English,lightest green. more gray
0,equal/far,English,teal
0,equal/far,English,greenish dull
0,equal/far,English,redish
0,equal/far,English,dullish blue
0,further/split,English,purple
0,closer/close,English,blueish purple
0,further/split,English,sandy tan
0,closer/close,English,boldest purple
1,closer/close,English,brighter one
0,further/split,English,dullest green
0,equal/far,English,grey
0,further/split,English,dullest one
0,further/split,English,bright green
0,closer/close,English,dull looking purple
0,closer/close,English,green brightest
0,further/split,English,green
0,equal/far,English,dull red
0,closer/close,English,bluest one
0,closer/close,English,brightest purple
0,further/split,English,teal
0,equal/far,English,teal
0,further/split,English,pink
0,closer/close,English,brightest one
0,closer/close,English,brownish grey
0,closer/close,English,dullest green
0,further/split,English,dull bullish grey
0,closer/close,English,darkest green
0,equal/far,English,bright orange red
0,further/split,English,dull purple
0,closer/close,English,"middle purple, NOT brightest, NOT dullest"
0,further/split,English,redish
0,further/split,English,brightest purple
0,equal/far,English,teal
0,closer/close,English,light neon yellowish
0,closer/close,English,brightest purple
0,equal/far,English,purple
0,further/split,English,dull purple
0,closer/close,English,most purpleish
0,further/split,English,blue
0,equal/far,English,neon
0,equal/far,English,green
0,equal/far,English,dull green
0,equal/far,English,neon green
0,further/split,English,NOT blue NOT grey
0,equal/far,English,spicy mustard yellow
0,closer/close,English,most greenish
0,further/split,English,orangish
0,further/split,English,dullest blue
0,closer/close,English,purple
0,closer/close,English,dullest red
0,equal/far,English,"you di great, glad to have you as a partner, blue"
0,further/split,English,The grey color
0,equal/far,English,Purple
0,further/split,English,green grey or grey grey?
0,further/split,English,Green grey
0,closer/close,English,green
0,closer/close,English,Darker Red
0,equal/far,English,Red
0,closer/close,English,Cyan. Most green
0,closer/close,English,Medium green
0,closer/close,English,Brightest green
0,closer/close,English,the neon?
0,closer/close,English,Most saturated green
0,closer/close,English,neon
0,further/split,English,Brown
0,equal/far,English,Yellow
0,equal/far,English,Violet Purple
0,further/split,English,Purple
0,further/split,English,Most green
0,closer/close,English,Most purple blue
0,further/split,English,Grey brown
0,closer/close,English,Mix of both other colors
0,equal/far,English,Grey
0,closer/close,English,Poppingest green
0,further/split,English,Dullest green
0,further/split,English,Pink/Purple
0,equal/far,English,Green
0,equal/far,English,Blue with green tint
0,further/split,English,Grey
0,further/split,English,Green without blue
0,further/split,English,slate grey
0,equal/far,English,green
0,closer/close,English,dull green
0,further/split,English,Brown Grey
0,equal/far,English,Dull green
0,equal/far,English,Dull green
0,closer/close,English,Brown with some yellow
1,closer/close,English,Violet Purple (More purple)
1,further/split,English,Bluer
0,equal/far,English,Yellowest
0,closer/close,English,Brighter Violet
0,closer/close,English,Closest to Turquoise
0,closer/close,English,Brightest Yellow Green.
0,equal/far,English,Closer to pink
0,further/split,English,Closer to purple
0,further/split,English,lilac
0,further/split,English,Purple
0,further/split,English,dark or light?
0,equal/far,English,Blue/Cyan
0,further/split,English,Lighter Green
1,further/split,English,Green with less yellow
0,equal/far,English,Purple
0,equal/far,English,Cyan
0,equal/far,English,Red
0,closer/close,English,Most Purple/Blue
0,closer/close,English,Most green
0,equal/far,English,hello
0,equal/far,English,hey
0,equal/far,English,its the pink one
0,equal/far,English,red
0,further/split,English,shit 2 greens
0,further/split,English,its the slightly brighter one
1,further/split,English,brighter ocean blue
0,equal/far,English,yellow
0,equal/far,English,red
0,closer/close,English,uhh its one of the two that are close
1,closer/close,English,i think one of them looks darker?
0,closer/close,English,its the slightly darker one
0,closer/close,English,brightest green
0,further/split,English,dull purple
1,further/split,English,darker green
0,further/split,English,its uh
0,further/split,English,brownish looking?
0,equal/far,English,dark blue
0,further/split,English,green
0,further/split,English,bright green
0,closer/close,English,uhm
0,closer/close,English,what do the colors look like to u
0,closer/close,English,let's go with pink purple and red
0,closer/close,English,purple
0,further/split,English,o what
0,further/split,English,oops my bad
0,further/split,English,i clicked the wrong one
0,further/split,English,i was starting to question my colors
0,further/split,English,bright blue
0,equal/far,English,blue
0,equal/far,English,really birhgt blue
0,equal/far,English,purple
0,closer/close,English,metallic green?
1,closer/close,English,the one that doesnt look blue at all
0,closer/close,English,purple
0,closer/close,English,darkest green
0,further/split,English,yellow green
0,closer/close,English,yellow
0,equal/far,English,purple
0,closer/close,English,brightest blue
0,equal/far,English,yellow
0,further/split,English,bright blue
0,closer/close,English,purple
0,equal/far,English,green
0,further/split,English,green
0,closer/close,English,redish pink?
0,further/split,English,the greenest
0,equal/far,English,rly blue
0,closer/close,English,metallic red
0,closer/close,English,bright purple
0,equal/far,English,hm
0,equal/far,English,should i have said rich purple?
0,equal/far,English,o ok
0,equal/far,English,not red or purple
0,further/split,English,blue
0,further/split,English,yellowish green
0,equal/far,English,bright green
0,closer/close,English,the red most one
0,equal/far,English,purple
1,further/split,English,"one of the greens - its the more darker, metallic one"
0,equal/far,English,blue
0,closer/close,English,gray?
0,equal/far,English,orange
0,closer/close,English,the brightest blue
1,further/split,English,the darker green
0,further/split,English,its one of the purples
1,further/split,English,"its the more darker, blueish kind of purple"
1,closer/close,English,lighter blue
0,equal/far,English,grey
0,equal/far,English,green
0,further/split,English,puke
0,equal/far,English,red
0,further/split,English,neon green
0,closer/close,English,purple
0,equal/far,English,grey
0,closer/close,English,bright light purple
0,further/split,English,red
0,equal/far,English,green
0,further/split,English,red
0,equal/far,English,purple
0,closer/close,English,most purple
0,further/split,English,"brownish, not orangeish"
0,further/split,English,dull blueish
0,further/split,English,pink
0,closer/close,English,blue
0,equal/far,English,blue blue
0,equal/far,English,grey
0,closer/close,English,tanish grey
0,closer/close,English,pinkish redish
0,equal/far,English,orange
0,equal/far,English,orange
1,further/split,English,darker puke
0,equal/far,English,grey
0,equal/far,English,grey
1,further/split,English,duller pink
1,further/split,English,darker green
0,closer/close,English,grey
0,closer/close,English,greenish grey
0,equal/far,English,pink
0,further/split,English,blue
1,closer/close,English,bluer green
0,further/split,English,brightest
0,equal/far,English,purple
0,closer/close,English,darkest grey
0,further/split,English,brightest blue
0,further/split,English,orange
0,further/split,English,grey
0,closer/close,English,dull purple
0,closer/close,English,purplish grey
0,closer/close,English,"purplish grey, darkest?"
0,equal/far,English,blue
0,closer/close,English,purplish grey
0,equal/far,English,blue
0,closer/close,English,purple
0,further/split,English,grey
0,equal/far,English,orange
0,further/split,English,yellow
0,further/split,English,dark orange
0,further/split,English,purple
0,equal/far,English,true blue
0,further/split,English,yellow
0,equal/far,English,red
0,closer/close,English,purple
0,further/split,English,dark blue
0,further/split,English,with a little grey
0,closer/close,English,olive green
0,closer/close,English,not neon
0,closer/close,English,not orange green
0,further/split,English,those two look alike
0,further/split,English,it is a pinkish brownish color
1,further/split,English,one to me has more pink and one more red/brown
1,further/split,English,a little darker
0,equal/far,English,red
0,closer/close,English,bright almost neon turquoise
0,equal/far,English,greenish
0,closer/close,English,grey
0,equal/far,English,orange
0,equal/far,English,ish
0,equal/far,English,sorry!  That was a fail on my part
0,equal/far,English,brown
0,equal/far,English,no worries
0,equal/far,English,"I see magenta, blue and gray"
0,equal/far,English,gray
0,closer/close,English,bright yellow'sun
0,further/split,English,sky
0,further/split,English,pink purple
0,further/split,English,true blue
0,closer/close,English,greyish blue
0,equal/far,English,orangish
0,further/split,English,pink
1,further/split,English,less purple
1,further/split,English,more pastel
0,equal/far,English,good job
0,equal/far,English,orange
