workerid,totalLength,gameID,thinksHuman,confused,comments,ratePartner,role,nativeEnglish,score
127,1192924,4860-7,yes,yes,No,loved,speaker,yes,42
128,634857,0479-6,yes,yes,Great experiment!,okay,listener,yes,43
129,1233423,4860-7,yes,yes,I don&quotechart know if my partner had different instructions but he/she seemed hell bent on complicating the hints.,not much,listener,yes,42
130,553194,4917-b,yes,yes,,loved,speaker,yes,49
131,1187596,2639-b,yes,yes,"a calibration step to have everyone pick green most and blue most and grey most would be good information to have. I think I was led astry a few times in this round. would like to see more positive indication if I got a choice wrong. I see a black square that quickly turns green so I have no idea.
maybe it&quotechars intentional to keep the listener guessing?
",not much,listener,yes,39
132,704789,6547-745,yes,yes,,liked,speaker,yes,43
133,674246,7417-5,yes,yes,,liked,listener,yes,46
134,586976,7736-e,yes,yes,,loved,listener,yes,48
135,609622,6647-7,yes,yes,No.,liked,speaker,yes,45
136,577652,8446-8,yes,yes,no,okay,listener,yes,40
137,386567,5777-0,yes,yes,I think they left the game. I got to round 8 and it sent me to the end.,not much,speaker,yes,6
138,393812,4141-e,yes,yes,too easy!Interesting! Have a nice day!,okay,speaker,yes,11
139,999029,8719-a,yes,yes,,okay,speaker,yes,47
140,885425,6856-2,yes,yes,"I could tell this person was a woman. Also, I had done the hit earlier, but was apparently logged out of mturk and the hit did not submit so this is the second time I did this hit today.",not much,listener,yes,46
141,812833,4574-0,yes,yes,"player liked to comment, made it fun",liked,speaker,yes,45
142,68734,4552-a,yes,yes,,not much,listener,yes,1
143,566107,7501-8,yes,yes,,loved,listener,yes,48
144,666368,7886-f,yes,yes,no,loved,listener,yes,46
145,576098,6545-2,yes,yes,,liked,listener,yes,43
146,949195,8580-e,yes,yes,,liked,listener,yes,47
147,868098,8320-3,yes,yes,Thank you!,loved,listener,yes,45
148,707397,1271-1,yes,yes,,loved,listener,yes,45
149,1540764,6698-2,yes,yes,"It was fun, actually. I didn&quotechart think it would be. And I enjoyed the challenge also.",loved,speaker,yes,43
150,892133,1404-9,yes,yes,No Comments Thanks For Asking though :),not much,speaker,yes,44
151,688380,0106-1,yes,yes,Fun!!!,loved,speaker,yes,44
152,709904,3791-8,yes,yes,,okay,listener,yes,46
153,926960,6994-f,yes,yes,,liked,listener,yes,45
154,1157241,3506-5,yes,yes,no,loved,listener,yes,46
155,566920,2136-2,yes,yes,this was more fun than a normal hit,liked,speaker,yes,44
156,646373,4087-7,yes,yes,,not much,listener,yes,40
157,2206798,3035-8,no,yes,no,okay,speaker,yes,37
158,957316,0473-c,yes,yes,,okay,listener,yes,48
159,867478,7007-b,yes,yes,,loved,listener,yes,49
160,796150,1359-d,yes,yes,,liked,speaker,yes,50
161,851372,8141-6,yes,yes,,loved,speaker,yes,49
162,613915,0479-6,yes,yes,,liked,speaker,yes,43
163,552070,9629-5,yes,yes,no,loved,speaker,yes,48
164,802118,5054-1,yes,yes,No.,liked,speaker,yes,40
165,1235467,4120-1,yes,yes,I thank you for encouraging repeats for this hit. it&quotechars interesting how some people describe colors and shades. this partner references food quite a few times. not always unambiguously,liked,listener,yes,46
166,858477,0869-7,yes,yes,,liked,speaker,yes,46
167,862358,2755-a,yes,yes,No comment,okay,listener,yes,44
168,934335,8858-2,yes,yes,,loved,listener,yes,48
169,695261,8775-2,yes,yes,,loved,speaker,yes,48
170,609809,8452-5,yes,yes,,liked,speaker,yes,46
171,66766,1188-a,yes,yes,The speaker did not show up.,not much,listener,yes,0
172,672193,9487-1,no,yes,,liked,listener,yes,49
173,820606,7286-9,yes,yes,better pay next time!,okay,speaker,yes,36
174,995270,8452-c,yes,yes,interesting alot of fun thank you,loved,speaker,yes,47
175,1190696,6570-5,no,yes,,okay,listener,yes,45
176,902577,1735-5,yes,yes,,okay,speaker,yes,50
177,1027355,8547-9,yes,yes,No Comments Thanks For Asking though :),okay,listener,yes,47
178,122986,4622-d,yes,yes,The experiment ended unexpectedly after only 6 rounds?,liked,listener,yes,5
179,742928,0599-7,yes,yes,"My partner was awesome, but I think monitor differences are what caused the few failures.",loved,listener,yes,46
180,611757,0736-7,yes,yes,,liked,listener,yes,47
181,767600,6116-3,yes,yes,,liked,listener,yes,49
182,974023,4380-e,yes,yes,"Fun, interesting research. Thank you.",loved,speaker,yes,45
183,1027708,9645-7,yes,yes,,liked,listener,yes,50
184,1199247,6158-c,yes,yes,,loved,listener,yes,46
185,811408,2269-9,yes,yes,,liked,listener,yes,47
186,1599222,0936-f,yes,yes,"My partner gave great descriptions, even if I didn&quotechart select the same target.",loved,listener,yes,43
187,569308,1082-8,yes,yes,,liked,listener,yes,46
188,942592,3262-c,yes,yes,Great.,liked,speaker,yes,43
189,590332,0322-8,yes,yes,,liked,speaker,yes,47
190,683234,3838-0,yes,yes,None. I love the game!  Thank you!,okay,listener,yes,47
191,713575,1271-1,yes,yes,I do not have anything else to add,liked,speaker,yes,45
192,759891,7053-5,yes,yes,,loved,listener,yes,49
193,675461,8901-6,yes,yes,,liked,speaker,yes,45
194,2070027,1925-1,yes,yes,nice to work,liked,listener,yes,33
195,629446,8574-6,yes,yes,,liked,listener,yes,48
196,850093,3071-a,yes,yes,,not much,listener,yes,40
197,1296674,9115-f,yes,yes,,okay,listener,yes,46
198,537543,1613-e,yes,yes,No.,loved,speaker,yes,47
199,482374,4984-a,yes,yes,"Everything worked fine, thanks!",liked,speaker,yes,46
200,746346,4119-5,yes,yes,"My partner gave good descriptions. As expected, some rounds were harder than others.",liked,listener,yes,46
201,619705,7208-8,yes,yes,,okay,listener,yes,47
202,1030601,0389-5,yes,yes,It was really fun.,loved,listener,yes,45
203,1460908,5759-a,yes,yes,interesting experiment. I enjoyed it!,liked,speaker,yes,45
204,558189,4992-e,yes,yes,No,not much,speaker,yes,39
205,664429,0891-0,yes,yes,"Fun, thanks!",loved,speaker,yes,48
206,554313,8954-7,yes,yes,,liked,listener,yes,44
207,620369,7208-8,yes,yes,,loved,speaker,yes,47
208,654990,1930-7,yes,yes,"That was really fun, even though I think I didn&quotechart communicate as well as I should have.",liked,speaker,yes,40
209,682505,7417-5,yes,yes,,liked,speaker,yes,46
210,868882,7040-8,yes,yes,,not much,speaker,yes,46
211,1006023,8814-1,yes,yes,,okay,speaker,yes,42
212,626172,0662-1,yes,yes,,loved,speaker,yes,48
213,1390593,0197-6,yes,yes,I never realized how difficult it could be to describe a color.,loved,speaker,yes,46
214,784274,9839-4,yes,yes,,not much,listener,yes,44
215,97215,5557-3,yes,yes,my partner perhaps wasn&quotechart there? but the hit quickly ended during round 1. :(,not much,listener,yes,0
216,570834,4869-3,no,yes,NO,okay,listener,yes,46
217,1099745,2073-e,yes,yes,"That was fun looking to see, from the quickness of the partners response, if my descriptions were good!",loved,speaker,yes,47
218,552206,4992-e,yes,yes,,okay,listener,yes,39
219,611586,1652-4,yes,yes,It was cut off for some reason. I got to 31 rounds and it went to the end.  Not sure what happened.,liked,speaker,yes,27
220,600858,5567-1,yes,yes,,loved,speaker,yes,48
221,669765,7344-b,yes,yes,Thanks!,loved,speaker,yes,46
222,645283,5617-8,yes,yes,,okay,listener,yes,45
223,963285,0133-f,yes,yes,,not much,listener,yes,43
224,801957,2472-9,yes,yes,,liked,listener,yes,41
225,619052,1930-7,no,yes,Interesting.,okay,listener,yes,40
226,524361,6452-3,yes,yes,,okay,listener,yes,42
227,1059691,9719-9,yes,yes,fun experiment,okay,speaker,yes,48
228,1121929,9307-f,yes,yes,,okay,listener,yes,48
229,556987,5553-4,yes,yes,,loved,listener,yes,12
230,1333972,0197-6,yes,yes,fun,okay,listener,yes,46
231,796949,6552-b,yes,yes,No.,okay,listener,yes,45
232,679706,7690-c,yes,yes,,liked,speaker,yes,42
233,940065,6803-b,yes,yes,I thought it was fun!,loved,speaker,yes,45
234,464242,4984-a,yes,yes,None,liked,listener,yes,46
235,1061839,3466-2,yes,yes,this is fun.  thank you.,loved,speaker,yes,46
236,223273,3904-b,yes,yes,My partner quit because they didn&quotechart understand the game....,not much,speaker,yes,1
237,1053679,9719-9,yes,yes,,loved,listener,yes,48
238,1462536,5759-a,yes,yes,"Thanks, partner was slow, took twice as long as mentioned.",not much,listener,yes,45
239,567384,2386-b,yes,yes,,liked,listener,yes,47
240,879775,7412-4,yes,yes,,loved,listener,yes,49
241,1178318,7753-a,yes,yes,I enjoyed it very much!,loved,speaker,yes,50
242,127121,4277-8,yes,yes,My partner must have quit. Didn&quotechart play the game.,not much,listener,yes,0
243,1113400,6655-7,yes,yes,fun experiment.,liked,speaker,yes,50
244,1001239,4033-4,no,yes,Something different and unique task,okay,listener,yes,38
245,659923,7254-f,yes,yes,,loved,speaker,yes,48
246,833952,6468-7,yes,yes,This was a very enjoyable hit.  Thank you for letting me work on it!,loved,speaker,yes,46
247,748046,6536-6,yes,yes,great hit! would love to do more for you,loved,speaker,yes,45
248,1133612,6597-6,yes,yes,,okay,listener,yes,44
249,818151,7653-9,yes,yes,,liked,listener,yes,50
250,569165,1099-8,yes,yes,,loved,listener,yes,48
251,724820,8925-0,yes,yes,fun,okay,speaker,yes,40
252,454623,7735-2,no,yes,fun!,okay,listener,yes,48
253,849784,6856-2,yes,yes,,not much,speaker,yes,46
254,892167,1404-9,yes,yes,,loved,listener,yes,44
255,737534,0716-6,yes,yes,,liked,speaker,yes,47
256,2088957,1925-1,yes,yes,I actually really like this. My partner seemed occupied elsewhere,not much,speaker,yes,33
257,713660,1008-c,yes,yes,,liked,listener,yes,46
258,862255,2755-a,yes,yes,,liked,speaker,yes,44
259,858458,7133-7,yes,yes,FUN!!!,loved,speaker,yes,40
260,933826,9713-a,yes,yes,thanks,loved,listener,yes,49
261,602022,0322-8,yes,yes,"Fun, thank you",loved,listener,yes,47
262,942675,1735-5,yes,yes,Very fun hit! Thank you.,loved,listener,yes,50
263,1284195,1526-7,yes,yes,,liked,listener,yes,45
264,593917,1211-6,yes,yes,No,okay,speaker,yes,47
265,959172,5754-b,yes,yes,2 dollars would be great,loved,speaker,yes,45
266,1167836,5979-c,yes,yes,I thought this was a really cool game.,loved,speaker,yes,48
267,1169032,7753-a,yes,yes,Fun!,loved,listener,yes,50
268,758984,6178-5,no,yes,,okay,listener,yes,48
269,877101,2166-8,yes,yes,,loved,listener,yes,49
270,601794,4917-b,yes,yes,"I thought this would be much more difficult. Perhaps with a different partner it might have been, but just for fun, I think it would have been better if the speaker were not allowed to state directly what the target color was.",liked,listener,yes,49
271,548541,4742-9,yes,yes,No,okay,listener,yes,42
272,1102000,2073-e,yes,yes,I enjoy these!  Interesting to see how some colors are described more different that I would describe them...,liked,listener,yes,47
273,745738,7804-6,yes,yes,I think my partner was a woman,loved,listener,yes,49
274,1285001,1526-7,yes,yes,,liked,speaker,yes,45
275,631927,0662-1,no,yes,It was fun.,loved,listener,yes,48
276,1403616,3330-6,yes,yes,,liked,listener,yes,45
277,568908,8367-b,yes,yes,,liked,listener,yes,47
278,683560,7122-8,yes,yes,,liked,speaker,yes,49
279,781017,7099-3,yes,yes,,liked,listener,yes,49
280,711054,2377-b,yes,yes,"I think perhaps our monitors were calibrated somewhat differently since we consistently had trouble with the ""grey"" colors.",liked,listener,yes,45
281,1228011,6158-c,yes,yes,fun,liked,speaker,yes,46
282,889729,1291-1,yes,yes,"Pretty fun, really. :)",liked,speaker,yes,44
283,815784,5199-4,yes,yes,no,liked,listener,yes,45
284,572225,3947-0,yes,yes,,okay,speaker,yes,44
285,670441,7675-4,yes,yes,,loved,speaker,yes,43
286,596745,4339-d,yes,yes,Great experiment!,loved,listener,yes,47
287,589456,3920-e,yes,yes,,liked,listener,yes,46
288,565647,4869-3,yes,yes,Fun HIT,liked,speaker,yes,46
289,971756,4033-4,yes,yes,Fun task.,okay,speaker,yes,38
290,1046779,6088-7,yes,yes,,loved,listener,yes,44
291,656585,5128-f,yes,yes,only 1 incorrect!,loved,listener,yes,49
292,797148,4285-a,yes,yes,,liked,speaker,yes,45
293,642222,7811-5,yes,yes,Really cool experiment!,liked,speaker,yes,49
294,230409,5962-f,yes,yes,,liked,speaker,yes,17
295,2292763,7502-4,yes,yes,It was a good experiment.  I did fish in my comments as speaker to see if i could figure out if the other person was actually a person!,loved,speaker,yes,42
296,651436,6860-8,yes,yes,Thanks.,okay,speaker,yes,41
297,559567,6452-3,yes,yes,That was fun... didn&quotechart get all 50 right.. but did good.,loved,speaker,yes,42
298,725713,1146-c,yes,yes,great partner,loved,speaker,yes,45
299,1092457,3957-d,yes,yes,,okay,speaker,yes,41
300,569433,8767-6,yes,yes,No.,liked,speaker,yes,45
301,1099742,4706-9,yes,yes,A bit on the long side,liked,speaker,yes,48
302,683122,3285-0,yes,yes,no problems,okay,listener,yes,50
303,1157126,9074-e,yes,yes,Thanks again! :),loved,speaker,yes,47
304,1089246,8461-d,yes,yes,,not much,listener,yes,44
305,443555,6325-a,yes,yes,,liked,listener,yes,26
306,342893,6816-4,yes,yes,It seemed to end early,loved,speaker,yes,14
307,913827,5083-e,yes,yes,,okay,speaker,yes,44
308,637029,3454-a,yes,yes,,loved,speaker,yes,46
309,1042125,8814-1,no,yes,Well designed asurvey that was enjoyable to complete. Thank you.,loved,listener,yes,42
310,818000,6327-c,no,yes,Thanks for the opportunity!,loved,speaker,yes,49
311,924754,7201-5,yes,yes,,loved,speaker,yes,47
312,672055,9904-3,yes,yes,Great experiment!,loved,speaker,yes,43
313,659423,2576-f,yes,yes,,okay,listener,yes,44
314,14602,9417-8,yes,yes,,okay,speaker,yes,0
315,916070,1773-7,yes,yes,My partner was the best! That was fun!,loved,speaker,yes,50
316,970263,0249-2,yes,yes,awesome game ... really fun,loved,speaker,yes,42
317,1278937,1891-2,yes,yes,"Awesome experience. Very engaging, interesting, enjoyable, and well-designed.",loved,listener,yes,40
318,944160,5697-7,yes,yes,Some of those looked like the same colors! Yikes.,liked,speaker,yes,38
319,765765,7018-f,yes,yes,no comments,liked,speaker,yes,46
320,1176059,8875-d,yes,yes,,liked,speaker,yes,41
321,952955,5971-3,yes,yes,,loved,speaker,yes,48
322,1003618,0237-1,yes,yes,Thanks!,loved,speaker,yes,45
323,1371214,3248-2,yes,yes,,okay,listener,yes,48
324,674689,2377-b,yes,yes,,liked,speaker,yes,45
325,850500,1869-6,yes,yes,,loved,speaker,yes,48
326,832691,1869-6,yes,yes,,loved,listener,yes,48
327,1105038,1053-1,no,yes,Thank you.,okay,listener,yes,41
328,1140686,3846-c,yes,yes,,okay,listener,yes,20
329,717204,3159-3,yes,yes,,loved,listener,yes,49
330,1593013,0936-f,yes,yes,it was fun. I really enjoyed it!,loved,speaker,yes,43
331,1061822,9978-f,yes,yes,,loved,listener,yes,49
332,1276753,0780-8,yes,yes,worked well,liked,speaker,yes,46
333,860361,7636-7,yes,yes,That was fun!! It was neat how we both perceived colors differently,loved,speaker,yes,42
334,1106038,1053-1,yes,yes,"It was hard but fun, thank you!",liked,speaker,yes,41
335,235017,8802-8,yes,yes,I was not set up with a partner. I was picked to be a listener and the screen changed after about 3 minutes to this screen.,okay,listener,yes,0
336,1196651,3373-b,yes,yes,No comment,okay,listener,yes,45
337,724866,7831-a,yes,yes,,loved,listener,yes,46
338,594938,5567-1,yes,yes,,loved,listener,yes,48
339,907530,1055-e,yes,yes,,liked,speaker,yes,43
340,246814,9358-6,yes,yes,"I went to start the experiment and it immediately brought me to the end page. I&quotecharm guessing something happened with the other person&quotechars connection or something, but I waited awhile just in case.",okay,listener,yes,0
341,587616,5860-d,yes,yes,,loved,speaker,yes,48
342,912095,5083-e,no,yes,,okay,listener,yes,44
343,843731,2202-1,no,yes,,loved,listener,yes,48
344,986958,8063-b,yes,yes,,okay,listener,yes,46
345,730090,8261-8,yes,yes,This was really hard!  I feel like my partner and I worked very well together and worked to complete the task.,loved,speaker,yes,48
346,957608,0249-2,yes,yes,We had very different perception of color. I would guess my partner was male.,okay,listener,yes,42
347,659869,8574-6,yes,yes,,liked,speaker,yes,48
348,308589,8689-8,yes,yes,"lots of fun, thanks!",okay,listener,yes,5
349,2173401,3035-8,yes,yes,no,not much,listener,yes,37
350,839646,5532-5,yes,yes,,liked,listener,yes,47
351,701827,8086-2,yes,yes,My partner was great!,loved,listener,yes,44
352,842053,7636-7,yes,yes,,loved,listener,yes,42
353,666045,7254-f,yes,yes,Thanks!,loved,listener,yes,48
354,672223,8901-6,yes,yes,Fun!,loved,listener,yes,45
355,737313,2427-6,yes,yes,,okay,listener,yes,45
356,657020,5589-f,yes,yes,,loved,listener,yes,49
357,750406,2068-1,yes,yes,,liked,speaker,yes,43
358,1156725,0990-6,yes,yes,no,liked,listener,yes,44
359,751646,7254-e,yes,yes,No,not much,listener,yes,39
360,779854,7099-3,yes,yes,,loved,speaker,yes,49
361,1378204,0265-e,yes,yes,I enjoyed participating and had fun.,liked,speaker,yes,42
362,1044581,8154-9,yes,yes,"None, thanks.",loved,speaker,yes,48
363,1263192,5239-4,yes,yes,Enjoyed!,loved,listener,yes,47
364,683890,9904-3,yes,yes,"i could tell he was a guy because of his inability to decern different tones of color, but instead descrbed them as bright/dull",not much,listener,yes,43
365,565989,8844-9,yes,yes,No comment,liked,listener,yes,44
366,1426423,8774-f,yes,yes,fun,not much,listener,yes,40
367,812087,9720-6,yes,yes,No,okay,speaker,yes,45
368,872042,3603-b,yes,yes,,okay,speaker,yes,44
369,677364,0106-1,yes,yes,Great experiment!,loved,listener,yes,44
370,713603,3742-5,yes,yes,"Everything worked fine, thanks",liked,listener,yes,44
371,994558,5896-6,yes,yes,Fun HIT.,liked,listener,yes,44
372,1512119,6330-8,yes,yes,,liked,speaker,yes,43
373,1208225,1891-2,yes,yes,,liked,speaker,yes,40
374,535108,7528-f,yes,yes,,liked,speaker,yes,46
375,668811,3174-b,yes,yes,,okay,listener,yes,47
376,1114517,7917-a,yes,yes,,liked,listener,yes,48
377,630938,6860-8,yes,yes,,loved,listener,yes,41
378,728890,3742-5,yes,yes,That was fun :),liked,speaker,yes,44
379,733583,1136-b,yes,yes,Great fun survey. Thank you!,liked,speaker,yes,46
380,743326,8333-5,yes,yes,Fun experiment. I had a great partner too. Smart and very quick. They knew their colors.,loved,listener,yes,47
381,1015376,2730-a,yes,yes,Interesting how to communicate colors when it became evident we categorized certain ones differently.  Fun,loved,speaker,yes,44
382,1173248,2901-6,yes,yes,"It was fluid and very engaging, congratulations on its quality and keep up the good work!",loved,listener,yes,49
383,673442,8775-2,yes,yes,all good,loved,listener,yes,48
384,448465,2178-4,yes,yes,,loved,listener,yes,50
385,580220,3336-1,yes,yes,no,loved,listener,yes,47
386,997996,2927-4,yes,yes,,not much,listener,yes,45
387,626270,6694-e,yes,yes,FUN,loved,listener,yes,46
388,701018,1468-7,yes,yes,,liked,speaker,yes,43
389,600724,6540-c,yes,yes,no,okay,listener,yes,42
390,1486072,7886-0,yes,yes,,loved,listener,yes,45
391,762280,1008-c,yes,yes,Enjoyed this,loved,speaker,yes,46
392,1473911,8774-f,yes,yes,"This was a fun game, but I do think that 50 rounds is a bit long for the pay, even with a bonus because it can take a while for two people to type back and forth.",okay,speaker,yes,40
393,664940,3724-2,yes,yes,No comment,okay,listener,yes,39
394,655004,4711-d,yes,yes,,liked,listener,yes,47
395,614166,0147-d,yes,yes,no,loved,listener,yes,43
396,1369551,0265-e,no,yes,None,okay,listener,yes,42
397,830515,3110-b,yes,yes,I prefer being the listener. Love these HITS though!,liked,listener,yes,46
398,798548,5054-1,no,yes,thanks,okay,listener,yes,40
399,1467649,7886-0,yes,yes,,loved,speaker,yes,45
400,921671,7412-4,yes,yes,This by far has been my favorite task yet.  Thank you for letting me participate.,loved,speaker,yes,49
401,2079338,2971-5,yes,yes,No,loved,speaker,yes,47
402,924267,4878-c,yes,yes,,loved,listener,yes,45
403,765170,8569-c,yes,yes,,liked,listener,yes,44
404,696542,8517-9,yes,yes,,okay,listener,no,46
405,763322,2753-b,yes,yes,Thank you,okay,speaker,yes,48
406,1095111,3957-d,yes,yes,,okay,listener,yes,41
407,985918,5896-6,yes,yes,,okay,speaker,yes,44
408,778786,3945-0,yes,yes,,okay,listener,yes,47
409,742956,2427-6,yes,yes,I love these,okay,speaker,yes,45
410,616932,1103-8,yes,yes,,okay,speaker,yes,42
411,806716,2660-a,yes,yes,,loved,speaker,yes,44
412,452446,7879-8,yes,yes,,liked,listener,yes,46
413,321659,6963-e,yes,yes,,loved,speaker,yes,14
414,638251,6706-9,yes,yes,fun thanks,liked,listener,yes,45
415,729035,2427-e,yes,yes,Very fun and informative. Kept my mind entertained as I love colors. Thank you for the HIT!,loved,listener,yes,41
416,824548,7912-7,yes,yes,,liked,listener,yes,48
417,857674,3920-3,yes,yes,no,liked,listener,yes,45
418,1434931,7328-c,yes,yes,,not much,listener,yes,48
419,1559790,8695-0,yes,yes,I didn&quotechart see a test for color blindness before this started. I&quotecharm not color blind but it might be good to ask about that first.,loved,speaker,yes,49
420,479896,4340-c,yes,yes,,liked,speaker,yes,45
421,894588,6149-8,yes,yes,,loved,listener,yes,42
422,664553,5148-b,yes,yes,,okay,speaker,yes,48
423,582083,4742-9,yes,yes,fun and frustrating,liked,speaker,yes,42
424,820873,7912-7,yes,yes,too long but the pay is worth it,okay,speaker,yes,48
425,764000,2753-b,yes,yes,no,loved,listener,yes,48
426,804607,3833-5,no,yes,my partner did great!,loved,listener,yes,41
427,993066,8063-b,yes,yes,no,liked,speaker,yes,46
428,867862,1361-b,yes,yes,Excellent hit and fun smart partner.,loved,speaker,yes,46
429,911952,7040-8,yes,yes,"Fun, I enjoyed this experiment.",liked,listener,yes,46
430,1526590,6330-8,yes,yes,no,liked,listener,yes,43
431,1035538,2921-f,yes,yes,,okay,speaker,yes,48
432,707243,2427-e,yes,yes,,liked,speaker,yes,41
433,714341,1146-c,yes,yes,,okay,listener,yes,45
434,624984,6694-e,yes,yes,,okay,speaker,no,46
435,547384,2136-2,yes,yes,,not much,listener,yes,44
436,722337,5557-c,yes,yes,I hope I can be doing multiples of this HIT!,not much,speaker,yes,47
437,850659,5762-e,yes,yes,,okay,listener,yes,38
438,796280,6327-c,yes,yes,,loved,listener,yes,49
439,751142,6010-a,yes,yes,,loved,listener,yes,46
440,134721,2052-9,yes,yes,Partner didn&quotechart show up.  Went to this page.,not much,speaker,yes,0
441,645009,6706-9,yes,yes,Why were the trues and falses switched up on some of the questions.,okay,speaker,yes,45
442,742613,3791-8,yes,yes,This was fun! :),liked,speaker,yes,46
443,804377,3833-5,yes,yes,Fun and interesting,loved,speaker,yes,41
444,756178,0219-7,no,yes,I liked this hit quite a lot and would love to try it with other partners to compare how well we work together.,not much,listener,yes,43
445,723576,8333-5,yes,yes,It was fun.,loved,speaker,yes,47
446,839977,7112-9,yes,yes,This was fun and I would love to play again.,liked,speaker,yes,44
447,1511111,8695-0,yes,yes,Thanks!,liked,listener,yes,49
448,771434,7831-a,yes,yes,,loved,speaker,yes,46
449,708204,5148-b,yes,yes,Interesting that my perception of the colors sometimes changed with the other person&quotechars descriptions.,liked,listener,yes,48
450,686535,8086-2,yes,yes,No.,liked,speaker,yes,44
451,742592,0219-7,no,yes,N/A,liked,speaker,yes,43
452,822010,1361-b,yes,yes,N/A,liked,listener,yes,46
453,848976,3920-3,yes,yes,no,okay,speaker,yes,45
454,936401,8794-6,no,yes,it was fun!,liked,listener,yes,47
455,1151715,4120-1,yes,yes,very fun!!,loved,speaker,yes,46
456,946321,8972-7,yes,yes,N/A,not much,listener,yes,43
457,628529,7967-f,yes,yes,,okay,listener,yes,48
458,522346,8502-d,yes,yes,,liked,speaker,yes,49
459,549862,9629-5,yes,yes,,not much,listener,yes,48
460,563273,5666-f,yes,yes,No.,loved,speaker,yes,47
461,718785,3159-3,yes,yes,,liked,speaker,yes,49
462,806665,3945-0,yes,yes,That was fun.,loved,speaker,yes,47
463,689592,2914-3,yes,yes,,loved,speaker,yes,47
464,893800,6036-e,yes,yes,,loved,listener,no,44
465,666525,5111-1,yes,yes,"Great experience, especially since I had an awesome partner who was able to discern and accurately describe the finer nuances of colors. Very fun, enjoyable, and well-designed study.",loved,listener,yes,50
466,1009192,4958-b,yes,yes,,loved,speaker,yes,48
467,1384299,6730-a,yes,yes,The partner was being condescending to me.  I was choosing the colors as best i could based on what they were telling me.  But they were not seeing colors as I saw them.  Very frustrating.,not much,listener,yes,29
468,602622,1211-6,yes,yes,super fun! thanks!,loved,listener,yes,47
469,579046,5666-f,no,yes,FUN EXPERIMENT!,okay,listener,yes,47
470,928456,0331-f,no,yes,No,okay,speaker,yes,46
471,657499,5553-4,yes,yes,none,loved,speaker,yes,12
472,842270,1291-1,yes,yes,,liked,listener,no,44
473,1983739,2092-3,yes,yes,I enjoyed doing this HIT....thanks for letting me do it.,loved,speaker,yes,43
474,1167830,8875-d,yes,yes,,okay,listener,yes,41
475,1018272,8032-5,yes,yes,No comment,okay,speaker,yes,41
476,809270,0084-6,yes,yes,,liked,listener,yes,48
477,41862,4004-0,yes,yes,,liked,listener,yes,0
478,560742,8680-3,yes,yes,,liked,listener,yes,46
479,1163580,5979-c,yes,yes,no,loved,listener,yes,48
480,877495,1212-5,yes,yes,no,okay,listener,yes,42
481,623010,0742-4,yes,yes,,okay,listener,no,43
482,1165788,5104-8,yes,yes,It was fun actually Highlight of my turk day!,loved,listener,yes,45
483,840514,8520-2,yes,yes,no,loved,listener,yes,45
484,1132659,9074-e,yes,yes,,okay,listener,yes,47
485,128524,7085-3,yes,yes,no one was on the other side,not much,speaker,yes,0
486,584712,8680-3,yes,yes,"This time I was the speaker, and it was more difficult than being the listener on some rounds.",liked,speaker,yes,46
487,710583,5557-c,yes,yes,,loved,listener,yes,47
488,843665,1651-6,no,yes,,liked,listener,yes,48
489,1060336,9804-0,yes,yes,"Not really a comment but I am wondering how you factor color blind people into this experiment. I&quotecharm not, but I imagine it would give weird results.",liked,listener,yes,43
490,924819,5697-7,yes,yes,,liked,listener,yes,38
491,1338077,4003-8,no,yes,,liked,listener,yes,43
492,583513,3600-c,yes,yes,"Great experience, thanks!
",loved,speaker,yes,47
493,18075,8086-b,no,yes,,not much,listener,yes,0
494,666228,3477-f,yes,yes,,loved,listener,yes,46
495,686660,1468-7,yes,yes,,okay,listener,yes,43
496,831055,3110-b,yes,yes,no,loved,speaker,yes,46
497,968360,5754-b,yes,yes,"Great Hit, loved the interaction. Thanks!",loved,listener,yes,45
498,598126,2386-b,yes,yes,,okay,speaker,yes,47
499,955234,0219-2,yes,yes,nope,loved,listener,yes,44
500,963457,0219-2,yes,yes,These are so fun!  Thanks so much.,loved,speaker,yes,44
501,994935,8972-7,yes,yes,I love it. Thanks.,loved,speaker,yes,43
502,820813,8535-b,yes,yes,Fun study!,liked,speaker,yes,45
503,793473,5169-f,yes,yes,My partner made a couple of glaring mistakes.,liked,speaker,yes,46
504,286213,0836-2,yes,yes,Experiment terminated in round 16. Guess they disconnected?,not much,speaker,yes,15
505,889571,2011-d,yes,yes,no,liked,listener,yes,42
506,1024856,8154-9,yes,yes,I thought it was a great way to increase your communication skills,loved,listener,yes,48
507,1406997,3330-6,yes,yes,none,loved,speaker,yes,45
508,570262,9911-6,yes,yes,,liked,listener,yes,43
509,757085,7254-e,yes,yes,none,okay,speaker,yes,39
510,117236,8995-7,yes,yes,It ended without me doing anything.,not much,listener,yes,0
511,886494,0144-d,yes,yes,None,okay,listener,yes,45
512,670581,6106-f,yes,yes,,okay,speaker,yes,44
513,594011,3358-0,yes,yes,FUN HIT,liked,speaker,yes,39
514,1127260,3682-0,yes,yes,,liked,speaker,yes,47
515,927650,8858-2,yes,yes,,okay,speaker,yes,48
516,897604,3999-9,yes,yes,slow player,not much,listener,yes,47
517,582864,9911-6,yes,yes,Enjoyed!,liked,speaker,yes,43
518,680268,3206-1,yes,yes,,loved,speaker,yes,48
