gameid,msgTime,roundNum,sender,contents,clkTime,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073512859,31,演说者,像那个紫色一样亮的绿蓝色,1502073536077,split,target,177,70,50,1,1,distr1,181,45,50,3,3,distr2,291,63,50,2,2,9,54,44,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073554210,32,演说者,灰土色,1502073580329,close,distr1,155,11,50,3,3,distr2,104,10,50,2,1,target,194,14,50,1,2,10,15,6,false
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073566559,32,演说者,不是任何一个接近绿色的颜色,1502073580329,close,distr1,155,11,50,3,3,distr2,104,10,50,2,1,target,194,14,50,1,2,10,15,6,false
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073607079,33,演说者,土色，泛黄 泛绿,1502073635401,close,distr1,322,1,50,3,2,target,92,4,50,1,3,distr2,27,27,50,2,1,9,19,17,false
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073623244,33,演说者,不是橘色 也不是那个带橘红的土色,1502073635401,close,distr1,322,1,50,3,2,target,92,4,50,1,3,distr2,27,27,50,2,1,9,19,17,false
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073630332,33,演说者,冷色调一些,1502073635401,close,distr1,322,1,50,3,2,target,92,4,50,1,3,distr2,27,27,50,2,1,9,19,17,false
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073650982,34,演说者,绿色， 深绿,1502073665883,split,target,99,12,50,3,3,distr2,277,57,50,1,2,distr1,75,16,50,2,1,5,58,60,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073673231,35,演说者,红色,1502073692823,far,target,5,92,50,1,2,distr2,154,56,50,2,1,distr1,82,81,50,3,3,73,73,22,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073702604,36,演说者,土橘黄色,1502073714579,far,distr1,210,40,50,3,1,distr2,266,44,50,1,2,target,51,32,50,2,3,48,62,24,false
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073721658,37,演说者,紫色,1502073723740,far,target,264,36,50,1,2,distr1,2,2,50,2,3,distr2,185,35,50,3,1,27,36,30,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073730574,38,演说者,红色,1502073737038,far,target,332,74,50,2,2,distr2,300,3,50,3,1,distr1,103,31,50,1,3,73,26,34,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073748883,39,演说者,土色，,1502073757838,split,distr1,358,8,50,3,1,target,228,4,50,1,3,distr2,337,61,50,2,2,11,28,22,false
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073763688,40,演说者,蓝色,1502073781695,split,target,213,33,50,1,1,distr2,322,67,50,3,2,distr1,206,18,50,2,3,7,38,35,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073772809,40,演说者,深蓝,1502073781695,split,target,213,33,50,1,1,distr2,322,67,50,3,2,distr1,206,18,50,2,3,7,38,35,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073791934,41,演说者,粉色,1502073813771,close,target,293,60,50,1,1,distr1,260,21,50,2,2,distr2,253,43,50,3,3,17,16,12,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073825367,42,演说者,粉色,1502073840593,far,target,335,35,50,3,3,distr2,234,71,50,2,2,distr1,251,2,50,1,1,24,31,33,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073829161,42,演说者,粉红,1502073840593,far,target,335,35,50,3,3,distr2,234,71,50,2,2,distr1,251,2,50,1,1,24,31,33,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073850921,43,演说者,土绿色,1502073892393,close,distr1,147,52,50,1,3,distr2,149,93,50,2,2,target,91,60,50,3,1,14,14,13,false
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073901144,44,演说者,深紫色,1502073950935,close,target,251,36,50,2,3,distr2,283,35,50,3,2,distr1,229,83,50,1,1,11,11,19,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073945398,44,演说者,深,1502073950935,close,target,251,36,50,2,3,distr2,283,35,50,3,2,distr1,229,83,50,1,1,11,11,19,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073947683,44,演说者,紫色,1502073950935,close,target,251,36,50,2,3,distr2,283,35,50,3,2,distr1,229,83,50,1,1,11,11,19,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073963904,45,演说者,任意一个土色,1502074022827,close,target,207,2,50,1,2,distr1,33,4,50,3,3,distr2,177,11,50,2,1,6,11,14,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073978452,45,倾听者,任意?,1502074022827,close,target,207,2,50,1,2,distr1,33,4,50,3,3,distr2,177,11,50,2,1,6,11,14,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073980903,45,演说者,怎么描述这个都对不了,1502074022827,close,target,207,2,50,1,2,distr1,33,4,50,3,3,distr2,177,11,50,2,1,6,11,14,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073993634,45,演说者,深一些,1502074022827,close,target,207,2,50,1,2,distr1,33,4,50,3,3,distr2,177,11,50,2,1,6,11,14,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502073995241,45,演说者,的,1502074022827,close,target,207,2,50,1,2,distr1,33,4,50,3,3,distr2,177,11,50,2,1,6,11,14,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502074029012,46,演说者,粉红,1502074052661,far,target,340,25,50,2,2,distr2,232,87,50,1,1,distr1,80,85,50,3,3,68,32,104,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502074063621,47,演说者,艳红,1502074068003,close,target,326,76,50,1,2,distr2,299,15,50,2,1,distr1,317,67,50,3,3,6,18,16,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502074082137,48,演说者,超级亮 红色,1502074089298,close,target,333,83,50,2,1,distr2,296,53,50,3,3,distr1,315,28,50,1,2,16,19,12,true
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502074114609,49,演说者,暗绿色 但不是最灰色的那个,1502074131612,close,distr1,138,36,50,1,1,distr2,113,8,50,3,2,target,138,25,50,2,3,6,12,17,false
4286-9e734173-eddb-47a8-b78f-bad48cfe5449,1502074141138,50,演说者,灰色,1502074145468,far,distr2,124,19,50,1,1,target,216,13,50,3,2,distr1,74,87,50,2,3,52,29,30,false
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126402789,1,演说者,绿色但不太绿,1502126409066,split,target,94,42,50,3,2,distr2,170,15,50,1,1,distr1,126,45,50,2,3,6,25,24,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126430293,2,演说者,红色与浅紫色,1502126433202,split,target,322,47,50,2,1,distr1,338,62,50,1,3,distr2,41,59,50,3,2,10,56,51,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126448361,3,演说者,浅紫色,1502126450362,split,target,308,11,50,1,1,distr1,211,7,50,2,2,distr2,147,46,50,3,3,17,42,31,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126459729,4,演说者,浅紫色,1502126476535,close,target,317,19,50,1,1,distr1,321,88,50,3,3,distr2,314,34,50,2,2,17,8,11,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126473154,4,演说者,黑暗,1502126476535,close,target,317,19,50,1,1,distr1,321,88,50,3,3,distr2,314,34,50,2,2,17,8,11,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126502356,5,演说者,绿色,1502126504636,far,target,134,27,50,3,2,distr1,359,61,50,2,3,distr2,331,30,50,1,1,62,58,22,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126524424,6,演说者,灰绿色,1502126526544,far,target,164,10,50,1,1,distr1,240,22,50,3,2,distr2,111,81,50,2,3,28,34,61,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126545246,7,演说者,紫色,1502126548175,close,target,278,24,50,1,1,distr1,334,25,50,3,3,distr2,347,32,50,2,2,13,18,6,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126563584,8,演说者,明亮的紫色,1502126566039,close,target,277,98,50,1,1,distr2,248,81,50,2,2,distr1,226,80,50,3,3,16,14,9,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126598297,9,演说者,橙子,1502126600432,close,target,14,92,50,2,3,distr2,23,35,50,3,2,distr1,18,40,50,1,1,14,17,5,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126621007,10,演说者,森林绿色,1502126625005,split,target,114,11,50,2,2,distr1,144,10,50,1,1,distr2,56,58,50,3,3,5,27,30,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126647613,11,演说者,灰色,1502126649903,close,target,29,3,50,2,2,distr2,21,17,50,1,1,distr1,356,4,50,3,3,5,10,9,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126704219,12,演说者,玫瑰紫色,1502126706565,far,target,320,40,50,2,1,distr1,22,27,50,3,2,distr2,105,27,50,1,3,31,66,34,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126737109,13,演说者,紫色,1502126747882,split,target,271,30,50,1,2,distr2,349,65,50,2,1,distr1,303,28,50,3,3,9,29,23,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126746145,13,倾听者,黑暗,1502126747882,split,target,271,30,50,1,2,distr2,349,65,50,2,1,distr1,303,28,50,3,3,9,29,23,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126766768,14,演说者,绿色,1502126805673,close,target,129,46,50,2,1,distr1,147,91,50,1,3,distr2,163,76,50,3,2,14,15,12,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126784326,14,倾听者,黑,1502126805673,close,target,129,46,50,2,1,distr1,147,91,50,1,3,distr2,163,76,50,3,2,14,15,12,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126804964,14,倾听者,森林绿色,1502126805673,close,target,129,46,50,2,1,distr1,147,91,50,1,3,distr2,163,76,50,3,2,14,15,12,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126826565,15,演说者,紫色,1502126828404,far,target,307,56,50,2,1,distr2,213,51,50,3,2,distr1,140,58,50,1,3,90,36,52,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126846182,16,演说者,灰色,1502126866947,close,target,75,2,50,1,1,distr2,97,5,50,3,2,distr1,232,8,50,2,3,13,5,17,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126893646,17,演说者,棕色,1502126895498,far,target,5,24,50,2,1,distr2,303,39,50,3,2,distr1,238,65,50,1,3,37,24,24,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126912017,18,演说者,浅绿色,1502126955825,close,target,137,89,50,2,3,distr1,143,49,50,3,2,distr2,104,58,50,1,1,15,10,11,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126953162,18,演说者,透亮,1502126955825,close,target,137,89,50,2,3,distr1,143,49,50,3,2,distr2,104,58,50,1,1,15,10,11,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502126979597,19,演说者,透亮绿色,1502126989127,split,target,117,97,50,3,3,distr2,23,59,50,1,2,distr1,77,75,50,2,1,13,62,49,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127021307,20,演说者,橙子,1502127025119,far,target,34,89,50,1,2,distr2,328,54,50,3,1,distr1,150,97,50,2,3,54,50,93,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127068893,21,演说者,绿,1502127155771,close,target,152,90,50,1,1,distr1,115,69,50,3,3,distr2,108,52,50,2,2,11,14,6,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127141421,21,倾听者,品绿,1502127155771,close,target,152,90,50,1,1,distr1,115,69,50,3,3,distr2,108,52,50,2,2,11,14,6,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127153996,21,演说者,是,1502127155771,close,target,152,90,50,1,1,distr1,115,69,50,3,3,distr2,108,52,50,2,2,11,14,6,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127178759,22,演说者,蓝色,1502127184903,far,target,233,94,50,3,1,distr2,117,91,50,1,2,distr1,327,85,50,2,3,34,80,100,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127202281,23,演说者,紫色,1502127204415,split,target,294,55,50,1,3,distr2,306,1,50,2,2,distr1,334,65,50,3,1,18,29,27,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127215553,24,演说者,蓝色,1502127241813,split,target,221,53,50,1,3,distr2,26,95,50,2,1,distr1,232,57,50,3,2,10,53,58,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127251825,25,演说者,蓝色,1502127279724,split,target,236,74,50,2,3,distr1,270,89,50,1,2,distr2,237,13,50,3,1,10,25,25,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127297960,26,演说者,紫色,1502127310804,split,target,277,73,50,1,1,distr1,285,98,50,2,3,distr2,97,97,50,3,2,8,108,110,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127306791,26,演说者,暗,1502127310804,split,target,277,73,50,1,1,distr1,285,98,50,2,3,distr2,97,97,50,3,2,8,108,110,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127330930,27,演说者,红,1502127333206,far,target,1,78,50,3,1,distr2,111,14,50,1,3,distr1,149,97,50,2,2,85,51,29,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127386906,28,演说者,绿色,1502127402829,close,target,102,75,50,3,2,distr1,97,32,50,1,1,distr2,109,44,50,2,3,16,11,6,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127400677,28,演说者,亮,1502127402829,close,target,102,75,50,3,2,distr1,97,32,50,1,1,distr2,109,44,50,2,3,16,11,6,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127426310,29,演说者,深绿色,1502127428142,close,target,82,49,50,2,2,distr1,120,96,50,1,1,distr2,69,82,50,3,3,16,13,16,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127444247,30,演说者,紫色,1502127446302,far,target,300,34,50,1,2,distr1,199,70,50,3,1,distr2,124,98,50,2,3,45,94,60,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127482508,31,演说者,蓝绿,1502127484665,close,target,148,20,50,2,3,distr2,102,5,50,3,1,distr1,65,19,50,1,2,14,13,12,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127508465,32,演说者,深紫色,1502127510284,close,target,291,44,50,2,3,distr2,316,93,50,3,1,distr1,298,75,50,1,2,9,14,9,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127542593,33,演说者,深灰色,1502127544787,split,target,104,4,50,1,1,distr1,68,9,50,3,2,distr2,311,58,50,2,3,5,41,46,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127590053,34,演说者,亮蓝色,1502127592821,split,target,197,59,50,3,1,distr1,198,35,50,1,2,distr2,346,91,50,2,3,7,61,55,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127692578,35,演说者,深灰色,1502127695648,split,target,104,15,50,1,3,distr1,189,20,50,3,2,distr2,349,87,50,2,1,19,53,51,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127723302,36,演说者,深灰色,1502127725920,split,target,301,3,50,1,1,distr1,212,30,50,2,3,distr2,93,92,50,3,2,18,49,60,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127755514,37,演说者,黄色,1502127758224,far,target,69,97,50,2,1,distr1,119,1,50,3,2,distr2,261,54,50,1,3,42,96,34,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127795253,38,倾听者,绿色,1502127814906,close,target,104,41,50,2,1,distr2,74,40,50,3,3,distr1,150,27,50,1,2,15,10,19,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127806480,38,演说者,绿色,1502127814906,close,target,104,41,50,2,1,distr2,74,40,50,3,3,distr1,150,27,50,1,2,15,10,19,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127832414,39,演说者,蓝,1502127841490,close,target,201,79,50,1,3,distr2,217,17,50,2,1,distr1,216,46,50,3,2,16,18,10,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127839473,39,演说者,亮,1502127841490,close,target,201,79,50,1,3,distr2,217,17,50,2,1,distr1,216,46,50,3,2,16,18,10,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127859002,40,演说者,灰色,1502127861425,far,target,225,0,50,2,3,distr2,155,65,50,3,2,distr1,313,32,50,1,1,25,32,55,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127914819,41,演说者,灰,1502127926692,close,target,36,14,50,1,3,distr1,122,4,50,3,1,distr2,247,3,50,2,2,13,15,12,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127924109,41,演说者,棕色,1502127926692,close,target,36,14,50,1,3,distr1,122,4,50,3,1,distr2,247,3,50,2,2,13,15,12,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127944770,42,演说者,绿色,1502127956902,close,target,111,72,50,1,3,distr2,102,38,50,2,2,distr1,75,62,50,3,1,12,12,14,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502127970504,43,演说者,棕色,1502127972681,far,target,32,40,50,2,3,distr1,79,90,50,1,2,distr2,172,54,50,3,1,40,39,32,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502128079942,44,演说者,叶子脱落的颜色,1502128081962,split,target,59,31,50,1,1,distr1,98,60,50,2,2,distr2,341,27,50,3,3,18,46,67,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502128105341,45,演说者,灰色,1502128108713,far,target,40,18,50,1,2,distr2,5,43,50,2,3,distr1,307,80,50,3,1,47,26,31,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502128194407,46,演说者,橙子,1502128203072,far,target,39,52,50,3,3,distr2,150,58,50,1,1,distr1,306,27,50,2,2,50,37,52,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502128200829,46,演说者,暗,1502128203072,far,target,39,52,50,3,3,distr2,150,58,50,1,1,distr1,306,27,50,2,2,50,37,52,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502128212169,47,演说者,灰色,1502128214258,far,target,2,2,50,2,1,distr1,329,48,50,1,2,distr2,204,44,50,3,3,25,22,45,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502128237339,48,演说者,不是紫色和蓝色,1502128241537,split,target,190,27,50,3,2,distr2,310,22,50,1,1,distr1,191,59,50,2,3,9,35,47,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502128277318,49,演说者,黄绿色,1502128279913,far,target,71,68,50,1,1,distr1,57,7,50,2,2,distr2,308,91,50,3,3,31,89,45,true
7921-645b72d1-e1bf-4121-b9b4-d04e9d5c906f,1502128295179,50,演说者,蓝色,1502128300464,far,target,226,88,50,3,2,distr2,59,42,50,1,1,distr1,142,14,50,2,3,45,78,24,true
3805-18ed9ae4-fb5e-4a4b-868c-49cf662540d2,1502137106125,1,演说者,爱,1502137117918,split,target,301,96,50,2,1,distr1,316,38,50,3,2,distr2,221,96,50,1,3,17,29,27,true
3805-18ed9ae4-fb5e-4a4b-868c-49cf662540d2,1502137146097,2,演说者,玫瑰,1502137149310,far,target,350,74,50,2,1,distr2,104,76,50,3,3,distr1,298,5,50,1,2,27,84,51,true
3805-18ed9ae4-fb5e-4a4b-868c-49cf662540d2,1502137180628,3,演说者,爱,1502137183463,close,target,309,91,50,3,2,distr1,310,35,50,1,1,distr2,325,80,50,2,3,13,11,11,true
3805-18ed9ae4-fb5e-4a4b-868c-49cf662540d2,1502137215609,4,演说者,明亮,1502137217593,far,target,272,11,50,2,1,distr1,235,87,50,3,2,distr2,69,13,50,1,3,30,34,62,true
3805-18ed9ae4-fb5e-4a4b-868c-49cf662540d2,1502137238877,5,演说者,草,1502137243149,far,target,106,93,50,1,2,distr1,222,47,50,2,1,distr2,9,95,50,3,3,69,82,48,true
3805-18ed9ae4-fb5e-4a4b-868c-49cf662540d2,1502137276722,6,演说者,明亮,1502137279037,far,target,21,35,50,1,3,distr2,162,58,50,3,1,distr1,347,96,50,2,2,21,47,75,true
3805-18ed9ae4-fb5e-4a4b-868c-49cf662540d2,1502137313458,7,演说者,亮,1502137316043,split,distr2,281,75,50,2,3,target,147,63,50,3,2,distr1,151,28,50,1,1,15,61,49,false
3805-18ed9ae4-fb5e-4a4b-868c-49cf662540d2,1502137325741,8,演说者,亮,1502137327707,close,target,101,94,50,3,1,distr2,157,81,50,2,2,distr1,129,77,50,1,3,6,16,12,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156272678,1,演说者,叶子,1502156282083,split,distr1,55,47,50,2,3,target,85,32,50,3,2,distr2,190,48,50,1,1,14,34,40,false
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156297632,2,演说者,天空蓝,1502156306372,close,target,258,40,50,3,2,distr2,283,35,50,1,3,distr1,279,73,50,2,1,11,9,11,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156316208,3,演说者,蓝色,1502156321318,split,target,218,93,50,3,1,distr2,195,15,50,1,3,distr1,272,84,50,2,2,18,21,21,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156334963,4,演说者,紫,1502156342086,close,target,322,24,50,3,1,distr2,316,8,50,1,3,distr1,340,34,50,2,2,7,12,15,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156351366,5,演说者,天空蓝,1502156361090,close,distr2,184,48,50,1,2,target,198,33,50,2,1,distr1,177,24,50,3,3,12,14,9,false
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156368225,6,演说者,黄色,1502156373837,far,target,70,69,50,3,3,distr1,186,57,50,2,2,distr2,237,66,50,1,1,41,94,49,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156385498,7,演说者,亮绿,1502156391461,split,target,150,62,50,3,2,distr2,291,29,50,1,1,distr1,127,27,50,2,3,13,54,45,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156414101,8,演说者,深绿,1502156417722,far,target,127,30,50,3,2,distr2,319,10,50,1,1,distr1,164,92,50,2,3,21,45,52,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156426857,9,演说者,深绿,1502156429290,close,target,122,32,50,1,2,distr2,159,65,50,3,3,distr1,84,29,50,2,1,9,14,19,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156436205,10,演说者,蓝,1502156439462,split,target,160,36,50,2,1,distr1,149,71,50,1,3,distr2,302,4,50,3,2,16,36,41,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156447319,11,演说者,灰,1502156449337,split,target,91,5,50,1,3,distr2,53,94,50,3,2,distr1,197,25,50,2,1,17,36,49,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156455869,12,演说者,紫,1502156458455,split,target,292,95,50,2,2,distr1,328,54,50,1,3,distr2,8,85,50,3,1,19,43,30,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156468833,13,演说者,亮蓝,1502156481713,split,target,185,71,50,2,1,distr1,199,63,50,3,2,distr2,290,11,50,1,3,18,45,35,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156495507,14,演说者,土绿,1502156504979,close,target,74,45,50,1,2,distr2,140,48,50,2,1,distr1,93,69,50,3,3,11,16,14,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156515799,15,演说者,深紫,1502156520310,close,distr2,289,12,50,2,1,target,328,41,50,1,3,distr1,310,43,50,3,2,8,15,15,false
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156527462,16,演说者,蓝,1502156529524,far,target,208,77,50,2,3,distr1,313,31,50,3,1,distr2,12,94,50,1,2,36,51,36,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156538373,17,演说者,亮绿,1502156540519,split,distr1,153,31,50,2,3,distr2,319,68,50,1,2,target,160,87,50,3,1,19,92,71,false
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156547338,18,演说者,灰色,1502156548872,far,target,134,9,50,3,2,distr1,349,70,50,2,1,distr2,317,18,50,1,3,46,40,23,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156566281,19,演说者,亮蓝,1502156568721,split,target,234,39,50,3,1,distr2,135,7,50,1,2,distr1,235,26,50,2,3,6,35,30,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156574697,20,演说者,蓝,1502156576370,far,target,227,85,50,3,3,distr1,151,74,50,1,1,distr2,315,64,50,2,2,66,28,92,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156584990,21,演说者,亮蓝,1502156592212,far,target,175,37,50,1,1,distr2,210,22,50,2,3,distr1,292,74,50,3,2,43,24,27,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156598469,22,演说者,蓝,1502156600761,far,target,251,88,50,3,3,distr2,354,8,50,2,1,distr1,159,53,50,1,2,62,36,41,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156612498,23,演说者,亮灰,1502156615687,close,target,4,0,50,1,1,distr2,56,15,50,3,3,distr1,13,5,50,2,2,5,15,16,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156630514,24,演说者,蓝绿,1502156635550,close,target,167,95,50,2,3,distr1,128,79,50,3,2,distr2,142,45,50,1,1,19,17,15,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156641127,25,演说者,蓝,1502156642283,far,target,253,84,50,1,2,distr2,101,76,50,3,1,distr1,17,39,50,2,3,47,79,58,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156676241,26,演说者,次亮绿,1502156685634,close,distr2,102,89,50,2,1,distr1,138,48,50,3,3,target,104,70,50,1,2,12,5,17,false
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156698010,27,演说者,红,1502156699559,far,target,31,59,50,2,3,distr2,67,85,50,3,2,distr1,231,75,50,1,1,60,38,95,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156707445,28,演说者,紫,1502156708905,split,target,278,53,50,1,1,distr2,159,35,50,2,3,distr1,230,45,50,3,2,17,48,45,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156718830,29,演说者,深蓝,1502156720503,split,target,248,89,50,1,2,distr1,270,76,50,3,1,distr2,196,56,50,2,3,9,39,38,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156725966,30,演说者,蓝,1502156727238,far,target,245,45,50,3,1,distr1,13,94,50,1,2,distr2,163,77,50,2,3,49,61,72,true
9485-a972797e-4d32-4a76-94ca-5ed073e2226f,1502156750266,31,演说者,介于土色和绿色,1502156760022,split,target,79,34,50,1,2,distr2,16,30,50,3,1,distr1,86,60,50,2,3,11,36,47,true
