index,gameid,epochTime,roundNum,sender,contents
1669,8976-a41db654-9387-4361-aff5-ff68d9291ae9,1502430776527,21,倾听者,你是描述带着黑框的颜色吗？
1670,8976-a41db654-9387-4361-aff5-ff68d9291ae9,1502430789322,21,演说者,浅粉红色
1671,8976-a41db654-9387-4361-aff5-ff68d9291ae9,1502430839592,22,演说者,深绿色
1672,8976-a41db654-9387-4361-aff5-ff68d9291ae9,1502430865221,23,演说者,绿色
1673,8976-a41db654-9387-4361-aff5-ff68d9291ae9,1502430875286,24,演说者,绿色
1674,8976-a41db654-9387-4361-aff5-ff68d9291ae9,1502430896672,25,演说者,绿色
1676,8976-a41db654-9387-4361-aff5-ff68d9291ae9,1502430912251,26,演说者,绿色
1677,8976-a41db654-9387-4361-aff5-ff68d9291ae9,1502430919239,26,倾听者,诶，你听懂我吗
1678,8976-a41db654-9387-4361-aff5-ff68d9291ae9,1502430964672,27,演说者,紫色
1679,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432565490,1,演说者,深绿色
1680,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432595649,2,演说者,绿色
1681,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432618069,3,演说者,黄色
1682,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432643920,4,演说者,深绿色
1683,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432658932,5,演说者,深绿色
1684,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432686960,6,演说者,绿色
1685,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432700811,7,演说者,绿色
1686,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432737730,8,演说者,黄色
1687,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432757301,9,演说者,绿色
1688,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432766620,10,演说者,绿色
1689,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432780301,11,演说者,绿色
1690,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432829722,12,演说者,粉
1691,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432884801,13,演说者,蓝色
1692,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432894584,14,演说者,蓝色
1693,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432909295,15,演说者,蓝色
1694,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432939033,16,演说者,蓝色
1695,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432965072,17,演说者,蓝色
1696,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502432995586,18,演说者,灰色
1697,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433017574,19,演说者,蓝色
1698,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433038115,20,演说者,粉
1699,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433078384,21,演说者,灰色
1700,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433103573,22,演说者,灰色
1701,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433135804,23,演说者,深绿色
1702,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433163972,24,演说者,灰色
1703,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433186799,25,演说者,紫色
1704,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433224828,26,演说者,紫色
1705,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433244075,27,演说者,绿色
1706,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433264932,28,演说者,黄色
1707,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433286368,29,演说者,黄色
1708,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433337457,30,演说者,紫色
1709,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433360498,31,演说者,蓝色
1710,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433370396,32,演说者,蓝色
1711,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433415189,33,演说者,灰色
1712,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433426839,34,演说者,灰色
1713,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433462440,35,演说者,棕色
1714,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433514504,36,演说者,深蓝
1715,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433533355,37,演说者,深蓝
1716,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433588181,38,演说者,深灰色
1717,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433600035,39,演说者,深灰色
1718,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433633352,40,演说者,棕色
1719,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433663772,41,演说者,紫色
1720,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433707501,42,演说者,黄色
1721,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433754003,43,演说者,灰色
1722,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433786272,44,演说者,深绿色
1723,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433812180,45,演说者,黄色
1724,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433850172,46,演说者,粉
1725,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433878224,47,演说者,淡黄色
1726,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433901034,48,演说者,绿色
1727,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433926162,49,演说者,紫色
1728,4589-16534f5f-ea0d-49f5-bf6a-184157da4c79,1502433958393,50,演说者,深绿色
1729,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502456830298,1,演说者,灰色
1730,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502456905750,2,演说者,棕色
1731,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502456972068,3,演说者,灰黃色
1732,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457002698,4,演说者,粉紫色 
1733,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457028601,5,演说者,绿色
1734,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457037249,6,演说者,绿色
1735,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457063008,6,演说者,最亮的那一個
1736,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457075629,7,演说者,灰色
1737,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457084147,8,演说者,灰色
1738,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457098364,8,演说者,有點綠
1739,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457118775,9,演说者,棕色
1740,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457133025,10,演说者,紫色
1741,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457147359,10,倾听者,都是紫色那一個
1742,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457163624,10,演说者,比較土的那一個
1743,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457193773,11,演说者,灰色
1744,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457219151,12,演说者,淡紫色
1745,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457235661,13,演说者,绿色
1746,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457254574,13,演说者,很鮮艷
1747,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457336817,14,演说者,灰狼
1748,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457351341,14,演说者,蓝
1749,2114-f7b1a9ef-cbe6-4404-923f-023a577eb1e9,1502457368101,1,倾听者,hello
1750,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457400624,15,演说者,紅紫色
1751,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457412424,16,演说者,紫色
1752,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457439846,17,演说者,灰黃色
1753,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457454235,18,演说者,绿色
1754,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457462374,19,演说者,绿色
1755,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457475087,20,演说者,蓝色
1756,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457496445,20,演说者,比較暗的
1757,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457509649,21,演说者,灰色
1758,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457520029,22,演说者,棕色
1759,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457530650,23,演说者,棕色
1760,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457550752,24,演说者,亮粉色
1761,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457574047,25,演说者,綠色草地上
1762,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457596918,26,演说者,綠色
1763,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457638998,27,演说者,紫色
1764,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457642468,27,演说者,亮
1765,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457658925,28,演说者,红
1766,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457668837,29,演说者,灰色
1767,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457779621,30,演说者,灰绿色
1768,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457813761,31,演说者,绿黄色
1769,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457822901,32,演说者,黄色
1770,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457833716,33,演说者,蓝
1771,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457847232,34,演说者,灰
1772,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457852383,34,演说者,绿
1773,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457863391,35,演说者,紫色
1774,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457879602,36,演说者,绿
1775,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457889325,37,演说者,绿
1776,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457910815,37,倾听者,有兩個那一個
1777,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457932276,37,演说者,顏色比較重的那個
1778,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457946617,38,演说者,绿色
1779,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457955496,38,演说者,很鮮艷
1780,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457966444,39,演说者,亮粉色
1781,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502457976771,40,演说者,灰色
1782,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502458014190,41,演说者,最淡得那個
1783,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502458030096,42,演说者,蓝灰色
1784,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502458050041,43,演说者,最淡得那個
1785,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502458068951,44,倾听者,棕紫色
1786,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502458076707,44,演说者,棕紫色
1787,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502458097764,45,演说者,亮 蓝色
1788,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502458109159,46,演说者,灰色
1789,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502458120693,47,演说者,蓝色
1790,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502458141468,48,演说者,红 亮粉色
1791,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502458145828,48,演说者,红粉色
1792,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502458159229,49,演说者,粉色
1793,7778-fff6a029-3272-4086-8ce5-a031948fac33,1502458206036,50,演说者,绿
1794,2420-6c54fd58-2f1d-437d-b9bb-fe05f0744181,1502523487281,1,演说者,偏灰的蓝，不是浅蓝
1795,0781-d401c67e-ac78-4274-b903-411e62b05612,1502570613406,0,演说者, 
1796,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502588590614,1,演说者,淡紫色
1797,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502588604089,2,演说者,淡紫色
1798,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502588621909,3,演说者,蓝色
1799,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502588629948,4,演说者,蓝色
1800,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502588638737,5,演说者,蓝色
1801,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502588737043,6,演说者,淡绿色
1802,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502588750209,7,演说者,蓝色.
1803,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502588810253,8,演说者,灰色
1804,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502588836321,9,演说者,红
1805,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502588877987,10,演说者,蓝色
1806,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502588937564,11,演说者,亮绿色 
1807,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502588997088,12,演说者,淡绿色
1808,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589014810,13,演说者,蓝色
1809,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589037977,14,演说者,紫色
1810,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589049873,15,演说者,紫色
1811,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589068119,16,演说者,灰色
1812,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589104724,17,演说者,淡蓝色
1813,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589144899,18,演说者,绿色 亮
1814,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589160822,19,演说者,淡蓝色
1815,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589175047,20,演说者,蓝色
1816,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589184988,21,演说者,淡蓝色
1817,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589202032,22,演说者,紫色
1818,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589246229,23,演说者,蓝色
1819,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589270793,24,演说者,浅褐色
1820,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589345002,25,演说者,橙子
1821,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589363426,26,演说者,绿色
1822,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589380789,27,演说者,橙子
1823,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589398819,28,演说者,淡紫色
1824,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589444652,29,演说者,粉红色
1825,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589479201,30,演说者,淡紫色
1826,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589499616,31,演说者,淡紫色
1827,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589522922,32,演说者,淡紫色
1828,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589533655,33,演说者,淡紫色
1829,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589574721,34,演说者,橙子色
1830,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589595362,35,演说者, 亮绿色 
1831,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589612669,36,演说者,蓝色
1832,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589622264,37,演说者,紫色
1833,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589661060,38,演说者,蓝紫色
1834,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589674237,39,演说者,红
1835,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589695728,40,演说者,淡蓝色
1836,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589718724,41,演说者,淡蓝色
1837,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589758987,42,演说者,淡绿色
1838,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589771595,43,演说者,蓝色
1839,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589791869,44,演说者,黄色
1840,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589798710,45,演说者,黄色
1841,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589808333,46,演说者,紫色
1842,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589819364,47,演说者,淡紫色
1843,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589844051,48,演说者,黄色
1844,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589854596,49,演说者,浅褐色
1845,8032-611b2ceb-ca98-407b-a880-8e311ae40798,1502589865797,50,演说者,绿色
1846,2275-84bdaee9-3981-4598-bae8-51c437493402,1502614938345,0,演说者,没有人吗？
1847,2275-84bdaee9-3981-4598-bae8-51c437493402,1502615588668,0,演说者,一刻钟过去了 还没有人来
1848,2275-84bdaee9-3981-4598-bae8-51c437493402,1502616646321,0,演说者,半个小时了还没有人吗?
1850,3242-502020ad-56f4-42f7-b492-42566825d8fd,1502633952784,1,倾听者,有人啦
1851,3242-502020ad-56f4-42f7-b492-42566825d8fd,1502634885257,1,倾听者,= =
1852,3242-502020ad-56f4-42f7-b492-42566825d8fd,1502634890944,1,倾听者,走了拜拜
1853,9463-3c7fa984-1eee-418c-9630-975bfe0f4393,1502637795864,0,演说者,你好
1854,9463-3c7fa984-1eee-418c-9630-975bfe0f4393,1502637952167,0,演说者,ads
1855,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758150438,1,演说者,比較淺的綠色
1856,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758171184,2,演说者,淺紫色
1857,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758183464,3,演说者,綠色
1858,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758198495,4,演说者,淺紫色
1859,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758239481,5,演说者,蓝色
1860,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758248642,6,演说者,蓝色
1861,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758259972,7,演说者,比較淺的綠色
1862,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758278877,8,演说者,粉紅色
1863,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758289452,9,演说者,蓝色
1864,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758301287,10,演说者,淺紫色
1865,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758316098,11,演说者,蓝色
1866,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758325723,12,演说者,綠色
1867,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758334039,13,演说者,綠色
1868,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758342018,14,演说者,綠色
1869,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758361177,15,演说者,黃色
1870,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758370550,16,演说者,蓝色
1871,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758397144,17,演说者,灰色
1872,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758411236,18,演说者,比較淺的綠色
1873,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758420300,19,演说者,比較淺的綠色
1874,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758430126,20,演说者,綠色
1875,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758439889,21,演说者,淺紫色
1876,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758454238,22,演说者,淺的綠色
1877,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758464227,23,演说者,淺紫色
1878,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758475660,24,演说者,淺的綠色
1879,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758487136,25,演说者,灰色
1880,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758501801,26,演说者,紅色
1881,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758526089,26,倾听者,  哪一個都是紅的
1882,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758536342,26,演说者,最紅的那個
1883,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758549634,27,演说者,紅
1884,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758588660,28,演说者,藍綠色
1885,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758616540,29,演说者,棕色
1886,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758655738,30,演说者,最淡的那個
1887,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758678229,31,演说者,紅粉色
1888,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758692536,32,演说者,灰色
1889,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758699649,33,演说者,灰色
1890,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758723440,34,演说者,紫色
1891,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758737804,35,演说者,蓝色
1892,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758749162,36,演说者,灰色
1893,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758762952,37,演说者,綠色
1894,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758791638,38,演说者,蓝紫色
1895,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758805769,39,演说者,蓝色
1896,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758819191,40,演说者,灰色
1897,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758848366,41,演说者,棕色 橙色
1898,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758853869,41,演说者,橙色
1899,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758913877,42,演说者,最淡的那個
1900,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758925516,43,演说者,綠色
1901,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758940697,44,演说者,蓝色
1902,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758950472,45,演说者,黃色
1903,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758963566,46,演说者,綠色
1904,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758980647,47,演说者,  黃灰色
1905,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758991981,48,演说者,紫色
1906,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502758996630,48,演说者,蓝色
1907,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502759023286,49,演说者,中紫色
1908,6833-33da8ed2-3343-4e4f-b330-972373a0e92b,1502759036699,50,演说者,綠色
1909,0226-92becdf6-5c53-4b8f-9245-ddd4e92e4c3a,1502767041862,0,演说者,hi
1910,0226-92becdf6-5c53-4b8f-9245-ddd4e92e4c3a,1502767071712,0,演说者,等待时间超过20分钟
1911,2511-1a742255-8455-4590-b86b-0952f392f435,1502769373296,1,倾听者,?
1912,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803592927,1,倾听者,绿色
1913,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803595725,1,演说者,啊 来了
1914,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803602677,1,演说者,基佬
1915,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803607997,1,演说者,的颜色
1916,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803631494,1,演说者,天
1917,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803651393,1,演说者,天空
1918,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803666120,1,倾听者,藍色
1919,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803672591,1,演说者,你选那个色块
1920,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803705967,2,演说者,暗淡的
1921,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803760426,3,演说者,不明艳的花
1922,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803786536,4,演说者,最亮的
1923,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803810867,5,演说者,水泥
1924,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803851587,6,演说者,最黯淡的
1925,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803876941,7,演说者,最亮的
1926,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803885908,7,演说者,最艳丽的
1927,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803903668,8,演说者,最黯淡的
1928,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803937110,9,演说者,阳光
1929,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803944186,9,演说者,芒果
1930,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803963769,10,演说者,水泥
1931,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502803995203,11,演说者,荧光
1932,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804008626,12,演说者,基佬
1933,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804024297,13,演说者,军队
1934,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804044316,14,演说者,更黯淡的草地
1935,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804052068,15,演说者,海
1936,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804115343,16,演说者,不繁茂的草地
1937,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804130637,17,演说者,海
1938,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804152540,18,演说者,水泥
1939,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804189118,18,演说者,阴天
1940,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804197765,19,演说者,阴天
1941,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804211158,20,演说者,？？？红色的阴天
1942,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804219266,21,演说者,花
1943,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804228479,22,演说者,= =
1944,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804230809,22,演说者,阴天
1945,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804243460,24,演说者,您在乱选吗
1946,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804253842,25,演说者,军队
1947,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804260019,26,演说者,喂。。。
1948,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804268064,27,演说者,我还没说你选啥啊
1949,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804276187,28,演说者,excuse me
1950,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804284801,29,演说者,草地
1951,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804291673,30,演说者,花
1952,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804306100,31,演说者,明亮
1953,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804314932,32,演说者,黯淡
1954,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804320994,33,演说者,阴天
1955,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804347661,34,演说者,阴天
1956,1062-3d3860a1-f48d-4920-8fdc-75a1494e2502,1502804368312,35,演说者,地
